permutacion_inicial,ruta_final
"[53, 62, 63, 17, 60, 29, 4, 54, 46, 15, 38, 28, 27, 13, 19, 69, 35, 25, 65, 64, 36, 6, 50, 55, 1, 33, 23, 26, 2, 73, 68, 30, 67, 40, 47, 22, 51, 71, 43, 24, 12, 41, 16, 44, 7, 32, 3, 70, 56, 8, 75, 20, 9, 21, 39, 59, 58, 18, 57, 72, 52, 14, 34, 74, 37, 66, 49, 42, 61, 10, 11, 48, 31, 45, 5]","[[53, 17, 63, 62], [4, 29, 60, 15, 54, 46, 38], [28, 69, 27, 13, 19, 35, 65, 25], [55, 50, 23, 33, 1, 64, 36, 6], [26], [40, 68, 73, 2, 30, 67], [12, 51, 24, 43, 22, 71, 47], [41, 16, 3, 44, 32, 7], [75, 56, 70, 20, 8], [21, 59, 58, 39, 9, 18], [34, 52, 57, 14, 72], [74, 37, 61, 42, 49, 66], [10, 11, 48], [31, 45, 5]]"
"[17, 69, 19, 30, 46, 61, 41, 54, 33, 24, 26, 2, 14, 55, 34, 4, 58, 9, 66, 39, 71, 36, 16, 27, 73, 48, 38, 67, 13, 15, 11, 18, 22, 31, 57, 52, 70, 6, 74, 60, 25, 51, 53, 10, 59, 3, 5, 47, 64, 29, 32, 50, 65, 56, 44, 62, 37, 7, 72, 63, 75, 43, 20, 42, 23, 49, 1, 21, 40, 35, 28, 12, 45, 68, 8]","[[17, 41, 61, 69, 30, 54, 19, 46], [26, 24, 33], [2, 4, 34, 14, 55], [66, 58, 39, 9], [16, 73, 48, 36, 71, 27], [67, 13, 15, 22, 18, 38, 11], [31, 52, 57, 70, 60, 74, 6], [53, 59, 10, 25, 3, 51], [29, 5, 47, 64, 50, 32, 65], [37, 62, 63, 56, 44, 72, 7], [75, 20, 21, 1, 42, 43, 23, 49], [68, 28, 45, 8, 35, 12, 40]]"
"[2, 38, 14, 11, 55, 36, 3, 42, 33, 16, 20, 17, 66, 6, 7, 50, 72, 9, 48, 29, 59, 10, 18, 73, 52, 70, 22, 40, 51, 19, 64, 71, 53, 44, 32, 67, 15, 46, 68, 49, 8, 35, 60, 23, 61, 34, 41, 28, 47, 26, 58, 45, 65, 5, 24, 30, 25, 31, 37, 43, 13, 74, 1, 62, 39, 21, 69, 12, 54, 57, 75, 4, 27, 63, 56]","[[2, 55, 38, 11, 14], [20, 36, 42, 33, 16, 3], [66, 17, 6], [7, 72, 9, 50], [18, 10, 59, 29, 48, 73], [52, 70, 22, 51, 40], [53, 19, 71, 64, 44, 32], [49, 68, 15, 46, 67], [23, 61, 60, 8, 35, 34], [41, 28, 47], [26, 65, 58, 24, 30, 5, 45], [25, 31], [13, 37, 74, 62, 1, 43, 39], [21, 69], [12, 54, 57, 27, 4, 75], [63, 56]]"
"[46, 49, 54, 66, 24, 63, 67, 11, 44, 58, 45, 22, 74, 73, 7, 23, 53, 3, 71, 18, 2, 68, 6, 12, 26, 39, 10, 34, 40, 57, 42, 69, 60, 35, 31, 47, 33, 59, 5, 37, 70, 72, 41, 9, 61, 28, 17, 51, 62, 14, 13, 27, 1, 32, 21, 55, 52, 29, 20, 25, 15, 43, 75, 16, 50, 56, 64, 8, 65, 36, 38, 19, 48, 30, 4]","[[46, 54, 66, 24, 49, 63], [67, 11, 58, 44], [45, 74, 22, 73], [7, 53, 3, 18, 23, 6, 2, 71, 68], [40, 39, 10, 12, 26, 34], [33, 42, 69, 60, 47, 57, 35, 31], [59, 70, 37, 5], [72, 9, 41, 61, 28, 62, 51, 17], [14, 13, 27, 21, 1, 32], [25, 55, 43, 29, 20, 15, 52, 75], [8, 65, 50, 16, 56, 64, 36], [4, 30, 48, 19, 38]]"
"[20, 3, 31, 17, 69, 35, 7, 19, 59, 40, 10, 9, 75, 26, 12, 72, 2, 57, 41, 54, 5, 14, 8, 67, 49, 27, 42, 70, 22, 4, 60, 73, 46, 63, 21, 47, 28, 58, 16, 6, 52, 48, 71, 33, 53, 18, 37, 50, 74, 56, 55, 45, 13, 65, 44, 66, 24, 38, 23, 34, 64, 25, 36, 15, 61, 68, 32, 43, 51, 62, 1, 29, 39, 30, 11]","[[20], [69, 7, 35, 19, 59, 31, 3, 17], [10, 9, 40, 75], [26, 72, 12, 41, 2, 57], [67, 8, 14, 54, 5], [49, 73, 42, 22, 60, 70, 27, 46, 4], [63, 28, 21, 47], [52, 71, 48, 6, 33, 16, 58], [53, 55, 50, 18, 56, 74, 37], [44, 65, 66, 13, 45], [38, 24, 23], [25, 64, 61, 36, 15, 34, 68], [29, 62, 1, 43, 51, 32, 39], [30, 11]]"
"[66, 9, 44, 55, 42, 18, 75, 4, 57, 16, 7, 49, 26, 24, 8, 65, 25, 3, 5, 52, 74, 47, 61, 46, 60, 38, 12, 2, 69, 50, 29, 73, 40, 53, 10, 63, 58, 6, 23, 51, 31, 68, 36, 14, 59, 34, 13, 64, 72, 71, 27, 70, 22, 28, 37, 67, 32, 17, 20, 45, 33, 39, 21, 30, 41, 1, 35, 11, 54, 56, 48, 15, 43, 62, 19]","[[66, 9, 55, 18, 44, 42], [16, 75, 4, 57], [7, 26, 24, 49], [74, 61, 47, 5, 52, 8, 65, 25, 3], [12, 38, 50, 2, 69, 60, 46], [29, 73, 63, 40, 58, 10, 53], [6, 51, 23, 31], [68, 64, 36, 13, 34, 14, 59, 72], [22, 28, 71, 70, 37, 27, 67], [45, 20, 33, 17, 32, 39], [30, 21, 41, 1], [11, 35, 54], [56, 43, 62, 48, 15, 19]]"
"[35, 49, 74, 36, 23, 30, 31, 55, 11, 45, 10, 17, 39, 8, 70, 12, 9, 62, 19, 71, 52, 48, 66, 20, 2, 61, 3, 57, 64, 46, 43, 67, 33, 75, 18, 73, 14, 4, 13, 50, 21, 32, 38, 65, 63, 47, 28, 51, 29, 27, 60, 15, 69, 54, 68, 34, 56, 25, 5, 72, 24, 44, 53, 1, 40, 16, 26, 7, 37, 58, 42, 59, 6, 22, 41]","[[49, 23, 74, 36, 30, 35], [55, 31, 11, 45], [17, 39, 10, 8, 70], [12, 9, 19, 52, 48, 71, 62], [2, 61, 20, 66, 3], [43, 64, 57, 46, 67], [18, 33, 73, 75], [4, 21, 13, 14, 50], [38, 65, 32, 51, 63, 28, 47], [34, 54, 15, 60, 69, 29, 27, 68], [53, 72, 25, 44, 24, 56, 5], [7, 26, 40, 16, 1, 37], [6, 22, 42, 41, 58, 59]]"
"[59, 66, 34, 25, 38, 1, 20, 41, 21, 23, 58, 22, 35, 42, 37, 67, 71, 29, 33, 54, 55, 31, 63, 44, 56, 51, 27, 15, 70, 72, 5, 4, 46, 43, 3, 19, 65, 14, 7, 30, 60, 40, 57, 50, 47, 10, 68, 18, 17, 64, 16, 74, 39, 73, 28, 49, 13, 53, 9, 8, 61, 45, 11, 69, 26, 24, 36, 2, 62, 32, 75, 52, 6, 48, 12]","[[25, 38, 66, 59, 34], [23, 41, 1, 22, 21, 20, 35, 58], [67, 29, 37, 71, 42, 33], [51, 63, 56, 44, 55, 31, 54], [4, 5, 70, 15, 27, 46, 72], [3, 43, 30, 60, 19, 14, 65, 7], [47, 57, 10, 50, 40], [68, 74, 64, 16, 18, 17], [28, 73, 49, 9, 39, 53, 8, 13], [11, 45, 69, 61], [26, 32, 24, 62, 36, 2], [75, 6, 48, 52, 12]]"
"[51, 32, 23, 55, 5, 28, 13, 56, 2, 19, 64, 20, 66, 29, 61, 53, 75, 1, 18, 67, 59, 48, 50, 72, 47, 17, 33, 11, 45, 58, 49, 40, 10, 39, 73, 60, 26, 62, 37, 44, 38, 35, 8, 36, 43, 21, 3, 71, 24, 31, 69, 41, 57, 7, 46, 34, 4, 22, 6, 74, 9, 14, 42, 15, 70, 65, 63, 30, 16, 25, 27, 52, 68, 12, 54]","[[51, 23, 55, 32], [2, 56, 28, 5, 13, 19], [66, 53, 29, 20, 61, 64], [75, 1, 18], [50, 72, 59, 48, 67], [11, 45, 47, 33, 17], [26, 58, 10, 39, 40, 49, 73, 60], [62, 37], [44, 3, 43, 21, 36, 8, 35, 38], [31, 24, 71], [41, 69, 57, 7, 46, 34, 4], [74, 22, 6, 9, 14], [65, 25, 16, 63, 42, 70, 15, 30], [12, 52, 54, 27, 68]]"
"[45, 22, 49, 63, 26, 37, 39, 67, 50, 14, 13, 74, 18, 34, 11, 38, 42, 40, 16, 69, 54, 2, 10, 47, 24, 15, 19, 73, 44, 23, 33, 43, 56, 64, 6, 65, 20, 4, 25, 31, 55, 7, 9, 30, 61, 17, 57, 46, 1, 35, 41, 48, 62, 75, 28, 52, 8, 51, 3, 59, 5, 70, 32, 27, 72, 53, 60, 58, 29, 66, 68, 21, 36, 12, 71]","[[26, 49, 63, 22, 37, 45], [18, 50, 39, 14, 13, 74, 67], [34, 11, 38], [40, 16, 42, 2, 69, 54], [47, 15, 19, 10, 24], [33, 73, 43, 64, 56, 23, 44], [6, 4, 20, 65], [7, 31, 55, 25, 9], [46, 35, 57, 30, 61, 1, 17], [8, 52, 48, 28, 62, 41, 75], [51, 3, 32, 59, 70, 5], [29, 60, 27, 53, 66, 58, 72], [12, 68, 21, 71, 36]]"
"[75, 1, 4, 41, 71, 18, 56, 33, 9, 62, 25, 51, 67, 44, 10, 14, 52, 59, 12, 19, 36, 48, 8, 53, 26, 50, 17, 45, 74, 3, 38, 43, 21, 68, 32, 15, 30, 66, 37, 70, 55, 20, 73, 35, 60, 7, 34, 47, 49, 40, 22, 61, 57, 72, 39, 65, 31, 54, 69, 5, 13, 27, 64, 29, 16, 24, 28, 42, 2, 46, 63, 23, 11, 58, 6]","[[4, 71, 41, 1, 75], [9, 25, 18, 56, 62, 33, 51], [67], [52, 14, 59, 10, 12, 44], [26, 53, 19, 8, 36, 48], [74, 45, 38, 50, 3, 17], [68, 21, 43, 32], [55, 66, 15, 70, 37, 30], [20, 73], [7, 35, 34, 60, 47, 49, 40], [72, 39, 31, 65, 57, 61, 22], [64, 69, 5, 29, 27, 13, 54], [16, 24, 42, 28, 2, 46], [11, 58, 23, 63, 6]]"
"[63, 31, 21, 44, 75, 60, 14, 59, 23, 12, 52, 27, 73, 33, 24, 51, 40, 36, 49, 15, 7, 13, 65, 55, 43, 67, 4, 17, 37, 25, 28, 29, 47, 54, 8, 45, 10, 38, 32, 19, 57, 53, 42, 46, 61, 18, 48, 9, 74, 72, 30, 5, 35, 22, 39, 70, 20, 58, 1, 68, 6, 16, 56, 34, 2, 41, 64, 69, 71, 66, 26, 50, 3, 62, 11]","[[63, 31], [75, 21, 60, 59, 14, 44], [23, 12, 52, 27], [40, 24, 73, 33, 51], [36, 15, 13, 7, 65, 55, 49, 43], [4, 37, 67, 17], [25, 8, 54, 29, 47, 28, 45], [32, 10, 38, 53, 19, 57], [46, 48, 74, 61, 42, 18, 9, 72], [30, 5, 20, 70, 22, 39, 58, 35], [16, 56, 1, 6, 68], [34, 71, 69, 64, 41, 2], [26, 66, 50, 3, 62], [11]]"
"[44, 51, 47, 8, 1, 56, 70, 2, 65, 22, 60, 59, 35, 49, 36, 34, 75, 5, 3, 39, 24, 43, 53, 57, 40, 12, 11, 48, 54, 55, 13, 73, 32, 45, 17, 68, 26, 16, 9, 4, 19, 37, 10, 38, 27, 14, 31, 23, 6, 33, 69, 28, 25, 72, 7, 18, 50, 46, 41, 52, 64, 42, 15, 30, 63, 58, 62, 71, 61, 29, 67, 74, 21, 66, 20]","[[44, 51, 47, 8], [56, 1, 2, 70, 65], [75, 49, 22, 36, 60, 5, 59, 35, 34], [3, 43, 24, 39, 53, 57], [48, 54, 11, 55, 40, 12], [17, 32, 73, 68, 45, 13], [26, 9, 16, 4, 37, 19], [31, 10, 38, 14, 27], [6, 33, 23, 28, 69], [50, 18, 25, 72, 7, 46], [63, 41, 42, 64, 30, 15, 52, 58], [67, 29, 71, 61, 62], [74, 21, 20, 66]]"
"[5, 22, 60, 7, 37, 57, 74, 17, 39, 61, 71, 13, 24, 69, 35, 45, 38, 21, 14, 59, 56, 41, 55, 49, 34, 48, 31, 20, 26, 36, 25, 72, 67, 51, 66, 46, 62, 8, 33, 3, 75, 63, 11, 6, 16, 27, 65, 68, 2, 1, 4, 52, 29, 10, 43, 19, 47, 70, 12, 18, 40, 9, 23, 15, 73, 58, 44, 50, 28, 54, 42, 32, 30, 64, 53]","[[7, 57, 60, 37, 5, 74, 22, 17, 39], [13, 35, 38, 24, 61, 69, 71, 45], [14, 59, 55, 49, 56, 41, 21], [34, 48], [25, 31, 72, 26, 67, 20, 36], [51, 62, 46, 8, 66], [75, 33, 63, 3, 11], [6, 16, 65, 27], [68, 1, 2, 29, 52, 4], [10, 19, 70, 47, 43], [12, 40, 9, 18, 23, 73, 15], [28, 54, 58, 50, 44], [30, 64, 42, 32, 53]]"
"[5, 19, 8, 64, 61, 65, 17, 54, 60, 52, 67, 35, 50, 23, 58, 12, 42, 63, 68, 18, 24, 1, 53, 28, 9, 2, 7, 15, 69, 16, 46, 48, 47, 45, 38, 55, 25, 37, 62, 57, 59, 3, 27, 4, 72, 34, 56, 31, 6, 75, 30, 20, 10, 51, 44, 70, 11, 36, 74, 41, 13, 39, 32, 14, 26, 43, 49, 71, 66, 21, 29, 40, 22, 73, 33]","[[17, 65, 19, 8, 5, 61, 64], [67, 52, 60, 54, 35, 50, 23], [12, 58, 18, 24, 63, 42, 1, 68], [2, 28, 9, 53], [7, 15, 69, 16], [48, 47, 45, 46, 38, 55, 25], [59, 57, 37, 62, 3], [56, 31, 72, 34, 27, 4], [10, 44, 51, 6, 30, 20, 75], [11, 13, 70, 36, 74, 41], [32, 39, 14, 26], [66, 29, 71, 21, 43, 49], [22, 73, 33, 40]]"
"[49, 42, 53, 10, 30, 9, 73, 43, 51, 38, 67, 32, 40, 6, 48, 35, 19, 64, 7, 34, 47, 20, 31, 27, 69, 59, 21, 24, 39, 46, 61, 45, 33, 44, 58, 37, 13, 41, 66, 8, 36, 14, 54, 29, 72, 4, 2, 5, 16, 23, 28, 18, 25, 17, 26, 12, 62, 63, 65, 60, 56, 11, 52, 50, 71, 22, 68, 1, 75, 70, 74, 57, 15, 55, 3]","[[30, 42, 49, 10, 53], [67, 38, 9, 51, 43, 73], [35, 19, 48, 6, 32, 40], [31, 7, 34, 20, 47, 64], [59, 27, 69, 21, 24, 39], [46, 45, 61, 33, 44, 58], [41, 37, 13], [29, 36, 54, 8, 14, 66, 72], [4, 5, 2], [26, 17, 12, 25, 18, 16, 23, 28], [63, 56, 62, 60, 52, 11, 65], [75, 68, 57, 15, 70, 71, 74, 22, 1, 50], [55, 3]]"
"[35, 52, 23, 12, 59, 74, 34, 18, 56, 73, 42, 44, 62, 58, 39, 36, 68, 38, 72, 15, 9, 33, 67, 25, 75, 45, 61, 2, 64, 4, 6, 19, 70, 47, 43, 65, 60, 3, 8, 69, 24, 49, 53, 55, 21, 10, 32, 13, 71, 54, 1, 50, 30, 14, 5, 57, 66, 31, 29, 46, 37, 26, 16, 40, 28, 7, 20, 27, 48, 17, 22, 11, 41, 63, 51]","[[74, 23, 12, 59, 35, 52, 34], [73, 62, 42, 56, 18, 44, 39, 58], [36, 68], [67, 15, 38, 72, 9, 25, 33], [75, 2, 64, 61, 45, 4], [6, 3, 43, 47, 60, 70, 19, 65], [8, 53, 55, 24, 49, 21, 69], [10, 32], [50, 1, 71, 54, 13, 30], [5, 57, 14, 66, 31], [29, 37, 46], [26, 40, 16, 28], [7, 27, 20, 48, 22, 17], [41, 63, 51, 11]]"
"[17, 23, 58, 69, 74, 51, 42, 7, 66, 3, 65, 30, 73, 54, 13, 33, 38, 47, 45, 28, 50, 39, 27, 70, 53, 8, 71, 55, 37, 63, 56, 12, 72, 25, 14, 10, 11, 31, 26, 2, 75, 16, 22, 29, 5, 59, 67, 6, 52, 9, 57, 46, 21, 40, 62, 60, 43, 35, 64, 68, 44, 32, 36, 19, 18, 61, 41, 24, 1, 4, 34, 20, 49, 15, 48]","[[74, 69, 42, 23, 51, 17, 58], [7, 66, 65, 3], [54, 13, 30, 73, 33], [38, 39, 50, 28, 47, 45], [71, 70, 27, 8, 53, 55], [37, 63, 56, 25, 72, 12], [14, 11, 31, 10, 26], [2, 75], [16, 22, 5, 29, 59, 67], [46, 52, 57, 21, 6, 9], [40, 43, 62, 60], [35, 32, 44, 64, 68], [18, 24, 41, 1, 61, 36, 19], [4, 34, 15, 20, 48, 49]]"
"[40, 30, 10, 57, 67, 3, 1, 53, 69, 19, 65, 54, 2, 36, 18, 6, 49, 42, 27, 25, 14, 52, 32, 34, 39, 70, 68, 28, 26, 12, 58, 7, 66, 8, 9, 22, 41, 44, 38, 11, 24, 74, 15, 50, 17, 29, 47, 56, 23, 21, 13, 51, 45, 63, 73, 61, 72, 71, 48, 20, 55, 16, 62, 46, 43, 60, 5, 4, 35, 59, 37, 64, 31, 75, 33]","[[30, 40], [67, 57, 1, 3, 10], [65, 53, 19, 54, 36, 69, 2], [27, 52, 14, 25, 18, 49, 42, 6], [32, 39, 34, 70, 28, 68], [26, 12, 58, 66, 7, 8], [22, 41, 44, 9, 38, 11], [15, 74, 24, 50, 17], [13, 29, 47, 21, 56, 23], [45, 48, 20, 71, 61, 73, 63, 51, 72], [62, 16, 55, 46], [4, 5, 60, 43], [35, 59, 31, 64, 37], [75, 33]]"
"[36, 32, 10, 63, 25, 66, 43, 15, 8, 69, 14, 27, 9, 42, 65, 58, 31, 71, 1, 75, 48, 22, 19, 55, 45, 72, 13, 2, 38, 53, 5, 21, 34, 18, 74, 39, 28, 26, 37, 24, 59, 23, 44, 56, 70, 62, 35, 68, 51, 30, 33, 60, 3, 7, 50, 73, 40, 52, 16, 67, 49, 57, 64, 61, 17, 54, 29, 41, 20, 6, 12, 46, 4, 47, 11]","[[36, 63, 32, 25, 10, 66], [43, 69, 15, 27, 8, 14], [42, 9, 31, 65, 58], [75, 19, 48, 71, 22, 1, 55], [72, 13, 45, 2], [38, 53, 34, 5, 21], [39, 18, 28, 74], [26, 59, 37, 24], [44, 23, 56, 62, 70, 35], [68, 30, 60, 33, 51], [73, 16, 3, 50, 40, 7, 52], [67, 57, 61, 64, 49, 17], [54, 20, 29, 41, 6], [12, 11, 46, 47, 4]]"

ESTADÍSTICAS
operador,2-opt
instancia,CMT2.vrp
conSplit,true
num_ejecuciones,30
tiempo_total_ms,30.0477
mejor_costo,1729.38
