permutacion_inicial,ruta_final
"[53, 62, 63, 17, 60, 29, 4, 54, 46, 15, 38, 28, 27, 13, 19, 69, 35, 25, 65, 64, 36, 6, 50, 55, 1, 33, 23, 26, 2, 73, 68, 30, 67, 40, 47, 22, 51, 71, 43, 24, 12, 41, 16, 44, 7, 32, 3, 70, 56, 8, 75, 20, 9, 21, 39, 59, 58, 18, 57, 72, 52, 14, 34, 74, 37, 66, 49, 42, 61, 10, 11, 48, 31, 45, 5]","[[68, 2, 6, 51], [5, 15, 57, 13, 54, 65, 38], [7, 35, 8, 19, 59, 14, 53, 72], [47, 36, 69, 61, 24, 18, 55, 25], [26], [30, 74, 62, 73, 63, 33], [43, 42, 41, 56, 23, 49, 16], [17, 3, 44, 50, 32, 40], [37, 20, 70, 60, 71], [58, 10, 31, 9, 39, 12], [45, 29, 27, 52, 34], [1, 64, 22, 28, 21, 48], [46, 11, 66], [67, 4, 75]]"
"[17, 69, 19, 30, 46, 61, 41, 54, 33, 24, 26, 2, 14, 55, 34, 4, 58, 9, 66, 39, 71, 36, 16, 27, 73, 48, 38, 67, 13, 15, 11, 18, 22, 31, 57, 52, 70, 6, 74, 60, 25, 51, 53, 10, 59, 3, 5, 47, 64, 29, 32, 50, 65, 56, 44, 62, 37, 7, 72, 63, 75, 43, 20, 42, 23, 49, 1, 21, 40, 35, 28, 12, 45, 68, 8]","[[6, 22, 61, 28, 74, 30, 68, 75], [33, 16, 51], [14, 59, 19, 8, 67], [58, 10, 11, 53], [5, 37, 36, 69, 21, 48], [57, 13, 54, 66, 65, 38, 26], [4, 15, 20, 70, 60, 71, 47], [39, 9, 25, 55, 31, 72], [45, 29, 27, 52, 32, 50, 18], [3, 44, 24, 49, 56, 23, 63], [2, 62, 64, 42, 41, 43, 1, 73], [34, 46, 35, 7, 12, 40, 17]]"
"[2, 38, 14, 11, 55, 36, 3, 42, 33, 16, 20, 17, 66, 6, 7, 50, 72, 9, 48, 29, 59, 10, 18, 73, 52, 70, 22, 40, 51, 19, 64, 71, 53, 44, 32, 67, 15, 46, 68, 49, 8, 35, 60, 23, 61, 34, 41, 28, 47, 26, 58, 45, 65, 5, 24, 30, 25, 31, 37, 43, 13, 74, 1, 62, 39, 21, 69, 12, 54, 57, 75, 4, 27, 63, 56]","[[58, 38, 11, 14, 53], [3, 49, 23, 41, 42, 43], [17, 51, 6], [50, 18, 55, 25], [72, 31, 10, 4, 68, 75], [8, 35, 7, 12, 40], [22, 64, 56, 24, 44, 32], [67, 34, 46, 52, 27], [37, 20, 70, 60, 71, 21], [33, 1, 73], [26, 65, 66, 59, 19, 54, 13], [9, 39], [47, 36, 69, 61, 28, 62, 2], [30, 74], [45, 29, 57, 15, 5, 48], [63, 16]]"
"[46, 49, 54, 66, 24, 63, 67, 11, 44, 58, 45, 22, 74, 73, 7, 23, 53, 3, 71, 18, 2, 68, 6, 12, 26, 39, 10, 34, 40, 57, 42, 69, 60, 35, 31, 47, 33, 59, 5, 37, 70, 72, 41, 9, 61, 28, 17, 51, 62, 14, 13, 27, 1, 32, 21, 55, 52, 29, 20, 25, 15, 43, 75, 16, 50, 56, 64, 8, 65, 36, 38, 19, 48, 30, 4]","[[59, 66, 65, 10, 44, 3], [53, 11, 38, 58], [48, 47, 21, 30], [31, 55, 18, 24, 49, 63, 33, 73, 6], [72, 39, 9, 25, 50, 32], [75, 74, 28, 61, 69, 71, 60, 36], [67, 45, 29, 4], [26, 17, 51, 1, 42, 64, 22, 62], [46, 8, 35, 7, 12, 40], [34, 27, 57, 15, 20, 70, 37, 5], [16, 23, 56, 41, 43, 2, 68], [14, 19, 54, 13, 52]]"
"[20, 3, 31, 17, 69, 35, 7, 19, 59, 40, 10, 9, 75, 26, 12, 72, 2, 57, 41, 54, 5, 14, 8, 67, 49, 27, 42, 70, 22, 4, 60, 73, 46, 63, 21, 47, 28, 58, 16, 6, 52, 48, 71, 33, 53, 18, 37, 50, 74, 56, 55, 45, 13, 65, 44, 66, 24, 38, 23, 34, 64, 25, 36, 15, 61, 68, 32, 43, 51, 62, 1, 29, 39, 30, 11]","[[75], [58, 10, 38, 65, 7, 35, 8, 34], [72, 31, 39, 9], [40, 12, 26, 46, 52, 27], [53, 11, 14, 19, 67], [62, 22, 42, 41, 64, 60, 70, 20, 15], [74, 21, 48, 30], [17, 51, 6, 2, 47, 36, 45], [16, 49, 24, 18, 55, 25, 50], [57, 13, 54, 59, 66], [3, 44, 32], [29, 5, 37, 71, 69, 61, 28], [73, 1, 43, 56, 23, 63, 33], [68, 4]]"
"[66, 9, 44, 55, 42, 18, 75, 4, 57, 16, 7, 49, 26, 24, 8, 65, 25, 3, 5, 52, 74, 47, 61, 46, 60, 38, 12, 2, 69, 50, 29, 73, 40, 53, 10, 63, 58, 6, 23, 51, 31, 68, 36, 14, 59, 34, 13, 64, 72, 71, 27, 70, 22, 28, 37, 67, 32, 17, 20, 45, 33, 39, 21, 30, 41, 1, 35, 11, 54, 56, 48, 15, 43, 62, 19]","[[58, 31, 55, 25, 50, 32], [67, 46, 52, 34], [16, 49, 56, 23], [12, 72, 40, 68, 74, 69, 36, 47, 48], [26, 7, 8, 27, 45, 4, 75], [51, 17, 9, 39, 10, 65, 38], [3, 24, 18, 44], [15, 57, 13, 54, 19, 59, 14, 35], [71, 60, 70, 20, 37, 5, 29], [2, 73, 1, 63, 33, 6], [28, 61, 21, 30], [53, 11, 66], [62, 22, 64, 42, 41, 43]]"
"[35, 49, 74, 36, 23, 30, 31, 55, 11, 45, 10, 17, 39, 8, 70, 12, 9, 62, 19, 71, 52, 48, 66, 20, 2, 61, 3, 57, 64, 46, 43, 67, 33, 75, 18, 73, 14, 4, 13, 50, 21, 32, 38, 65, 63, 47, 28, 51, 29, 27, 60, 15, 69, 54, 68, 34, 56, 25, 5, 72, 24, 44, 53, 1, 40, 16, 26, 7, 37, 58, 42, 59, 6, 22, 41]","[[68, 2, 74, 21, 48, 30], [32, 55, 25, 40], [59, 66, 38, 10, 58], [27, 37, 20, 70, 60, 71, 36], [45, 47, 69, 61, 28], [22, 64, 42, 41, 43], [16, 49, 24, 3], [75, 4, 52, 46, 34], [11, 65, 31, 72, 51, 33, 6], [29, 5, 15, 57, 13, 54, 19, 8], [17, 44, 18, 50, 9, 39, 12], [63, 56, 23, 26, 7, 67], [53, 14, 35, 62, 1, 73]]"
"[59, 66, 34, 25, 38, 1, 20, 41, 21, 23, 58, 22, 35, 42, 37, 67, 71, 29, 33, 54, 55, 31, 63, 44, 56, 51, 27, 15, 70, 72, 5, 4, 46, 43, 3, 19, 65, 14, 7, 30, 60, 40, 57, 50, 47, 10, 68, 18, 17, 64, 16, 74, 39, 73, 28, 49, 13, 53, 9, 8, 61, 45, 11, 69, 26, 24, 36, 2, 62, 32, 75, 52, 6, 48, 12]","[[11, 59, 66, 65, 38], [6, 23, 56, 41, 42, 64, 22, 61], [20, 70, 60, 71, 69, 21], [9, 25, 18, 55, 31, 10, 58], [30, 47, 36, 37, 15, 57, 27], [17, 3, 44, 7, 35, 53, 14, 13], [49, 24, 50, 32, 40], [33, 1, 43, 63, 16, 51], [68, 73, 62, 28, 5, 54, 19, 8], [34, 52, 46, 67], [4, 45, 29, 48, 74, 2], [75, 12, 39, 72, 26]]"
"[51, 32, 23, 55, 5, 28, 13, 56, 2, 19, 64, 20, 66, 29, 61, 53, 75, 1, 18, 67, 59, 48, 50, 72, 47, 17, 33, 11, 45, 58, 49, 40, 10, 39, 73, 60, 26, 62, 37, 44, 38, 35, 8, 36, 43, 21, 3, 71, 24, 31, 69, 41, 57, 7, 46, 34, 4, 22, 6, 74, 9, 14, 42, 15, 70, 65, 63, 30, 16, 25, 27, 52, 68, 12, 54]","[[25, 55, 18, 50], [33, 43, 41, 56, 23, 63], [42, 64, 61, 21, 48, 29], [62, 28, 2], [14, 59, 66, 31, 72], [26, 38, 65, 11, 53], [27, 45, 30, 16, 49, 24, 3, 51], [4, 75], [58, 10, 54, 37, 36, 69, 47, 74], [6, 44, 32], [34, 46, 52, 13, 57, 15, 5], [17, 40, 9, 39, 12], [20, 70, 60, 71, 22, 1, 73, 68], [7, 35, 19, 8, 67]]"
"[45, 22, 49, 63, 26, 37, 39, 67, 50, 14, 13, 74, 18, 34, 11, 38, 42, 40, 16, 69, 54, 2, 10, 47, 24, 15, 19, 73, 44, 23, 33, 43, 56, 64, 6, 65, 20, 4, 25, 31, 55, 7, 9, 30, 61, 17, 57, 46, 1, 35, 41, 48, 62, 75, 28, 52, 8, 51, 3, 59, 5, 70, 32, 27, 72, 53, 60, 58, 29, 66, 68, 21, 36, 12, 71]","[[17, 44, 3, 24, 49, 51], [72, 10, 38, 11, 54, 13, 52], [14, 53, 7], [6, 16, 63, 33, 73, 68], [12, 50, 18, 32, 40], [1, 43, 42, 64, 41, 56, 23], [34, 46, 8, 67], [39, 31, 55, 25, 9], [5, 36, 37, 20, 15, 57, 27], [74, 21, 61, 28, 22, 62, 2], [75, 30, 48, 29, 45, 4], [35, 19, 59, 66, 65, 58, 26], [47, 69, 71, 60, 70]]"
"[75, 1, 4, 41, 71, 18, 56, 33, 9, 62, 25, 51, 67, 44, 10, 14, 52, 59, 12, 19, 36, 48, 8, 53, 26, 50, 17, 45, 74, 3, 38, 43, 21, 68, 32, 15, 30, 66, 37, 70, 55, 20, 73, 35, 60, 7, 34, 47, 49, 40, 22, 61, 57, 72, 39, 65, 31, 54, 69, 5, 13, 27, 64, 29, 16, 24, 28, 42, 2, 46, 63, 23, 11, 58, 6]","[[73, 1, 42, 64, 22], [50, 25, 55, 18, 24, 49, 63], [75], [19, 14, 59, 66, 31, 72], [48, 47, 5, 27, 52, 34], [4, 68, 16, 3, 44, 51], [28, 21, 74, 30], [37, 20, 70, 60, 71, 36], [26, 67], [7, 8, 35, 53, 10, 58, 12], [2, 62, 61, 69, 11, 65, 38], [45, 29, 15, 57, 13, 54, 46], [23, 56, 41, 43, 33, 6], [17, 32, 9, 39, 40]]"
"[63, 31, 21, 44, 75, 60, 14, 59, 23, 12, 52, 27, 73, 33, 24, 51, 40, 36, 49, 15, 7, 13, 65, 55, 43, 67, 4, 17, 37, 25, 28, 29, 47, 54, 8, 45, 10, 38, 32, 19, 57, 53, 42, 46, 61, 18, 48, 9, 74, 72, 30, 5, 35, 22, 39, 70, 20, 58, 1, 68, 6, 16, 56, 34, 2, 41, 64, 69, 71, 66, 26, 50, 3, 62, 11]","[[68, 75], [2, 74, 30, 8, 35, 7], [4, 52, 46, 34], [6, 33, 16, 51, 17], [45, 29, 15, 57, 54, 14, 31, 55], [26, 58, 11, 53], [48, 21, 47, 36, 5, 13, 27], [10, 38, 65, 66, 59, 19], [3, 49, 24, 18, 25, 9, 39, 72], [28, 61, 69, 71, 60, 70, 20, 37], [73, 1, 56, 23, 63], [43, 41, 42, 64, 22, 62], [12, 32, 50, 44, 40], [67]]"
"[44, 51, 47, 8, 1, 56, 70, 2, 65, 22, 60, 59, 35, 49, 36, 34, 75, 5, 3, 39, 24, 43, 53, 57, 40, 12, 11, 48, 54, 55, 13, 73, 32, 45, 17, 68, 26, 16, 9, 4, 19, 37, 10, 38, 27, 14, 31, 23, 6, 33, 69, 28, 25, 72, 7, 18, 50, 46, 41, 52, 64, 42, 15, 30, 63, 58, 62, 71, 61, 29, 67, 74, 21, 66, 20]","[[17, 51, 74, 30], [63, 1, 22, 61, 28], [69, 71, 60, 70, 20, 57, 27, 52, 46], [58, 10, 38, 53, 35, 7], [8, 19, 14, 59, 54, 13], [40, 3, 44, 9, 39, 12], [75, 68, 4, 34, 67, 26], [11, 66, 65, 31, 72], [6, 33, 73, 62, 2], [32, 50, 25, 55, 18, 24], [16, 49, 23, 56, 41, 64, 42, 43], [48, 47, 5, 29, 45], [21, 36, 37, 15]]"
"[5, 22, 60, 7, 37, 57, 74, 17, 39, 61, 71, 13, 24, 69, 35, 45, 38, 21, 14, 59, 56, 41, 55, 49, 34, 48, 31, 20, 26, 36, 25, 72, 67, 51, 66, 46, 62, 8, 33, 3, 75, 63, 11, 6, 16, 27, 65, 68, 2, 1, 4, 52, 29, 10, 43, 19, 47, 70, 12, 18, 40, 9, 23, 15, 73, 58, 44, 50, 28, 54, 42, 32, 30, 64, 53]","[[75, 74, 36, 37, 5, 15, 57, 27, 34], [20, 70, 60, 71, 69, 61, 21, 47], [35, 14, 19, 73, 1, 33, 6], [67, 4], [72, 10, 31, 25, 9, 39, 12], [11, 66, 59, 53, 7], [17, 40, 16, 63, 51], [26, 65, 38, 58], [68, 2, 30, 48, 29, 45], [46, 8, 54, 13, 52], [50, 55, 18, 24, 49, 56, 23], [32, 44, 3, 62, 28], [43, 41, 42, 64, 22]]"
"[5, 19, 8, 64, 61, 65, 17, 54, 60, 52, 67, 35, 50, 23, 58, 12, 42, 63, 68, 18, 24, 1, 53, 28, 9, 2, 7, 15, 69, 16, 46, 48, 47, 45, 38, 55, 25, 37, 62, 57, 59, 3, 27, 4, 72, 34, 56, 31, 6, 75, 30, 20, 10, 51, 44, 70, 11, 36, 74, 41, 13, 39, 32, 14, 26, 43, 49, 71, 66, 21, 29, 40, 22, 73, 33]","[[28, 61, 5, 19, 59, 65, 38], [67, 34, 46, 8, 35, 7, 26], [16, 49, 24, 23, 56, 41, 43, 63], [58, 31, 39, 9], [15, 57, 13, 52], [29, 48, 51, 50, 18, 55, 25], [37, 70, 20, 54, 14], [75, 4, 27, 45, 73, 33], [68, 30, 74, 62, 2, 6, 17], [21, 69, 71, 60, 36, 47], [40, 32, 44, 3], [12, 72, 10, 66, 11, 53], [1, 42, 64, 22]]"
"[49, 42, 53, 10, 30, 9, 73, 43, 51, 38, 67, 32, 40, 6, 48, 35, 19, 64, 7, 34, 47, 20, 31, 27, 69, 59, 21, 24, 39, 46, 61, 45, 33, 44, 58, 37, 13, 41, 66, 8, 36, 14, 54, 29, 72, 4, 2, 5, 16, 23, 28, 18, 25, 17, 26, 12, 62, 63, 65, 60, 56, 11, 52, 50, 71, 22, 68, 1, 75, 70, 74, 57, 15, 55, 3]","[[58, 10, 65, 38, 26], [51, 16, 63, 1, 33, 6], [27, 13, 54, 19, 12, 40], [45, 29, 5, 47, 48, 30], [37, 36, 69, 21, 3, 32], [74, 22, 64, 42, 56, 24], [46, 52, 34], [7, 8, 35, 14, 59, 66, 72], [75, 2, 68], [17, 44, 50, 18, 55, 25, 9, 39], [43, 41, 23, 49, 31, 11, 53], [73, 62, 28, 61, 71, 60, 70, 20, 15, 57], [4, 67]]"
"[35, 52, 23, 12, 59, 74, 34, 18, 56, 73, 42, 44, 62, 58, 39, 36, 68, 38, 72, 15, 9, 33, 67, 25, 75, 45, 61, 2, 64, 4, 6, 19, 70, 47, 43, 65, 60, 3, 8, 69, 24, 49, 53, 55, 21, 10, 32, 13, 71, 54, 1, 50, 30, 14, 5, 57, 66, 31, 29, 46, 37, 26, 16, 40, 28, 7, 20, 27, 48, 17, 22, 11, 41, 63, 51]","[[26, 7, 53, 14, 35, 8, 46], [63, 23, 56, 18, 50, 25, 9, 39], [75, 68], [38, 65, 10, 72, 32, 44, 40], [33, 73, 1, 22, 62, 2], [71, 60, 70, 20, 37, 5, 29, 45], [12, 58, 31, 55, 24, 49, 3], [34, 67], [47, 36, 69, 61, 28, 74], [54, 19, 59, 66, 11], [57, 15, 4], [17, 51, 16, 6], [52, 13, 27, 48, 21, 30], [43, 41, 42, 64]]"
"[17, 23, 58, 69, 74, 51, 42, 7, 66, 3, 65, 30, 73, 54, 13, 33, 38, 47, 45, 28, 50, 39, 27, 70, 53, 8, 71, 55, 37, 63, 56, 12, 72, 25, 14, 10, 11, 31, 26, 2, 75, 16, 22, 29, 5, 59, 67, 6, 52, 9, 57, 46, 21, 40, 62, 60, 43, 35, 64, 68, 44, 32, 36, 19, 18, 61, 41, 24, 1, 4, 34, 20, 49, 15, 48]","[[70, 60, 71, 69, 61, 64, 42], [11, 66, 65, 38], [52, 27, 62, 73, 33], [68, 4, 67, 12, 40, 17], [34, 46, 8, 35, 53, 7], [63, 49, 24, 18, 55, 25], [26, 58, 10, 31, 72], [6, 75], [30, 74, 21, 48, 29, 45], [14, 59, 19, 15, 36, 47], [2, 28, 22, 1], [51, 16, 3, 44, 32], [39, 9, 50, 23, 56, 41, 43], [54, 13, 57, 20, 37, 5]]"
"[40, 30, 10, 57, 67, 3, 1, 53, 69, 19, 65, 54, 2, 36, 18, 6, 49, 42, 27, 25, 14, 52, 32, 34, 39, 70, 68, 28, 26, 12, 58, 7, 66, 8, 9, 22, 41, 44, 38, 11, 24, 74, 15, 50, 17, 29, 47, 56, 23, 21, 13, 51, 45, 63, 73, 61, 72, 71, 48, 20, 55, 16, 62, 46, 43, 60, 5, 4, 35, 59, 37, 64, 31, 75, 33]","[[67, 4], [58, 10, 31, 55, 25], [57, 13, 54, 19, 59, 14, 53], [8, 35, 50, 18, 24, 49, 56, 23], [72, 39, 9, 32, 44, 3], [26, 38, 65, 66, 11, 7], [64, 42, 41, 43, 40, 12], [45, 30, 2, 6, 17], [29, 48, 47, 21, 28, 74], [51, 16, 63, 22, 61, 69, 71, 60, 36], [33, 1, 73, 62], [27, 52, 46, 34], [5, 37, 70, 20, 15], [75, 68]]"
"[36, 32, 10, 63, 25, 66, 43, 15, 8, 69, 14, 27, 9, 42, 65, 58, 31, 71, 1, 75, 48, 22, 19, 55, 45, 72, 13, 2, 38, 53, 5, 21, 34, 18, 74, 39, 28, 26, 37, 24, 59, 23, 44, 56, 70, 62, 35, 68, 51, 30, 33, 60, 3, 7, 50, 73, 40, 52, 16, 67, 49, 57, 64, 61, 17, 54, 29, 41, 20, 6, 12, 46, 4, 47, 11]","[[58, 10, 31, 55, 25, 9], [17, 38, 11, 53, 7, 26], [66, 65, 72, 39, 40], [73, 62, 22, 64, 1, 33, 6], [47, 36, 37, 20], [14, 59, 19, 46, 34], [2, 28, 61, 74], [27, 13, 54, 52], [51, 16, 49, 24, 44, 3], [21, 69, 71, 60, 70], [18, 50, 32, 12, 35, 8, 67], [43, 42, 41, 56, 23, 63], [57, 15, 45, 68, 75], [4, 29, 5, 48, 30]]"

ESTADÍSTICAS
operador,Combinacion 2-opt, OR-opt y Swap
instancia,CMT2.vrp
conSplit,true
num_ejecuciones,30
tiempo_total_ms,1798.7065
mejor_costo,1034.38
