permutacion_inicial,ruta_final
"[35, 49, 74, 36, 23, 30, 31, 55, 11, 45, 10, 17, 39, 8, 70, 12, 9, 62, 19, 71, 52, 48, 66, 20, 2, 61, 3, 57, 64, 46, 43, 67, 33, 75, 18, 73, 14, 4, 13, 50, 21, 32, 38, 65, 63, 47, 28, 51, 29, 27, 60, 15, 69, 54, 68, 34, 56, 25, 5, 72, 24, 44, 53, 1, 40, 16, 26, 7, 37, 58, 42, 59, 6, 22, 41]","[[75, 4, 45, 62, 2, 30], [58, 72, 39, 12], [40, 9, 31, 53, 35], [48, 47, 36, 70, 71, 60, 20], [74, 21, 69, 61, 28], [22, 64, 42, 43, 33], [16, 49, 24, 3], [34, 46, 13, 27, 52], [11, 38, 10, 63, 1, 73, 51], [29, 5, 37, 15, 57, 54, 19, 8], [32, 25, 50, 55, 18, 44, 17], [41, 56, 23, 26, 7, 67], [65, 66, 59, 14, 68, 6]]"
"[59, 66, 34, 25, 38, 1, 20, 41, 21, 23, 58, 22, 35, 42, 37, 67, 71, 29, 33, 54, 55, 31, 63, 44, 56, 51, 27, 15, 70, 72, 5, 4, 46, 43, 3, 19, 65, 14, 7, 30, 60, 40, 57, 50, 47, 10, 68, 18, 17, 64, 16, 74, 39, 73, 28, 49, 13, 53, 9, 8, 61, 45, 11, 69, 26, 24, 36, 2, 62, 32, 75, 52, 6, 48, 12]","[[59, 66, 11, 65, 38], [43, 42, 41, 56, 23, 64, 22, 62], [20, 70, 69, 71, 60, 36], [9, 55, 31, 10, 25, 50, 51], [57, 15, 37, 47, 5, 48, 30], [17, 3, 44, 53, 14, 7, 35, 68], [49, 24, 18, 32, 40], [73, 33, 1, 63, 16, 6], [4, 29, 45, 27, 13, 19, 54, 8], [46, 52, 34, 67], [75, 74, 21, 28, 61, 2], [26, 12, 39, 72, 58]]"
"[51, 32, 23, 55, 5, 28, 13, 56, 2, 19, 64, 20, 66, 29, 61, 53, 75, 1, 18, 67, 59, 48, 50, 72, 47, 17, 33, 11, 45, 58, 49, 40, 10, 39, 73, 60, 26, 62, 37, 44, 38, 35, 8, 36, 43, 21, 3, 71, 24, 31, 69, 41, 57, 7, 46, 34, 4, 22, 6, 74, 9, 14, 42, 15, 70, 65, 63, 30, 16, 25, 27, 52, 68, 12, 54]","[[25, 50, 18, 55], [64, 42, 41, 43, 22, 62], [30, 28, 21, 69, 61, 74], [75, 68, 4], [14, 59, 66, 31, 39], [72, 10, 65, 11, 26], [44, 3, 51, 37, 20, 70, 60, 71], [45, 29], [58, 38, 35, 15, 36, 47, 48, 5], [16, 24, 49], [27, 13, 57, 52, 46, 34, 67], [17, 40, 32, 9, 12], [6, 2, 73, 33, 63, 23, 56, 1], [8, 54, 19, 53, 7]]"
"[45, 22, 49, 63, 26, 37, 39, 67, 50, 14, 13, 74, 18, 34, 11, 38, 42, 40, 16, 69, 54, 2, 10, 47, 24, 15, 19, 73, 44, 23, 33, 43, 56, 64, 6, 65, 20, 4, 25, 31, 55, 7, 9, 30, 61, 17, 57, 46, 1, 35, 41, 48, 62, 75, 28, 52, 8, 51, 3, 59, 5, 70, 32, 27, 72, 53, 60, 58, 29, 66, 68, 21, 36, 12, 71]","[[17, 3, 44, 32, 40, 12], [72, 66, 59, 14, 19, 13, 27], [7, 10, 26], [75, 6, 63, 33, 73, 62], [51, 49, 24, 18, 50], [1, 42, 23, 41, 43, 56, 16], [67, 34, 52, 46], [39, 31, 55, 25, 9], [30, 48, 37, 20, 15, 54, 57], [69, 61, 64, 22, 28, 2, 68], [4, 45, 29, 5, 36, 47], [8, 35, 53, 38, 58, 65, 11], [74, 21, 70, 60, 71]]"
"[75, 1, 4, 41, 71, 18, 56, 33, 9, 62, 25, 51, 67, 44, 10, 14, 52, 59, 12, 19, 36, 48, 8, 53, 26, 50, 17, 45, 74, 3, 38, 43, 21, 68, 32, 15, 30, 66, 37, 70, 55, 20, 73, 35, 60, 7, 34, 47, 49, 40, 22, 61, 57, 72, 39, 65, 31, 54, 69, 5, 13, 27, 64, 29, 16, 24, 28, 42, 2, 46, 63, 23, 11, 58, 6]","[[73, 1, 43, 41, 42], [49, 24, 3, 18, 55, 25, 50], [75], [58, 10, 66, 59, 7, 12], [47, 36, 48, 29, 45, 27], [51, 6, 33, 63, 16, 17], [68, 2, 74, 30], [5, 20, 60, 37, 70, 71], [4, 67], [35, 14, 19, 53, 72, 39, 40], [21, 61, 69, 8, 11, 65, 38], [54, 57, 15, 13, 52, 46, 34], [23, 56, 64, 22, 28, 62], [44, 32, 9, 31, 26]]"
"[63, 31, 21, 44, 75, 60, 14, 59, 23, 12, 52, 27, 73, 33, 24, 51, 40, 36, 49, 15, 7, 13, 65, 55, 43, 67, 4, 17, 37, 25, 28, 29, 47, 54, 8, 45, 10, 38, 32, 19, 57, 53, 42, 46, 61, 18, 48, 9, 74, 72, 30, 5, 35, 22, 39, 70, 20, 58, 1, 68, 6, 16, 56, 34, 2, 41, 64, 69, 71, 66, 26, 50, 3, 62, 11]","[[73, 33], [28, 61, 74, 8, 14, 59], [4, 52, 34, 67], [1, 56, 23, 63, 16], [27, 15, 57, 13, 54, 19, 9, 39], [7, 53, 11, 58], [2, 21, 36, 37, 5, 29, 45], [10, 38, 66, 65, 35, 46], [12, 32, 25, 18, 50, 55, 31, 72], [30, 48, 47, 69, 71, 70, 60, 20], [75, 68, 6, 17, 51], [43, 42, 41, 64, 22, 62], [44, 24, 49, 3, 40], [26]]"
"[44, 51, 47, 8, 1, 56, 70, 2, 65, 22, 60, 59, 35, 49, 36, 34, 75, 5, 3, 39, 24, 43, 53, 57, 40, 12, 11, 48, 54, 55, 13, 73, 32, 45, 17, 68, 26, 16, 9, 4, 19, 37, 10, 38, 27, 14, 31, 23, 6, 33, 69, 28, 25, 72, 7, 18, 50, 46, 41, 52, 64, 42, 15, 30, 63, 58, 62, 71, 61, 29, 67, 74, 21, 66, 20]","[[75, 68, 26, 67], [33, 43, 22, 28, 74], [70, 60, 20, 37, 71, 36, 47, 15, 5], [3, 44, 46, 34, 8, 7], [17, 12, 11, 65, 10, 58], [72, 39, 32, 9, 40, 51], [52, 13, 57, 54, 19, 35], [38, 66, 59, 14, 53], [6, 73, 1, 62, 2], [25, 31, 55, 18, 50, 24], [41, 42, 64, 56, 49, 23, 63, 16], [48, 69, 61, 21, 30], [4, 29, 45, 27]]"
"[5, 22, 60, 7, 37, 57, 74, 17, 39, 61, 71, 13, 24, 69, 35, 45, 38, 21, 14, 59, 56, 41, 55, 49, 34, 48, 31, 20, 26, 36, 25, 72, 67, 51, 66, 46, 62, 8, 33, 3, 75, 63, 11, 6, 16, 27, 65, 68, 2, 1, 4, 52, 29, 10, 43, 19, 47, 70, 12, 18, 40, 9, 23, 15, 73, 58, 44, 50, 28, 54, 42, 32, 30, 64, 53]","[[57, 15, 70, 20, 37, 47, 74, 17, 26], [61, 71, 60, 36, 69, 21, 45, 4], [8, 52, 27, 56, 41, 42, 43], [34, 46], [12, 31, 39, 9, 25, 72, 40], [11, 66, 59, 54, 13], [44, 3, 16, 63, 51], [58, 10, 38, 65], [68, 2, 30, 48, 5, 29], [7, 53, 19, 14, 35], [32, 18, 55, 24, 23, 49, 50], [67, 75, 73, 28, 62], [6, 33, 1, 64, 22]]"
"[5, 19, 8, 64, 61, 65, 17, 54, 60, 52, 67, 35, 50, 23, 58, 12, 42, 63, 68, 18, 24, 1, 53, 28, 9, 2, 7, 15, 69, 16, 46, 48, 47, 45, 38, 55, 25, 37, 62, 57, 59, 3, 27, 4, 72, 34, 56, 31, 6, 75, 30, 20, 10, 51, 44, 70, 11, 36, 74, 41, 13, 39, 32, 14, 26, 43, 49, 71, 66, 21, 29, 40, 22, 73, 33]","[[67, 7, 8, 52, 27, 29, 45], [34, 13, 54, 19, 35, 53, 46], [6, 51, 3, 63, 16, 18, 24, 49], [10, 31, 9, 40], [5, 15, 57, 4], [26, 17, 44, 32, 50, 55, 25], [37, 70, 20, 59, 14], [43, 64, 42, 41, 56, 23], [75, 68, 30, 74, 21, 47, 48], [60, 71, 36, 69, 61, 28], [12, 39, 72, 58], [73, 33, 11, 66, 38, 65], [2, 62, 22, 1]]"
"[49, 42, 53, 10, 30, 9, 73, 43, 51, 38, 67, 32, 40, 6, 48, 35, 19, 64, 7, 34, 47, 20, 31, 27, 69, 59, 21, 24, 39, 46, 61, 45, 33, 44, 58, 37, 13, 41, 66, 8, 36, 14, 54, 29, 72, 4, 2, 5, 16, 23, 28, 18, 25, 17, 26, 12, 62, 63, 65, 60, 56, 11, 52, 50, 71, 22, 68, 1, 75, 70, 74, 57, 15, 55, 3]","[[39, 9, 31, 10, 72], [33, 73, 1, 63, 51, 17], [6, 62, 74, 48, 29, 45], [11, 66, 35, 27, 57, 13], [5, 37, 47, 21, 61, 28], [46, 34, 52, 40, 44, 3], [75, 4, 67], [7, 53, 59, 14, 54, 19, 8], [30, 2, 68], [16, 49, 24, 18, 50, 55, 25, 32], [58, 38, 65, 23, 56, 43, 41], [36, 71, 22, 42, 64, 69, 70, 60, 20, 15], [12, 26]]"
"[35, 52, 23, 12, 59, 74, 34, 18, 56, 73, 42, 44, 62, 58, 39, 36, 68, 38, 72, 15, 9, 33, 67, 25, 75, 45, 61, 2, 64, 4, 6, 19, 70, 47, 43, 65, 60, 3, 8, 69, 24, 49, 53, 55, 21, 10, 32, 13, 71, 54, 1, 50, 30, 14, 5, 57, 66, 31, 29, 46, 37, 26, 16, 40, 28, 7, 20, 27, 48, 17, 22, 11, 41, 63, 51]","[[35, 8, 54, 19, 59, 14, 7], [3, 56, 23, 63, 44, 50, 9, 39], [75, 68], [38, 72, 10, 25, 55, 31, 58], [74, 28, 61, 42, 64, 22], [5, 71, 70, 37, 36, 20, 60, 69], [12, 18, 24, 49, 32, 40, 26], [65, 66], [53, 11, 2, 73, 62, 30], [29, 15, 57, 13, 67], [48, 21, 47], [17, 16, 51, 6], [34, 46, 52, 27, 45, 4], [1, 41, 43, 33]]"
"[17, 23, 58, 69, 74, 51, 42, 7, 66, 3, 65, 30, 73, 54, 13, 33, 38, 47, 45, 28, 50, 39, 27, 70, 53, 8, 71, 55, 37, 63, 56, 12, 72, 25, 14, 10, 11, 31, 26, 2, 75, 16, 22, 29, 5, 59, 67, 6, 52, 9, 57, 46, 21, 40, 62, 60, 43, 35, 64, 68, 44, 32, 36, 19, 18, 61, 41, 24, 1, 4, 34, 20, 49, 15, 48]","[[70, 60, 71, 69, 61, 64, 22], [7, 11, 38, 65], [34, 52, 54, 19, 8], [2, 62, 73, 28, 51, 17], [46, 35, 53, 10, 58, 72], [16, 49, 24, 18, 55, 25], [14, 59, 66, 31, 39], [68, 6], [74, 21, 48, 30, 4, 75], [67, 27, 13, 57, 15, 45], [33, 63, 23, 1], [26, 40, 3, 44, 32], [12, 9, 50, 56, 41, 42, 43], [29, 5, 20, 37, 36, 47]]"
"[40, 30, 10, 57, 67, 3, 1, 53, 69, 19, 65, 54, 2, 36, 18, 6, 49, 42, 27, 25, 14, 52, 32, 34, 39, 70, 68, 28, 26, 12, 58, 7, 66, 8, 9, 22, 41, 44, 38, 11, 24, 74, 15, 50, 17, 29, 47, 56, 23, 21, 13, 51, 45, 63, 73, 61, 72, 71, 48, 20, 55, 16, 62, 46, 43, 60, 5, 4, 35, 59, 37, 64, 31, 75, 33]","[[67, 26], [11, 66, 31, 55, 25], [14, 59, 19, 57, 54, 13, 27], [18, 50, 24, 49, 63, 46, 8, 35], [32, 9, 39, 40, 33, 73], [12, 72, 58, 10, 38, 65], [22, 64, 42, 43, 53, 7], [30, 62, 2, 6, 17], [29, 47, 74, 28, 21, 48], [1, 23, 56, 41, 61, 69, 71, 60, 36], [51, 16, 3, 44], [34, 52, 45, 4], [20, 70, 37, 5, 15], [75, 68]]"
"[36, 32, 10, 63, 25, 66, 43, 15, 8, 69, 14, 27, 9, 42, 65, 58, 31, 71, 1, 75, 48, 22, 19, 55, 45, 72, 13, 2, 38, 53, 5, 21, 34, 18, 74, 39, 28, 26, 37, 24, 59, 23, 44, 56, 70, 62, 35, 68, 51, 30, 33, 60, 3, 7, 50, 73, 40, 52, 16, 67, 49, 57, 64, 61, 17, 54, 29, 41, 20, 6, 12, 46, 4, 47, 11]","[[39, 9, 31, 55, 25, 40], [67, 35, 53, 58, 72, 26], [10, 38, 65, 66, 11], [33, 73, 63, 16, 44, 3, 17], [47, 36, 37, 20], [14, 59, 19, 46, 34], [2, 74, 61, 28], [27, 13, 54, 52], [49, 24, 56, 23, 43, 1], [21, 69, 71, 70, 60], [8, 7, 50, 18, 32, 12, 75], [51, 41, 42, 64, 22, 62], [5, 15, 57, 45, 4], [29, 48, 30, 68, 6]]"

ESTADÍSTICAS
operador,Swap
instancia,CMT2.vrp
conSplit,true
num_ejecuciones,30
tiempo_total_ms,1372.8389
mejor_costo,1082.72
