ruta_final
"[[63, 23, 56, 41, 43, 33], [4, 30, 2, 68, 75], [34, 35, 14, 59, 11, 7], [48, 5, 15, 57, 27], [12, 40, 32, 44, 3, 17], [72, 10, 31, 55, 25, 39], [26, 58, 38, 65, 66, 53], [73, 22, 64, 42, 1, 6], [62, 28, 61, 69, 47, 21, 74], [9, 50, 18, 24, 49, 16, 51], [52, 13, 54, 19, 8, 46, 67], [45, 29, 37, 20, 70, 60, 71, 36]]"
"[[19, 14, 11, 53], [32, 50, 18, 24, 49, 16, 51], [30, 48, 21, 74], [67, 26, 17], [6, 63, 23, 56, 1, 73, 68, 4], [75], [58, 38, 10, 72, 40], [33, 43, 41, 42, 64, 22, 62], [34, 46, 52, 27, 45], [5, 47, 36, 69, 61, 28, 2], [29, 15, 57, 54, 59, 66, 65], [12, 39, 9, 31, 55, 25, 44, 3], [7, 35, 8, 13, 37, 20, 70, 60, 71]]"
"[[17, 12, 39, 9, 40, 51], [16, 49, 18, 55, 31, 10, 72], [5, 37, 29, 45, 4], [68, 28, 61, 69, 36, 47, 48, 30], [75, 2, 62, 73, 33, 3, 44], [32, 25, 50, 24, 56, 23, 63], [58, 38, 65, 66, 11], [74, 21, 71, 60, 70, 20], [7, 35, 19, 54, 13, 57, 15, 27], [52, 8, 14, 59, 53, 26], [22, 64, 42, 41, 43, 1, 6], [34, 46, 67]]"
"[[32, 50, 18, 24, 49, 16], [45, 29, 75], [6, 63, 23, 56, 41, 22, 28, 74], [68, 2, 48, 30], [38, 65, 66, 11], [37, 20, 70, 60, 71, 69, 36], [62, 73, 33, 3, 44, 39, 72], [9, 25, 55, 31, 10, 58], [26, 7, 35, 19, 8, 46, 67], [5, 15, 57, 54, 59, 14, 53], [12, 40, 17, 51], [47, 21, 61, 64, 42, 43, 1], [4, 27, 13, 52, 34]]"

ESTADÍSTICAS
operador,Combinacion 2-opt, OR-opt y Swap
instancia,CMT2.vrp
conSplit,true
num_ejecuciones,30
tiempo_total_ms,166153.5122
mejor_costo,955.09
mejor_ruta,"[[63, 23, 56, 41, 43, 33], [4, 30, 2, 68, 75], [34, 35, 14, 59, 11, 7], [48, 5, 15, 57, 27], [12, 40, 32, 44, 3, 17], [72, 10, 31, 55, 25, 39], [26, 58, 38, 65, 66, 53], [73, 22, 64, 42, 1, 6], [62, 28, 61, 69, 47, 21, 74], [9, 50, 18, 24, 49, 16, 51], [52, 13, 54, 19, 8, 46, 67], [45, 29, 37, 20, 70, 60, 71, 36]]"
peor_costo,1029.88
peor_ruta,"[[74, 21, 69, 70, 20, 57, 54, 19, 8], [1, 43, 41, 42, 64], [33, 63, 23, 56, 49, 16], [11, 66, 65, 38, 26], [37, 60, 71, 36, 47, 48], [17, 32, 9, 25, 55, 31, 39], [40, 72, 10, 58, 12], [44, 50, 18, 24, 3], [30, 2, 28, 61, 22, 62, 73], [27, 13, 15, 5, 29, 45], [75, 68, 4, 67], [51, 6, 52, 34], [7, 53, 59, 14, 35, 46]]"
promedio,994.11
desviacion_tipica,17.60
