ruta_final
"[[25, 55, 31, 10, 58, 12], [5, 37, 36, 69, 61, 28], [34, 52, 35, 8, 46], [67, 7, 53, 14, 59, 19], [2, 74, 21, 30], [4, 27, 15, 57, 54, 13], [16, 49, 24, 18, 50, 3, 17], [51, 63, 1, 43, 23, 56], [45, 29, 20, 60, 70, 71, 47, 48], [11, 66, 65, 38, 26], [6, 33, 73, 68, 75], [41, 42, 64, 22, 62], [44, 32, 9, 39, 72, 40]]"
"[[45, 5, 37, 47, 48, 29, 4], [46, 54, 19, 35, 8], [20, 70, 60, 71, 57, 13, 52, 34], [68, 30, 74, 2], [75, 6], [65, 66, 59, 14], [33, 73, 62, 69, 36, 15, 27, 67], [58, 38, 11, 53, 7, 26], [51, 63, 56, 23, 41, 43, 1], [12, 40, 32, 50, 18, 25, 55], [22, 42, 64, 61, 21, 28], [9, 39, 31, 10, 72], [44, 3, 24, 49, 16, 17]]"
"[[63, 33, 1, 73, 62, 2], [38, 66, 11, 65, 7], [46, 34], [4, 30, 74, 47, 48, 29], [35, 53, 59, 14, 19], [43, 41, 23, 56, 49, 24, 16], [8, 54, 13, 15, 57, 45], [22, 42, 64, 61, 69, 21, 28], [12, 40, 32, 18, 25, 55, 50], [26, 17, 51, 3, 44, 9, 72, 58], [52, 27, 20, 70, 60, 36, 71, 37, 5], [67, 75, 68, 6], [39, 31, 10]]"
"[[48, 47, 21, 74, 68, 75], [7, 8, 35, 65, 10, 38, 11], [44, 3, 50, 32, 17, 26, 12], [43, 41, 42, 64, 61, 28], [53, 59, 66, 14], [40, 9, 39, 72], [67, 4, 45, 27, 52, 34], [36, 69, 71, 70, 60, 20, 37, 5, 30], [2, 62, 22, 56, 49, 63, 23, 16], [58, 31, 55, 25, 18, 24], [29, 15, 57, 13, 54, 19, 46], [51, 73, 1, 33, 6]]"
"[[14, 59, 53, 7], [6, 61, 69, 21, 48, 4], [63, 43, 41, 64, 42, 23, 56, 16], [57, 15, 37, 5, 29, 45, 67], [11, 65, 66, 72, 10, 38], [47, 36, 71, 70, 60, 20, 54, 19, 35], [39, 9, 25, 55, 18, 24, 49], [40, 32, 17], [75, 30, 74, 28, 2, 68], [73, 22, 62, 1, 33], [26, 46, 8, 52, 27, 13, 34], [51, 3, 44, 50, 31, 58, 12]]"
"[[51, 63, 56, 23, 1, 33], [12, 17, 39, 10, 38, 11], [67, 34, 45, 27, 52], [44, 32, 9, 3, 40], [43, 41, 42, 64, 69, 36, 47], [4, 48, 71, 60, 70, 20, 37, 5], [31, 55, 25, 50, 18, 24, 49, 16], [14, 19, 54, 13, 57, 15, 29], [26, 8, 46], [62, 28, 61, 21, 22, 73], [6, 2, 74, 30, 68, 75], [72, 58, 65, 66, 59, 53, 35, 7]]"
"[[43, 41, 42, 1, 73], [39, 31, 9, 72, 58, 46, 34], [13, 57, 15, 37, 20], [12, 40, 32, 25, 55, 18, 50], [8, 54, 19, 59, 14, 53], [51, 17, 26, 35, 7], [16, 49, 24, 44, 3, 63, 33], [45, 29, 5, 36, 47, 48, 30], [75, 68, 2, 6], [38, 10, 65, 66, 11], [23, 56, 64, 22, 62], [74, 28, 61, 21, 69, 71, 70, 60], [4, 27, 52, 67]]"
"[[17, 44, 32], [40, 9, 50, 18, 55, 25, 39, 72], [51, 3, 24, 49, 23, 56, 63, 16], [19, 54, 13, 57, 15, 5, 29], [6, 73, 1, 33], [2, 62, 74, 21, 61, 28, 68], [14, 59, 53, 38, 11], [48, 37, 71, 60, 70, 20], [47, 69, 36, 22, 64, 42, 41, 43], [12, 58, 8, 46, 45, 30], [10, 31, 65, 66, 35, 7, 26], [75, 4, 27, 52, 34, 67]]"
"[[30, 48, 45, 29, 27, 52, 75], [67, 19, 14, 59, 54], [62, 22, 64, 61, 21, 47, 69, 74], [39, 9, 32, 40, 12], [4, 15, 57, 13], [58, 38, 11, 53, 35], [6, 1, 41, 43, 42, 23, 56, 49, 63], [26, 44, 50, 18, 24, 16], [17, 3, 25, 55, 31, 8, 46, 34], [5, 37, 70, 20, 60, 71, 36], [68, 2, 28, 73, 33, 51], [72, 10, 65, 66, 7]]"
"[[75], [52, 13, 54, 19, 31, 10, 58], [70, 60, 71, 69, 61, 21, 74, 30], [11, 66, 65, 38], [22, 64, 41, 42, 43, 33], [29, 36, 47, 48, 45], [17, 51, 3, 50, 18, 55, 25], [46, 34, 8, 67, 26], [5, 37, 20, 15, 57, 27], [35, 59, 14, 53, 7], [12, 39, 72, 9, 56, 23, 63, 6], [4, 28, 62, 1, 73, 2, 68], [40, 32, 44, 24, 49, 16]]"
"[[58, 10, 65, 38, 53, 7, 26], [49, 24, 56, 41, 23, 16], [39, 9, 55, 25, 31, 72], [74, 28, 62, 1, 73], [21, 69, 61, 22, 64, 42, 43, 63], [35, 14, 19, 8, 46, 34], [48, 47, 36, 37, 15, 57, 13, 27], [67, 4, 75, 3, 18, 50, 51], [6, 33, 2, 30, 68], [12, 32, 44, 40, 17], [45, 5, 20, 70, 60, 71, 29], [11, 66, 59, 54, 52]]"
"[[35, 53, 11, 66, 38], [40, 44, 3, 63, 43, 1, 73, 6], [41, 42, 64, 56, 23, 16], [75, 68, 2, 62, 22, 61, 21, 74], [28, 33, 51, 17, 26], [12, 32, 9, 50, 18, 24, 49], [29, 45, 27, 52], [34, 46, 8, 19, 14, 59], [5, 20, 37, 15, 57, 13, 54], [72, 39, 25, 55, 31, 65, 10, 58, 7], [48, 71, 60, 70, 36, 69, 47, 30], [67, 4]]"
"[[2, 62, 73], [68, 74, 48, 21, 61, 28], [9, 39, 31, 55, 25, 32], [13, 15, 57, 54, 19, 8, 67], [1, 42, 64, 22, 72, 10, 58], [63, 43, 41, 23, 56, 24, 49, 16], [4, 52, 27, 45, 29, 30], [3, 50, 18, 44, 40, 12], [47, 69, 36, 37, 70, 60, 71, 20, 5], [34, 46, 35, 53, 38, 11], [75, 6, 33, 51, 17], [26, 65, 66, 59, 14, 7]]"
"[[6, 33, 63, 1, 73, 62], [30, 47, 21, 48, 36, 71, 5, 68], [75, 4, 34, 67], [51, 17, 40], [2, 28, 22, 64, 41, 42, 43], [53, 66, 31, 55, 25, 9, 72], [46, 52, 13, 54, 19, 35, 8], [16, 56, 23, 49, 24, 3], [44, 32, 18, 50], [27, 57, 15, 45], [14, 59, 65, 11, 7, 26], [12, 39, 10, 38, 58], [29, 37, 20, 70, 60, 69, 61, 74]]"
"[[75], [29, 5, 37, 20, 70, 71, 60], [3, 49, 24, 44, 40], [30, 21, 61, 28, 74, 2, 68], [26, 7, 58, 10], [1, 43, 42, 64, 22, 62], [63, 23, 56, 41, 73, 4], [46, 35, 14, 19, 8, 52], [51, 16, 33, 6], [38, 65, 66, 11, 53], [12, 72, 39, 31, 59, 54, 13, 27], [67, 34], [17, 9, 32, 50, 25, 55, 18], [45, 57, 15, 36, 69, 47, 48]]"
"[[68, 6, 75], [30, 48, 28, 62, 74, 2], [27, 13, 54, 8, 35, 19, 14, 53], [17, 3, 44, 50, 18, 55, 25], [45, 29, 15, 57, 59, 66, 65], [33, 63, 1, 43, 41, 64, 42, 73], [5, 37, 20, 60, 70, 71, 36], [67, 7, 58, 12, 26], [16, 56, 23, 22, 61, 21, 69, 47], [4, 46, 34, 52], [72, 39, 31, 10, 38, 11], [51, 49, 24, 32, 9, 40]]"
"[[6, 51, 62, 22, 1, 73, 33, 16], [68, 30, 28, 61, 21, 74, 2], [47, 36, 69, 48, 75], [52, 54, 14, 53, 38, 10], [12, 66, 11, 65, 59, 19], [32, 50, 25, 55, 31], [43, 41, 42, 64], [58, 72, 39, 9, 40, 17], [4, 15, 57, 13, 27, 34, 67], [44, 3, 49, 18, 24, 23, 56, 63], [29, 70, 20, 60, 71, 37, 5, 45], [8, 35, 46, 7, 26]]"
"[[62, 28, 61, 74, 21, 69, 60, 71, 36], [7, 53, 14, 35, 8, 52], [16, 49, 24, 55, 25, 9], [27, 57, 15, 5, 29, 2, 68], [40, 39, 31, 10, 72, 12], [6, 51, 33, 22, 64, 1, 73], [13, 54, 19, 59, 66, 65], [63, 43, 41, 42, 56, 23], [58, 38, 11, 26], [32, 50, 18, 44, 3, 17], [67, 46, 34, 4], [45, 37, 20, 70, 47, 48, 30], [75]]"
"[[74, 21, 69, 60, 70, 71, 36, 47], [46, 34, 67], [10, 31, 55, 25, 44, 3, 51], [62, 28, 61, 22, 64, 42, 41], [75, 68], [4, 52, 8, 19, 54, 13, 27], [26, 58, 72, 39, 9, 32], [50, 18, 24, 16, 49, 23, 56], [38, 65, 66, 11], [14, 59, 53, 7, 35], [73, 1, 43, 63, 33], [48, 37, 20, 57, 15, 5, 29, 45], [30, 2, 6, 12, 40, 17]]"
"[[33, 73, 1, 43, 64, 42, 41, 22], [20, 70, 60, 71, 37, 5, 48], [2, 28, 61, 62, 6], [26, 32, 44, 3, 40, 17], [34, 27, 52, 8, 46, 67], [13, 19, 54, 59, 66, 38, 65], [75, 45, 29, 30, 68, 4], [12, 39, 9, 50, 18, 24, 49], [11, 58, 10, 25, 55, 31, 72], [74, 36, 69, 21, 47, 15, 57], [23, 56, 63, 16, 51], [53, 14, 35, 7]]"

ESTADÍSTICAS
operador,Swap
instancia,CMT2.vrp
conSplit,true
num_ejecuciones,30
tiempo_total_ms,97646.4142
mejor_costo,1018.93
mejor_ruta,"[[74, 21, 69, 60, 70, 71, 36, 47], [46, 34, 67], [10, 31, 55, 25, 44, 3, 51], [62, 28, 61, 22, 64, 42, 41], [75, 68], [4, 52, 8, 19, 54, 13, 27], [26, 58, 72, 39, 9, 32], [50, 18, 24, 16, 49, 23, 56], [38, 65, 66, 11], [14, 59, 53, 7, 35], [73, 1, 43, 63, 33], [48, 37, 20, 57, 15, 5, 29, 45], [30, 2, 6, 12, 40, 17]]"
peor_costo,1078.04
peor_ruta,"[[53, 14, 59, 19, 27, 45], [31, 10], [29, 5, 48, 58, 72, 39, 12], [46, 34, 4], [1, 43, 41, 42, 64, 22, 28], [65, 66, 11, 38, 35, 7], [47, 71, 60, 70, 20, 57, 54, 8], [51, 16, 50, 18, 24, 49, 56, 23], [52, 13, 15, 37, 36, 69, 61, 21], [17, 40], [3, 44, 32, 25, 55, 9], [75, 67, 26], [6, 33, 63, 73, 62, 2], [68, 30, 74]]"
promedio,1046.43
desviacion_tipica,15.56
