iteracion,tiempo_us,coste,operador,instancia,ruta_actual,conSplit
17,2033,2451,2-opt,CMT2.vrp,"[[27, 36, 22, 73, 33, 1, 49, 18, 58], [40, 45, 56, 55, 10, 51], [50, 53, 74, 28, 37, 75, 60], [17, 30, 70, 71, 66, 25, 42, 68, 63], [19, 29, 67, 24, 8, 54, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
18,2043,2445,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [40, 45, 56, 55, 10, 51], [50, 53, 74, 28, 37, 75, 60], [17, 30, 70, 71, 66, 25, 42, 68, 63], [19, 29, 67, 24, 8, 54, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
19,2072,2435,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 40, 56, 55, 10, 51], [50, 53, 74, 28, 37, 75, 60], [17, 30, 70, 71, 66, 25, 42, 68, 63], [19, 29, 67, 24, 8, 54, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
20,2086,2429,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [40, 10, 55, 56, 45, 51], [50, 53, 74, 28, 37, 75, 60], [17, 30, 70, 71, 66, 25, 42, 68, 63], [19, 29, 67, 24, 8, 54, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
21,2101,2417,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 56, 55, 10, 40, 51], [50, 53, 74, 28, 37, 75, 60], [17, 30, 70, 71, 66, 25, 42, 68, 63], [19, 29, 67, 24, 8, 54, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
22,2115,2415,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [40, 10, 55, 56, 51, 45], [50, 53, 74, 28, 37, 75, 60], [17, 30, 70, 71, 66, 25, 42, 68, 63], [19, 29, 67, 24, 8, 54, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
23,2127,2415,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [50, 53, 74, 28, 37, 75, 60], [17, 30, 70, 71, 66, 25, 42, 68, 63], [19, 29, 67, 24, 8, 54, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
24,2158,2412,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [53, 50, 74, 28, 37, 75, 60], [17, 30, 70, 71, 66, 25, 42, 68, 63], [19, 29, 67, 24, 8, 54, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
25,2198,2404,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [50, 53, 37, 28, 74, 75, 60], [17, 30, 70, 71, 66, 25, 42, 68, 63], [19, 29, 67, 24, 8, 54, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
26,2213,2388,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [50, 53, 75, 37, 28, 74, 60], [17, 30, 70, 71, 66, 25, 42, 68, 63], [19, 29, 67, 24, 8, 54, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
27,2225,2382,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [50, 53, 74, 28, 75, 37, 60], [17, 30, 70, 71, 66, 25, 42, 68, 63], [19, 29, 67, 24, 8, 54, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
28,2234,2356,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [50, 53, 74, 28, 37, 60, 75], [17, 30, 70, 71, 66, 25, 42, 68, 63], [19, 29, 67, 24, 8, 54, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
29,2244,2353,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [53, 50, 74, 28, 37, 60, 75], [17, 30, 70, 71, 66, 25, 42, 68, 63], [19, 29, 67, 24, 8, 54, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
30,2334,2346,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [50, 53, 60, 37, 28, 74, 75], [17, 30, 70, 71, 66, 25, 42, 68, 63], [19, 29, 67, 24, 8, 54, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
31,2372,2341,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [50, 53, 37, 60, 28, 74, 75], [17, 30, 70, 71, 66, 25, 42, 68, 63], [19, 29, 67, 24, 8, 54, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
32,2389,2341,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [75, 74, 28, 60, 37, 53, 50], [17, 30, 70, 71, 66, 25, 42, 68, 63], [19, 29, 67, 24, 8, 54, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
33,2416,2327,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [75, 74, 28, 60, 37, 53, 50], [17, 25, 66, 71, 70, 30, 42, 68, 63], [19, 29, 67, 24, 8, 54, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
34,2434,2313,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [75, 74, 28, 60, 37, 53, 50], [17, 30, 70, 71, 66, 25, 42, 63, 68], [19, 29, 67, 24, 8, 54, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
35,2446,2313,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [75, 74, 28, 60, 37, 53, 50], [68, 63, 42, 25, 66, 71, 70, 30, 17], [19, 29, 67, 24, 8, 54, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
36,2456,2299,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [75, 74, 28, 60, 37, 53, 50], [17, 25, 66, 71, 70, 30, 42, 63, 68], [19, 29, 67, 24, 8, 54, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
37,2480,2293,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [75, 74, 28, 60, 37, 53, 50], [17, 25, 66, 70, 71, 30, 42, 63, 68], [19, 29, 67, 24, 8, 54, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
38,2635,2289,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [75, 74, 28, 60, 37, 53, 50], [17, 25, 66, 70, 71, 30, 42, 63, 68], [29, 19, 67, 24, 8, 54, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
39,3207,2263,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [75, 74, 28, 60, 37, 53, 50], [17, 25, 66, 70, 71, 30, 42, 63, 68], [24, 67, 29, 19, 8, 54, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
40,3259,2247,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [75, 74, 28, 60, 37, 53, 50], [17, 25, 66, 70, 71, 30, 42, 63, 68], [19, 29, 67, 54, 8, 24, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
41,3277,2242,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [75, 74, 28, 60, 37, 53, 50], [17, 25, 66, 70, 71, 30, 42, 63, 68], [29, 19, 67, 54, 8, 24, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
42,3436,2215,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [75, 74, 28, 60, 37, 53, 50], [17, 25, 66, 70, 71, 30, 42, 63, 68], [67, 29, 19, 54, 8, 24, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
43,3533,2208,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [75, 74, 28, 60, 37, 53, 50], [17, 25, 66, 70, 71, 30, 42, 63, 68], [67, 8, 54, 19, 29, 24, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
44,3600,2207,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [75, 74, 28, 60, 37, 53, 50], [17, 25, 66, 70, 71, 30, 42, 63, 68], [67, 29, 54, 19, 8, 24, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
45,3623,2200,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [75, 74, 28, 60, 37, 53, 50], [17, 25, 66, 70, 71, 30, 42, 63, 68], [67, 8, 19, 54, 29, 24, 16], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
46,3643,2199,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [75, 74, 28, 60, 37, 53, 50], [17, 25, 66, 70, 71, 30, 42, 63, 68], [67, 8, 19, 54, 29, 16, 24], [44, 7, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
47,3661,2185,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [75, 74, 28, 60, 37, 53, 50], [17, 25, 66, 70, 71, 30, 42, 63, 68], [67, 8, 19, 54, 29, 16, 24], [7, 44, 62, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
48,3671,2183,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [75, 74, 28, 60, 37, 53, 50], [17, 25, 66, 70, 71, 30, 42, 63, 68], [67, 8, 19, 54, 29, 16, 24], [62, 7, 44, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
49,3682,2166,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [75, 74, 28, 60, 37, 53, 50], [17, 25, 66, 70, 71, 30, 42, 63, 68], [67, 8, 19, 54, 29, 16, 24], [44, 62, 7, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
50,3696,2161,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [75, 74, 28, 60, 37, 53, 50], [17, 25, 66, 70, 71, 30, 42, 63, 68], [67, 8, 19, 54, 29, 16, 24], [62, 44, 7, 38, 34, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
51,3708,2152,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [75, 74, 28, 60, 37, 53, 50], [17, 25, 66, 70, 71, 30, 42, 63, 68], [67, 8, 19, 54, 29, 16, 24], [44, 62, 34, 38, 7, 59, 35], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
52,3719,2150,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [75, 74, 28, 60, 37, 53, 50], [17, 25, 66, 70, 71, 30, 42, 63, 68], [67, 8, 19, 54, 29, 16, 24], [44, 62, 7, 38, 35, 59, 34], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
53,3729,2145,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [75, 74, 28, 60, 37, 53, 50], [17, 25, 66, 70, 71, 30, 42, 63, 68], [67, 8, 19, 54, 29, 16, 24], [62, 44, 7, 38, 35, 59, 34], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
54,3789,2141,2-opt,CMT2.vrp,"[[27, 36, 22, 1, 73, 33, 49, 18, 58], [45, 51, 56, 55, 10, 40], [75, 74, 28, 60, 37, 53, 50], [17, 25, 66, 70, 71, 30, 42, 63, 68], [67, 8, 19, 54, 29, 16, 24], [44, 62, 7, 35, 38, 59, 34], [9, 64, 3, 4, 14], [32, 47, 41, 61, 20, 6, 72], [11, 15, 69, 12, 39, 5, 26], [48, 31, 46, 21, 57, 65], [52, 13, 43, 23, 2]]",false
