permutacion_inicial,ruta_final
"[46, 49, 54, 66, 24, 63, 67, 11, 44, 58, 45, 22, 74, 73, 7, 23, 53, 3, 71, 18, 2, 68, 6, 12, 26, 39, 10, 34, 40, 57, 42, 69, 60, 35, 31, 47, 33, 59, 5, 37, 70, 72, 41, 9, 61, 28, 17, 51, 62, 14, 13, 27, 1, 32, 21, 55, 52, 29, 20, 25, 15, 43, 75, 16, 50, 56, 64, 8, 65, 36, 38, 19, 48, 30, 4]","[[46, 54, 66, 49, 24, 63], [67, 44, 58, 11], [45, 74, 73, 22], [7, 53, 3, 18, 23, 71, 2, 68, 6], [12, 40, 39, 10, 26, 34], [33, 42, 69, 47, 60, 57, 35, 31], [59, 37, 70, 5], [9, 72, 17, 51, 41, 61, 28, 62], [14, 13, 27, 21, 1, 32], [52, 15, 20, 29, 43, 55, 25, 75], [16, 50, 56, 64, 36, 8, 65], [38, 19, 48, 30, 4]]"
"[20, 3, 31, 17, 69, 35, 7, 19, 59, 40, 10, 9, 75, 26, 12, 72, 2, 57, 41, 54, 5, 14, 8, 67, 49, 27, 42, 70, 22, 4, 60, 73, 46, 63, 21, 47, 28, 58, 16, 6, 52, 48, 71, 33, 53, 18, 37, 50, 74, 56, 55, 45, 13, 65, 44, 66, 24, 38, 23, 34, 64, 25, 36, 15, 61, 68, 32, 43, 51, 62, 1, 29, 39, 30, 11]","[[20], [17, 3, 31, 7, 35, 59, 19, 69], [10, 9, 40, 75], [26, 12, 72, 41, 2, 57], [5, 54, 8, 14, 67], [46, 27, 70, 60, 22, 42, 73, 49, 4], [63, 28, 21, 47], [58, 52, 48, 71, 33, 16, 6], [53, 37, 74, 56, 18, 55, 50], [45, 13, 66, 65, 44], [23, 24, 38], [34, 36, 15, 61, 64, 25, 68], [29, 39, 32, 51, 43, 1, 62], [30, 11]]"
"[66, 9, 44, 55, 42, 18, 75, 4, 57, 16, 7, 49, 26, 24, 8, 65, 25, 3, 5, 52, 74, 47, 61, 46, 60, 38, 12, 2, 69, 50, 29, 73, 40, 53, 10, 63, 58, 6, 23, 51, 31, 68, 36, 14, 59, 34, 13, 64, 72, 71, 27, 70, 22, 28, 37, 67, 32, 17, 20, 45, 33, 39, 21, 30, 41, 1, 35, 11, 54, 56, 48, 15, 43, 62, 19]","[[66, 9, 18, 55, 44, 42], [4, 57, 75, 16], [7, 26, 24, 49], [8, 65, 25, 3, 61, 74, 47, 5, 52], [46, 2, 69, 60, 38, 12, 50], [29, 73, 63, 40, 58, 10, 53], [6, 23, 51, 31], [68, 72, 14, 59, 34, 13, 36, 64], [27, 37, 70, 71, 22, 28, 67], [20, 45, 33, 39, 32, 17], [41, 1, 21, 30], [54, 35, 11], [56, 43, 62, 48, 15, 19]]"
"[35, 49, 74, 36, 23, 30, 31, 55, 11, 45, 10, 17, 39, 8, 70, 12, 9, 62, 19, 71, 52, 48, 66, 20, 2, 61, 3, 57, 64, 46, 43, 67, 33, 75, 18, 73, 14, 4, 13, 50, 21, 32, 38, 65, 63, 47, 28, 51, 29, 27, 60, 15, 69, 54, 68, 34, 56, 25, 5, 72, 24, 44, 53, 1, 40, 16, 26, 7, 37, 58, 42, 59, 6, 22, 41]","[[35, 49, 23, 74, 36, 30], [11, 31, 55, 45], [17, 39, 10, 8, 70], [62, 71, 48, 52, 19, 12, 9], [66, 3, 20, 61, 2], [46, 57, 64, 43, 67], [18, 73, 33, 75], [50, 21, 13, 14, 4], [32, 38, 65, 47, 28, 63, 51], [68, 29, 69, 60, 15, 54, 27, 34], [56, 24, 44, 25, 72, 53, 5], [16, 1, 40, 26, 7, 37], [6, 41, 42, 22, 58, 59]]"
"[59, 66, 34, 25, 38, 1, 20, 41, 21, 23, 58, 22, 35, 42, 37, 67, 71, 29, 33, 54, 55, 31, 63, 44, 56, 51, 27, 15, 70, 72, 5, 4, 46, 43, 3, 19, 65, 14, 7, 30, 60, 40, 57, 50, 47, 10, 68, 18, 17, 64, 16, 74, 39, 73, 28, 49, 13, 53, 9, 8, 61, 45, 11, 69, 26, 24, 36, 2, 62, 32, 75, 52, 6, 48, 12]","[[25, 38, 59, 66, 34], [58, 35, 20, 21, 22, 23, 41, 1], [42, 33, 37, 71, 29, 67], [54, 55, 31, 44, 56, 63, 51], [72, 46, 27, 15, 70, 5, 4], [65, 14, 19, 7, 30, 60, 43, 3], [40, 50, 10, 47, 57], [68, 74, 64, 16, 18, 17], [13, 8, 53, 9, 39, 49, 73, 28], [61, 69, 45, 11], [36, 2, 62, 24, 32, 26], [75, 6, 48, 52, 12]]"
"[51, 32, 23, 55, 5, 28, 13, 56, 2, 19, 64, 20, 66, 29, 61, 53, 75, 1, 18, 67, 59, 48, 50, 72, 47, 17, 33, 11, 45, 58, 49, 40, 10, 39, 73, 60, 26, 62, 37, 44, 38, 35, 8, 36, 43, 21, 3, 71, 24, 31, 69, 41, 57, 7, 46, 34, 4, 22, 6, 74, 9, 14, 42, 15, 70, 65, 63, 30, 16, 25, 27, 52, 68, 12, 54]","[[51, 23, 55, 32], [13, 19, 5, 28, 56, 2], [66, 53, 29, 20, 61, 64], [75, 1, 18], [67, 50, 72, 59, 48], [11, 17, 33, 45, 47], [40, 58, 10, 39, 49, 73, 60, 26], [62, 37], [21, 36, 43, 3, 44, 38, 35, 8], [71, 24, 31], [7, 46, 34, 4, 57, 69, 41], [74, 22, 6, 9, 14], [65, 15, 70, 30, 63, 42, 16, 25], [12, 52, 54, 27, 68]]"
"[45, 22, 49, 63, 26, 37, 39, 67, 50, 14, 13, 74, 18, 34, 11, 38, 42, 40, 16, 69, 54, 2, 10, 47, 24, 15, 19, 73, 44, 23, 33, 43, 56, 64, 6, 65, 20, 4, 25, 31, 55, 7, 9, 30, 61, 17, 57, 46, 1, 35, 41, 48, 62, 75, 28, 52, 8, 51, 3, 59, 5, 70, 32, 27, 72, 53, 60, 58, 29, 66, 68, 21, 36, 12, 71]","[[26, 37, 45, 22, 49, 63], [50, 18, 39, 14, 13, 74, 67], [34, 11, 38], [40, 16, 42, 2, 69, 54], [24, 10, 19, 47, 15], [44, 23, 56, 64, 43, 73, 33], [6, 65, 20, 4], [7, 9, 31, 55, 25], [17, 61, 1, 30, 57, 46, 35], [52, 8, 48, 28, 41, 62, 75], [5, 70, 59, 3, 32, 51], [60, 29, 27, 53, 66, 72, 58], [68, 21, 71, 36, 12]]"
"[75, 1, 4, 41, 71, 18, 56, 33, 9, 62, 25, 51, 67, 44, 10, 14, 52, 59, 12, 19, 36, 48, 8, 53, 26, 50, 17, 45, 74, 3, 38, 43, 21, 68, 32, 15, 30, 66, 37, 70, 55, 20, 73, 35, 60, 7, 34, 47, 49, 40, 22, 61, 57, 72, 39, 65, 31, 54, 69, 5, 13, 27, 64, 29, 16, 24, 28, 42, 2, 46, 63, 23, 11, 58, 6]","[[75, 1, 41, 71, 4], [9, 25, 18, 56, 62, 33, 51], [67], [44, 10, 59, 14, 52, 12], [36, 48, 19, 8, 53, 26], [17, 3, 50, 38, 45, 74], [68, 32, 43, 21], [15, 37, 70, 30, 66, 55], [20, 73], [35, 7, 34, 60, 47, 49, 40], [22, 61, 57, 65, 31, 72, 39], [54, 13, 27, 64, 69, 5, 29], [16, 24, 42, 2, 28, 46], [11, 58, 63, 23, 6]]"
"[63, 31, 21, 44, 75, 60, 14, 59, 23, 12, 52, 27, 73, 33, 24, 51, 40, 36, 49, 15, 7, 13, 65, 55, 43, 67, 4, 17, 37, 25, 28, 29, 47, 54, 8, 45, 10, 38, 32, 19, 57, 53, 42, 46, 61, 18, 48, 9, 74, 72, 30, 5, 35, 22, 39, 70, 20, 58, 1, 68, 6, 16, 56, 34, 2, 41, 64, 69, 71, 66, 26, 50, 3, 62, 11]","[[63, 31], [21, 60, 14, 59, 44, 75], [23, 12, 52, 27], [73, 33, 24, 51, 40], [15, 36, 13, 65, 55, 43, 49, 7], [17, 67, 4, 37], [25, 28, 47, 45, 29, 54, 8], [32, 10, 38, 53, 19, 57], [46, 74, 48, 61, 42, 18, 9, 72], [30, 5, 70, 20, 22, 35, 58, 39], [6, 16, 56, 1, 68], [34, 2, 41, 64, 69, 71], [66, 26, 50, 3, 62], [11]]"
"[44, 51, 47, 8, 1, 56, 70, 2, 65, 22, 60, 59, 35, 49, 36, 34, 75, 5, 3, 39, 24, 43, 53, 57, 40, 12, 11, 48, 54, 55, 13, 73, 32, 45, 17, 68, 26, 16, 9, 4, 19, 37, 10, 38, 27, 14, 31, 23, 6, 33, 69, 28, 25, 72, 7, 18, 50, 46, 41, 52, 64, 42, 15, 30, 63, 58, 62, 71, 61, 29, 67, 74, 21, 66, 20]","[[44, 51, 47, 8], [70, 2, 1, 56, 65], [75, 5, 36, 60, 22, 49, 59, 35, 34], [43, 3, 24, 39, 53, 57], [48, 54, 11, 55, 40, 12], [13, 45, 73, 68, 32, 17], [16, 9, 26, 19, 37, 4], [27, 14, 38, 31, 10], [6, 33, 23, 69, 28], [18, 50, 25, 72, 7, 46], [64, 42, 41, 63, 58, 52, 15, 30], [71, 61, 62, 29, 67], [66, 20, 74, 21]]"
"[5, 22, 60, 7, 37, 57, 74, 17, 39, 61, 71, 13, 24, 69, 35, 45, 38, 21, 14, 59, 56, 41, 55, 49, 34, 48, 31, 20, 26, 36, 25, 72, 67, 51, 66, 46, 62, 8, 33, 3, 75, 63, 11, 6, 16, 27, 65, 68, 2, 1, 4, 52, 29, 10, 43, 19, 47, 70, 12, 18, 40, 9, 23, 15, 73, 58, 44, 50, 28, 54, 42, 32, 30, 64, 53]","[[17, 39, 7, 57, 5, 37, 60, 22, 74], [24, 61, 71, 69, 45, 13, 35, 38], [21, 14, 59, 55, 49, 56, 41], [34, 48], [26, 72, 31, 25, 67, 20, 36], [46, 8, 66, 51, 62], [75, 63, 33, 3, 11], [6, 16, 27, 65], [52, 29, 2, 1, 68, 4], [10, 43, 47, 70, 19], [12, 40, 9, 18, 73, 23, 15], [28, 54, 58, 44, 50], [30, 64, 42, 32, 53]]"
"[5, 19, 8, 64, 61, 65, 17, 54, 60, 52, 67, 35, 50, 23, 58, 12, 42, 63, 68, 18, 24, 1, 53, 28, 9, 2, 7, 15, 69, 16, 46, 48, 47, 45, 38, 55, 25, 37, 62, 57, 59, 3, 27, 4, 72, 34, 56, 31, 6, 75, 30, 20, 10, 51, 44, 70, 11, 36, 74, 41, 13, 39, 32, 14, 26, 43, 49, 71, 66, 21, 29, 40, 22, 73, 33]","[[64, 61, 5, 19, 8, 65, 17], [67, 35, 54, 60, 52, 50, 23], [68, 58, 12, 18, 24, 63, 1, 42], [53, 9, 2, 28], [7, 15, 69, 16], [46, 48, 47, 45, 38, 55, 25], [59, 37, 57, 62, 3], [56, 31, 72, 34, 27, 4], [6, 30, 20, 75, 51, 44, 10], [11, 74, 41, 36, 70, 13], [14, 39, 32, 26], [29, 71, 21, 43, 49, 66], [40, 33, 22, 73]]"
"[49, 42, 53, 10, 30, 9, 73, 43, 51, 38, 67, 32, 40, 6, 48, 35, 19, 64, 7, 34, 47, 20, 31, 27, 69, 59, 21, 24, 39, 46, 61, 45, 33, 44, 58, 37, 13, 41, 66, 8, 36, 14, 54, 29, 72, 4, 2, 5, 16, 23, 28, 18, 25, 17, 26, 12, 62, 63, 65, 60, 56, 11, 52, 50, 71, 22, 68, 1, 75, 70, 74, 57, 15, 55, 3]","[[53, 10, 49, 42, 30], [67, 73, 43, 51, 9, 38], [32, 40, 6, 48, 35, 19], [64, 47, 20, 34, 31, 7], [24, 39, 59, 27, 69, 21], [45, 46, 61, 33, 44, 58], [41, 37, 13], [8, 72, 66, 14, 54, 36, 29], [2, 5, 4], [28, 16, 23, 18, 25, 12, 17, 26], [56, 63, 62, 60, 52, 65, 11], [50, 1, 22, 68, 57, 15, 70, 71, 74, 75], [55, 3]]"
"[35, 52, 23, 12, 59, 74, 34, 18, 56, 73, 42, 44, 62, 58, 39, 36, 68, 38, 72, 15, 9, 33, 67, 25, 75, 45, 61, 2, 64, 4, 6, 19, 70, 47, 43, 65, 60, 3, 8, 69, 24, 49, 53, 55, 21, 10, 32, 13, 71, 54, 1, 50, 30, 14, 5, 57, 66, 31, 29, 46, 37, 26, 16, 40, 28, 7, 20, 27, 48, 17, 22, 11, 41, 63, 51]","[[12, 23, 74, 52, 59, 35, 34], [58, 39, 18, 56, 42, 73, 62, 44], [36, 68], [38, 72, 25, 9, 33, 15, 67], [75, 45, 2, 64, 61, 4], [3, 6, 43, 47, 60, 70, 19, 65], [53, 55, 24, 49, 69, 21, 8], [10, 32], [54, 13, 71, 30, 1, 50], [5, 57, 14, 66, 31], [46, 37, 29], [26, 28, 16, 40], [22, 48, 20, 27, 7, 17], [11, 51, 41, 63]]"
"[17, 23, 58, 69, 74, 51, 42, 7, 66, 3, 65, 30, 73, 54, 13, 33, 38, 47, 45, 28, 50, 39, 27, 70, 53, 8, 71, 55, 37, 63, 56, 12, 72, 25, 14, 10, 11, 31, 26, 2, 75, 16, 22, 29, 5, 59, 67, 6, 52, 9, 57, 46, 21, 40, 62, 60, 43, 35, 64, 68, 44, 32, 36, 19, 18, 61, 41, 24, 1, 4, 34, 20, 49, 15, 48]","[[69, 74, 42, 23, 51, 58, 17], [7, 65, 66, 3], [54, 13, 30, 73, 33], [50, 39, 38, 28, 47, 45], [53, 8, 27, 70, 71, 55], [37, 63, 56, 25, 12, 72], [14, 11, 31, 10, 26], [2, 75], [16, 22, 29, 5, 59, 67], [52, 46, 57, 21, 6, 9], [40, 43, 62, 60], [35, 44, 32, 64, 68], [18, 24, 41, 1, 61, 36, 19], [4, 34, 20, 15, 48, 49]]"
"[40, 30, 10, 57, 67, 3, 1, 53, 69, 19, 65, 54, 2, 36, 18, 6, 49, 42, 27, 25, 14, 52, 32, 34, 39, 70, 68, 28, 26, 12, 58, 7, 66, 8, 9, 22, 41, 44, 38, 11, 24, 74, 15, 50, 17, 29, 47, 56, 23, 21, 13, 51, 45, 63, 73, 61, 72, 71, 48, 20, 55, 16, 62, 46, 43, 60, 5, 4, 35, 59, 37, 64, 31, 75, 33]","[[40, 30], [10, 3, 1, 57, 67], [54, 36, 69, 2, 19, 53, 65], [18, 25, 49, 42, 27, 52, 14, 6], [39, 32, 68, 34, 70, 28], [26, 12, 58, 66, 8, 7], [22, 41, 9, 44, 38, 11], [17, 24, 50, 74, 15], [56, 23, 21, 47, 13, 29], [72, 51, 63, 73, 61, 20, 71, 45, 48], [55, 16, 62, 46], [43, 60, 5, 4], [31, 35, 59, 37, 64], [75, 33]]"
"[36, 32, 10, 63, 25, 66, 43, 15, 8, 69, 14, 27, 9, 42, 65, 58, 31, 71, 1, 75, 48, 22, 19, 55, 45, 72, 13, 2, 38, 53, 5, 21, 34, 18, 74, 39, 28, 26, 37, 24, 59, 23, 44, 56, 70, 62, 35, 68, 51, 30, 33, 60, 3, 7, 50, 73, 40, 52, 16, 67, 49, 57, 64, 61, 17, 54, 29, 41, 20, 6, 12, 46, 4, 47, 11]","[[36, 63, 25, 32, 10, 66], [43, 69, 15, 27, 8, 14], [65, 58, 31, 9, 42], [75, 19, 71, 48, 22, 1, 55], [72, 13, 45, 2], [38, 53, 34, 5, 21], [39, 18, 74, 28], [26, 59, 37, 24], [35, 70, 44, 56, 23, 62], [51, 33, 60, 30, 68], [73, 16, 50, 3, 40, 52, 7], [67, 49, 64, 61, 57, 17], [54, 20, 29, 41, 6], [4, 47, 46, 11, 12]]"

ESTADÍSTICAS
operador,OR-opt
instancia,CMT2.vrp
conSplit,true
num_ejecuciones,30
tiempo_total_ms,38.2255
mejor_costo,1825.88
