ruta_final
"[[78, 19, 133, 14, 69, 180, 108, 177, 132, 7], [17, 12, 50, 168, 81, 126], [183, 23, 160, 185, 62, 116, 104, 96], [158, 136, 113, 42, 190, 199, 91, 121, 140, 94, 86], [120, 171, 47, 59, 27, 58], [112, 66, 186, 93, 28, 64, 101, 22, 141, 196], [102, 8, 176, 34, 175, 149, 129, 80, 31, 131, 10], [60, 178, 35, 51, 26, 117, 67, 159], [76, 130, 97, 161, 9, 39, 40], [197, 43, 184, 53, 198, 90, 41, 115, 192, 195, 105], [187, 32, 145, 24, 144, 74], [49, 107, 63, 182, 16, 188], [46, 70, 128, 123, 13, 154, 15, 79, 153, 83, 167, 65, 99, 179], [6, 98, 29, 103, 5, 155, 36, 37, 138, 88, 48], [84, 134, 150, 109, 25, 56, 110, 163, 148, 118, 72], [95, 169, 57, 162, 75, 189, 124, 20, 166, 122, 174, 191, 1, 194], [127, 4, 87, 111, 45, 172, 82, 173, 21, 157], [152, 54, 30, 125, 139, 2, 193, 33, 61], [151, 3, 44, 55, 106, 147, 73, 146, 135, 92, 18, 181], [71, 119, 77, 52, 11, 85, 164, 170, 165, 38, 100], [143, 68, 89, 137, 142, 114, 156]]"
"[[61, 66, 186, 101, 28, 157, 2], [180, 69, 108, 31, 148, 163, 162, 75, 57], [67, 159, 104, 23, 160, 184, 93, 156, 86], [195, 192, 43, 190, 41, 143, 68, 42], [199, 113, 137, 89, 116, 144, 74, 183, 197, 136, 1, 191, 158, 198, 53], [169, 109, 39, 9, 161, 97, 187, 76], [125, 29, 103, 5, 59, 26, 168, 81, 12, 17], [152, 64, 94, 140, 114, 142, 91, 33, 105, 96, 16, 188], [3, 55, 40, 130, 50, 100, 8, 102], [4, 111, 58, 45, 98, 48, 172, 171, 120, 30], [60, 127], [177, 133, 14, 84, 134, 11, 52, 150, 73, 145, 24, 107, 117], [51, 7, 149, 175, 34, 88, 37, 138, 36, 155, 47], [174, 122, 166, 20, 124, 15, 154, 123, 83, 13, 27], [32, 25, 56, 110, 189, 131, 80, 132, 35, 176, 46], [115, 90, 185, 62, 49, 182], [151, 118, 92, 135, 146, 18, 72, 106, 44, 181, 147, 63], [65, 167, 19, 78, 178, 128, 70, 179, 99, 79, 153, 87], [126, 6, 95], [71, 129, 119, 38, 165, 164, 85, 170, 10, 77], [139, 21, 121, 82, 173, 54], [193, 194, 196, 141, 22, 112]]"
"[[95, 188, 96, 142, 114, 156, 6], [58, 153, 79, 103, 88, 138, 5, 98], [125, 45, 29, 59, 48, 30, 127, 60], [83, 13, 123, 128, 176, 46, 65], [120, 171, 122, 36, 174, 47, 4, 87, 81, 168], [192, 184, 190, 43, 197, 191, 194, 193], [101, 28, 155, 37, 166, 20, 124, 154, 15, 51, 7, 149, 26], [111, 179, 167, 177, 134, 84, 133, 19, 70, 99, 27], [104, 23, 183, 62, 160, 115, 185, 89, 137, 42, 199, 136], [126, 17, 130, 39, 109, 57, 80, 77, 10, 129], [34, 175, 187, 106, 55, 44, 161, 75, 162, 9], [152, 157, 2, 86, 93, 186, 66, 97, 189, 31, 131, 169], [54, 139, 82, 121, 140, 94, 172, 173, 21, 64, 112, 61], [135, 92, 148, 163, 110, 25, 56, 118, 53, 158, 1, 198, 195], [32, 72, 147, 73, 146, 18, 145, 24, 107, 49, 182], [52, 11, 170, 164, 85, 165, 119, 38, 71, 100], [69, 14, 108, 150, 50, 12, 40, 76], [33, 105, 159, 67, 141, 22, 196, 16, 117, 151], [91, 113, 68, 143, 90, 41, 116, 144, 74, 63, 181, 3], [8, 102, 35, 132, 180, 178, 78]]"
"[[196, 42, 113, 68, 143, 158, 33], [169, 10, 77, 119, 129, 50, 127, 171, 47, 155, 138, 5], [61, 6], [175, 132, 108, 11, 69, 35, 7, 51, 168, 17, 151, 95], [183, 23, 191, 186, 93, 173, 122, 36, 37, 88, 103, 59, 48, 30], [54, 152, 193, 198, 53, 104, 67], [197, 115, 185, 137, 89, 90, 41, 190, 43, 1, 105, 96], [189, 131, 80, 165, 170, 164, 85, 134, 84, 177, 46], [40, 130, 57, 110, 25, 56, 109, 39, 12], [195, 192, 184, 199, 136, 194], [75, 31, 163, 162, 150, 180, 78, 178, 128, 70, 123, 13], [34, 179, 99, 167, 8, 102, 176, 65], [86, 101, 28, 94, 21, 82, 174, 121, 140, 114, 142, 91], [159, 182, 49, 74, 144, 116, 62, 160, 66, 2, 157], [187, 32, 161, 9, 97, 76], [100, 71, 38, 52, 14, 133, 19, 45, 64, 156, 141, 22, 112], [139, 172, 120, 98, 125, 87, 4], [188, 117, 16, 81, 26, 149, 60], [107, 24, 145, 135, 146, 92, 148, 118, 72, 106, 44], [126, 3, 55, 147, 18, 73, 181, 63], [29, 79, 154, 124, 166, 20, 15, 153, 83, 27, 58, 111]]"
"[[188, 104, 183, 63, 106, 32, 187, 130, 50, 12, 168], [192, 115, 185, 62, 116, 74, 144, 107], [3, 147, 72, 118, 56, 146, 18, 73, 181], [59, 5, 103, 88, 37, 138, 155, 174, 47], [48, 120, 172, 156, 22, 114, 142, 91, 141, 191], [111, 83, 13, 123, 19, 177, 69, 108, 170, 11, 180], [179, 102, 78, 133, 134, 85, 164, 84, 14, 35, 176, 34, 175, 127], [6, 95, 126, 60, 167, 65, 46, 109, 39, 57], [195, 158, 197, 184, 160, 23, 117, 169, 119, 38, 71], [151, 55, 44, 161, 9, 97, 40, 76, 17], [8, 178, 132, 7, 51, 149, 198, 53], [43, 190, 68, 42, 99, 70, 128, 27, 58, 125], [98, 29, 45, 4, 87, 54, 152], [1, 136, 199, 143, 89, 113, 137, 90, 41], [157, 86, 66, 194, 193, 61], [16, 49, 182, 159, 67, 96, 2, 30, 139], [81, 26, 100, 129, 80, 31, 163, 148, 92, 135, 145, 24], [153, 79, 15, 154, 124, 20, 166, 122, 36], [150, 52, 165, 77, 10, 131, 162, 189, 75, 110, 25], [171, 121, 82, 173, 21, 140, 94, 64, 33, 105], [112, 196, 186, 93, 101, 28]]"
"[[76, 40, 130, 151, 96, 105, 86, 101, 28, 64, 30], [87, 34, 65, 167, 27, 58, 45, 29, 98, 125], [160, 115, 41, 185, 90, 137, 89, 62, 116, 117], [3, 55, 44, 106, 25, 56, 118, 18, 146, 73], [6, 159, 49, 182, 144, 74, 63, 171, 47, 173, 174, 155, 179, 99], [193, 1, 191, 158, 53, 198, 194, 66, 112, 152], [4, 111, 153, 79, 15, 37, 88, 48], [59, 5, 103, 36, 122, 113, 143, 68, 91, 114, 142, 141, 22], [95, 17, 168, 50, 12, 110, 148, 135, 92, 145, 24, 107], [187, 32, 97, 161, 75, 162, 163, 31, 150, 180, 132, 7, 149], [128, 70, 19, 78, 175], [172, 21, 82, 121, 140, 94, 156, 93, 186, 196], [71, 129, 10, 57, 9, 72, 147, 181], [60, 35, 177, 133, 14, 84, 69], [54, 157, 2, 139, 188, 16, 67, 23, 183, 104, 195], [120, 138, 166, 20, 124, 154, 123, 83, 13], [136, 199, 42, 184, 192, 33, 61], [51, 11, 170, 52, 108, 38, 119, 77], [127, 46, 176, 102, 8, 178, 85, 134, 164, 165, 190, 43, 197], [126, 81, 26, 100, 169, 109, 39, 189, 131, 80]]"
"[[187, 32, 106, 147, 24, 107, 181, 44, 55, 188], [132, 180, 35, 102, 8, 176, 46, 65, 34], [179, 70, 128, 19, 177, 69, 108, 84, 170, 11, 52, 150], [88, 138, 37, 20, 166, 122, 174], [63, 74, 49, 139, 30, 125, 98, 45], [193, 33, 105, 117, 3, 151, 95, 126], [175, 178, 78, 133, 14, 7, 51, 60], [81, 168, 9, 110, 25, 56, 146, 135, 18, 73], [141, 91, 113, 142, 22, 186, 86, 112, 61, 6], [149, 134, 85, 164, 165, 38, 119, 71, 100, 26], [97, 161, 118, 72, 76, 127, 4, 87], [67, 159, 198, 53, 192, 184, 160, 62, 115], [143, 89, 137, 185, 90, 41, 93, 156, 64, 28, 101], [94, 21, 173, 171, 48, 29, 79, 153, 99, 27, 58], [111, 167, 13, 123, 83, 59, 82, 121, 140, 114, 191, 1, 196, 66], [54, 120, 172, 47, 155, 36, 103, 5, 15, 124, 154], [96, 23, 116, 144, 145, 92, 148, 163, 162, 75, 109, 130, 40], [152, 157, 2, 194, 195, 104, 183, 182, 16], [50, 129, 10, 77, 169, 158, 199, 42, 68, 190, 43, 136, 197], [80, 131, 31, 189, 57, 39, 12, 17]]"
"[[130, 40, 76, 151, 188, 61, 6], [95, 106, 161, 97, 32, 187, 9, 169, 100, 103, 5, 101, 1, 191], [192, 184, 43, 199, 136, 66, 157, 2], [170, 84, 11, 108, 69, 177, 78, 175], [56, 25, 110, 80, 77, 10, 129, 197, 190, 115, 62, 116, 160], [47, 82, 121, 140, 142, 113, 143, 41, 158], [126, 17, 12, 50, 180, 132, 35, 178, 102, 8, 176], [152, 4, 87, 127], [44, 55, 3, 117, 194, 196, 186, 86, 112], [133, 14, 134, 85, 164, 165, 148, 92, 135, 146, 18], [155, 174, 173, 21, 94, 42, 68, 90, 185, 137, 89, 91, 141], [109, 39, 57, 189, 162, 75, 131, 31, 163, 145, 24], [54, 48, 59, 37, 88, 36, 122, 64, 28, 93, 22, 114, 156], [111, 99, 179, 27, 153, 15, 154, 20, 166, 138, 124, 79, 29], [125, 98, 45, 58, 13, 83, 123, 128, 19, 70, 167], [181, 147, 72, 118, 73, 107, 63, 182, 16], [105, 33, 193, 195, 53, 198, 67, 159], [60, 51, 7, 150, 52, 38, 119, 71], [96, 104, 23, 183, 144, 74, 49], [139, 172, 171, 120, 30, 81, 168, 26, 149, 46, 65, 34]]"
"[[199, 42, 113, 89, 137, 143, 68, 22, 93, 156, 86, 112], [169, 131, 189, 185, 90, 41, 141, 114, 142, 91, 196, 105, 96], [125, 98, 45, 58, 27, 179, 99, 167, 65, 46, 175], [195, 192, 160, 115, 184, 190, 43, 197, 136, 158, 198, 53], [149, 8, 102, 35, 132, 180, 7, 51], [159, 67, 183, 23, 104, 188], [32, 25, 56, 118, 135, 146], [144, 74, 145, 24, 107, 73, 18, 106, 187, 130, 40, 76], [34, 176, 128, 70, 29, 59, 48, 30, 139, 1, 191, 194, 33], [6, 95], [17, 3, 44, 55, 64, 94, 140, 121, 82, 171, 120], [153, 79, 83, 13, 123], [126, 100, 108, 84, 134, 69, 16, 182, 49, 63, 117, 151], [39, 109, 57, 162, 75, 31, 10, 129], [61, 2, 157, 54, 111, 87, 4, 127], [193, 66, 186, 28, 101], [71, 77, 38, 119, 150, 124, 15, 154, 37, 88, 174, 173, 21, 172, 152], [11, 170, 85, 164, 165, 163, 148, 92, 116, 62], [181, 147, 72, 110, 80, 52, 133, 14, 177, 19, 78, 178], [60, 26, 81, 168, 50, 12, 9, 161, 97], [20, 166, 138, 36, 122, 155, 47, 5, 103]]"
"[[76, 40, 187, 32, 106, 44], [10, 77, 129, 71, 176, 99, 179, 27, 58, 111], [125, 98, 45, 29, 59, 48, 120], [127, 7, 35, 78, 178, 8, 102, 51, 149, 60], [12, 119, 165, 170, 164, 75, 162, 31, 38, 52, 108, 150], [126, 17, 168, 81, 175, 13, 83, 123, 154, 15, 79], [186, 22, 141, 93, 156, 114, 142, 91, 199, 136, 197, 158, 33], [95, 188, 198, 53, 195, 193, 139, 30, 152], [16, 182, 144, 74, 104, 183, 23, 160, 96], [5, 88, 37, 103, 153], [110, 56, 25, 118, 72, 47, 155, 122, 36, 174, 173], [151, 67, 159, 49, 107, 116, 62, 185, 137, 89, 113, 42, 190, 43], [55, 3, 117, 63, 181, 147, 146, 18, 73], [34, 65, 46, 50, 169, 57, 189, 131, 80, 39, 130], [97, 161, 9, 109, 14, 133, 177, 180, 132], [41, 68, 143, 90, 115, 184, 105], [26, 100, 69, 134, 85, 11, 84, 19, 70, 128, 167], [124, 20, 166, 138, 171, 172], [6, 61, 194, 196, 66, 112, 157, 2, 101, 28, 64], [4, 87, 54, 86, 191, 1, 192, 24, 145, 135, 92, 148, 163], [21, 121, 82, 140, 94]]"
"[[192, 184, 197, 136, 1, 191], [150, 52, 11, 164, 85, 170, 84, 134, 108, 69, 180], [81, 26, 132, 35, 175], [152, 54, 27, 179, 99, 167, 58, 111], [61, 33, 193, 6], [15, 154, 88, 37, 166, 122, 20, 138, 36, 59], [46, 176, 8, 102, 178, 78, 177, 50, 40, 44, 55, 3], [62, 185, 115, 158, 194, 126, 127], [4, 87, 65, 34, 64, 28, 101], [86, 156, 114, 142, 91, 143, 68, 42, 113, 112], [95, 151, 117, 16, 96], [70, 19, 133, 14, 165, 80, 31, 162, 75, 76, 17], [45, 153, 79, 103, 5, 47, 121, 82, 173, 172, 139], [125, 98, 29, 48, 30], [2, 157, 43, 190, 160, 23, 116, 49, 63, 74, 144, 24, 182], [60, 149, 51, 7, 169, 109, 39, 161, 9, 97], [105, 183, 104, 67, 159, 188, 13, 83, 128, 123, 124, 155, 174, 171], [107, 73, 145, 135, 18, 146, 92, 148, 163, 110, 56, 25], [53, 198, 195], [66, 199, 41, 90, 89, 137, 106, 32, 187, 130, 12, 168], [22, 141, 93, 196, 186, 94, 140, 21, 120, 57, 189, 131, 129], [100, 71, 119, 38, 77, 10, 118, 72, 147, 181]]"
"[[146, 73, 18, 147, 181, 49, 184, 1, 191, 193], [7, 132, 35, 176, 46, 175], [2, 157, 195, 183, 116, 62, 185, 137, 89, 142, 114, 156], [198, 192, 53], [91, 113, 42, 199, 136, 194, 167, 179, 99, 34], [4, 87, 111, 58, 153, 124, 166, 122, 36], [30, 59, 88, 138, 20, 37, 103, 5, 155, 47, 171], [38, 165, 75, 162, 56, 25, 110, 131, 77, 119], [8, 102, 178, 177, 14, 19, 78, 128, 70, 65], [66, 196, 68, 143, 190, 43, 197, 158, 33, 61], [168, 12, 130, 40, 44, 63, 74, 144], [152, 54, 151, 3, 55, 67, 159, 182, 16], [6, 112, 86, 93, 22, 186], [104, 23, 160, 115, 90, 41, 141, 28, 101], [117, 107, 24, 145, 135, 148, 163, 31, 80, 10, 129, 71], [173, 174, 82, 121, 105, 188, 96, 64, 94, 140, 21], [125, 27, 123, 13, 83, 79, 15, 154, 29, 98], [76, 9, 161, 97, 106, 72, 92, 118, 32, 187, 17, 95], [139, 172, 120, 48, 45, 180, 150, 108, 52, 170, 134, 84, 133], [126, 60, 51, 149, 127], [57, 189, 39, 109, 169, 50, 100, 26, 81], [69, 85, 164, 11]]"
"[[167, 128, 70, 102, 8, 175], [61, 16, 67, 159, 183, 116, 144, 74, 49, 182, 117], [45, 79, 20, 166, 124, 154, 15, 153, 27, 58], [127, 179, 99, 5, 103, 59, 48, 2, 157], [150, 52, 108, 69], [126, 39, 109, 130, 12, 50, 7, 51, 149], [147, 18, 146, 72, 118, 56, 161, 97, 76, 168, 81], [195, 53, 198, 193], [158, 192, 184, 190, 41, 115, 160, 23, 104, 96], [68, 89, 137, 113, 42, 196, 194], [46, 176, 65, 34, 54, 86, 141, 91, 199, 136, 191, 1], [181, 135, 92, 148, 25, 110, 162, 75, 9, 32], [82, 121, 140, 114, 142, 22, 93, 186, 66, 112], [17, 40, 187, 106, 145, 62, 185, 90, 143, 43, 197], [26, 100, 80, 131, 77, 165, 38, 119], [139, 173, 174, 122, 36, 155, 88, 37, 138, 29, 98, 125], [132, 180, 14, 84, 85, 134, 170, 164, 11], [6, 95, 169, 129, 10, 71], [101, 28, 64, 156, 94, 47, 83, 123, 13, 111], [4, 87, 172, 21, 171, 120, 30, 152], [57, 189, 31, 163, 73, 24, 107, 63], [60, 35, 78, 19, 133, 177, 178], [33, 105, 188, 151, 44, 55, 3]]"
