permutacion_inicial,ruta_final
"[43, 23, 34, 29, 11, 24, 16, 22, 4, 10, 28, 9, 36, 31, 1, 13, 39, 44, 46, 6, 37, 18, 3, 7, 26, 41, 8, 5, 38, 14, 19, 32, 49, 25, 15, 48, 42, 27, 33, 12, 17, 2, 40, 50, 47, 30, 35, 45, 21, 20]","[[7, 26, 8, 22, 20, 3, 28, 31], [16, 21, 29, 35, 36, 2, 9, 10, 39, 33, 45], [6, 23, 43], [24, 14, 25, 13, 18, 5, 38], [4, 42, 44, 15, 37, 17], [48, 1, 27, 32, 46, 12, 47], [19, 41, 40, 49, 30, 34, 50, 11]]"
"[43, 12, 19, 38, 31, 10, 37, 2, 24, 5, 27, 46, 41, 20, 1, 45, 48, 39, 15, 50, 14, 11, 36, 4, 42, 47, 32, 17, 28, 35, 34, 25, 18, 30, 21, 26, 9, 3, 13, 6, 29, 16, 40, 33, 8, 23, 7, 22, 44, 49]","[[17, 44, 42, 33, 39, 10, 5, 12, 47], [46, 27, 11, 2, 22, 1, 32], [4, 19, 40, 41, 13], [49, 37, 45, 15, 30, 34, 20, 3, 35, 36], [18, 25, 48, 8, 26, 31, 28], [38, 16, 29, 21, 50, 9], [6, 23, 7, 43, 24, 14]]"
"[5, 4, 50, 1, 2, 20, 49, 39, 12, 6, 19, 30, 45, 23, 16, 18, 9, 21, 15, 24, 37, 41, 36, 7, 43, 42, 40, 33, 27, 17, 25, 10, 8, 44, 32, 13, 38, 35, 11, 26, 34, 47, 3, 29, 46, 48, 22, 14, 31, 28]","[[13, 18], [27, 1, 2, 50, 34, 30, 9], [17, 44, 15, 45, 33, 37], [47, 12, 5, 39, 10, 49, 38], [46, 23, 6, 42, 40, 19, 41, 4, 25, 24, 14], [32, 11, 16, 21, 29, 22, 26, 7, 43], [20, 35, 36, 3, 31, 28, 8, 48]]"
"[44, 31, 33, 20, 41, 38, 47, 39, 9, 10, 32, 12, 2, 45, 7, 22, 25, 50, 37, 18, 13, 36, 29, 1, 42, 23, 15, 48, 16, 26, 4, 35, 24, 11, 19, 34, 30, 5, 49, 43, 28, 3, 14, 17, 40, 6, 46, 8, 21, 27]","[[44, 45, 33, 15], [41, 19, 42, 39, 30, 10, 12], [47, 18, 14, 43, 24, 6], [22, 3, 2, 20, 36, 35, 29, 5, 37, 17], [48, 8, 26, 7], [1, 27, 11, 50, 34, 21, 16, 32], [31, 28, 23, 25, 13, 40, 4, 49, 9, 38, 46]]"
"[23, 20, 30, 12, 15, 26, 19, 22, 42, 47, 8, 21, 24, 40, 38, 4, 16, 48, 3, 50, 5, 29, 11, 14, 13, 35, 46, 10, 41, 1, 37, 45, 17, 36, 2, 33, 32, 43, 27, 28, 25, 18, 31, 39, 9, 49, 6, 44, 7, 34]","[[16, 50, 34, 30, 45, 44, 15], [32, 11, 38, 9, 5], [19, 40, 41, 4, 27, 20, 3, 2, 21, 29, 46], [14, 25, 24, 43, 18, 47], [12, 17, 37, 35, 36, 28, 31, 26, 8, 22, 1], [13, 42, 33, 39, 10, 49], [6, 23, 7, 48]]"
"[49, 19, 48, 12, 3, 17, 6, 39, 1, 28, 11, 5, 25, 22, 7, 43, 10, 16, 23, 47, 8, 32, 20, 21, 24, 2, 15, 33, 44, 36, 50, 46, 31, 40, 27, 18, 9, 26, 13, 30, 14, 42, 38, 41, 35, 4, 34, 45, 37, 29]","[[5, 10, 33, 45, 15, 37, 12], [32, 1, 48, 23, 14, 25, 24, 7, 43], [35, 36, 22, 26, 8, 28, 31, 3], [46, 49, 30, 39, 21, 16, 50, 29, 20, 2], [27, 6, 18, 47, 13, 4], [17, 42, 19, 41, 40, 44, 34, 9, 38, 11]]"
"[35, 17, 19, 36, 7, 41, 33, 31, 21, 3, 27, 37, 1, 11, 22, 6, 4, 40, 20, 13, 39, 23, 49, 18, 45, 42, 24, 46, 32, 44, 8, 12, 29, 9, 28, 30, 47, 5, 48, 50, 14, 25, 16, 10, 26, 34, 43, 2, 38, 15]","[[4, 13, 25, 24, 43, 26, 8, 31, 28, 22, 27], [35, 36, 20, 3, 42, 19, 40, 41], [33, 39, 30, 10, 15, 45, 37, 44], [46, 12, 17, 47], [32, 38, 9, 21, 34, 50, 5, 49, 11], [14, 18], [6, 7, 23, 48, 1, 2, 29, 16]]"
"[45, 44, 21, 30, 40, 36, 43, 46, 42, 9, 39, 34, 27, 26, 1, 20, 13, 6, 48, 33, 23, 31, 12, 3, 8, 38, 10, 47, 28, 17, 15, 32, 35, 14, 37, 2, 49, 16, 18, 11, 29, 41, 22, 19, 5, 4, 25, 50, 24, 7]","[[45, 44, 15, 33, 42, 19, 4], [12, 5, 49, 38, 32, 27, 1, 48, 8], [43, 7, 23, 6], [26, 31, 28, 22, 9, 39, 10, 30], [47, 17, 37, 11, 2, 29, 21, 34, 50, 16], [46, 20, 35, 36, 3], [41, 40, 13, 25, 14, 24, 18]]"
"[7, 30, 16, 43, 24, 34, 29, 31, 50, 2, 32, 36, 11, 44, 18, 22, 12, 6, 46, 20, 27, 14, 19, 3, 35, 39, 42, 45, 17, 26, 1, 13, 48, 21, 28, 5, 49, 9, 38, 33, 47, 10, 23, 8, 4, 15, 37, 40, 41, 25]","[[48, 26, 8, 23, 7], [16, 29, 21, 50, 2, 20, 36, 35], [14, 25, 13, 24, 43], [46, 32, 27, 6, 12], [5, 33, 44, 37, 45, 15, 38, 1, 22, 3, 31, 28], [11, 49, 9, 30, 34, 39, 10], [47, 18, 4, 17, 42, 40, 41, 19]]"
"[38, 32, 29, 46, 36, 1, 39, 42, 49, 40, 20, 27, 14, 8, 16, 6, 2, 10, 24, 30, 26, 3, 12, 5, 7, 45, 13, 43, 50, 31, 28, 21, 19, 17, 25, 48, 9, 33, 18, 41, 4, 34, 23, 11, 22, 44, 47, 37, 15, 35]","[[34, 21, 29, 35, 36, 20, 44, 42, 19, 40], [6, 27, 48, 23, 7, 26, 31, 28], [24, 43, 8, 2, 16, 9, 38], [5, 49, 30, 50, 3, 22, 1, 4, 17, 25, 14], [46, 47, 18, 13, 41, 12], [32, 11, 10, 39, 33, 45, 15, 37]]"
"[34, 10, 22, 12, 29, 14, 6, 19, 48, 11, 42, 13, 3, 20, 9, 40, 47, 1, 36, 2, 28, 17, 49, 50, 4, 31, 35, 37, 38, 24, 43, 46, 21, 16, 26, 32, 45, 39, 18, 25, 41, 15, 23, 44, 30, 33, 7, 8, 27, 5]","[[12, 47, 37, 17, 4], [14, 6, 43, 24, 25, 18, 13], [27, 32, 2, 11, 46], [1, 22, 8, 31, 28, 3, 50, 29, 21, 34, 16, 38], [48, 23, 7, 26, 36, 35, 20], [49, 10, 42, 40, 41, 19], [15, 44, 45, 33, 39, 30, 9, 5]]"
"[49, 20, 39, 14, 37, 24, 38, 15, 4, 12, 2, 26, 18, 31, 19, 7, 17, 9, 32, 34, 46, 1, 30, 41, 40, 28, 16, 48, 21, 5, 25, 50, 13, 33, 11, 23, 10, 36, 3, 45, 35, 42, 29, 43, 44, 47, 6, 22, 27, 8]","[[5, 10, 39, 49, 27, 6], [13, 41, 25, 43, 7, 26, 8, 48], [47, 37, 17, 12, 32, 31, 28, 1, 19, 40, 42], [38, 30, 34, 50, 9, 46], [11, 16, 21, 2, 22, 20, 36, 3, 29, 35], [15, 45, 33, 44, 4, 18, 14, 24, 23]]"
"[27, 48, 33, 24, 22, 25, 6, 23, 32, 11, 47, 12, 15, 36, 9, 42, 34, 16, 8, 17, 5, 49, 1, 39, 10, 41, 43, 30, 37, 50, 14, 4, 18, 19, 26, 20, 28, 31, 21, 44, 2, 3, 46, 13, 7, 29, 45, 35, 38, 40]","[[1, 32], [43, 24, 14, 25, 6, 23, 48, 27], [5, 49, 10, 38, 9, 30, 34, 50, 12], [17, 37, 44, 15, 39, 33, 45, 42, 40, 19, 41], [13, 4, 18, 47], [26, 7, 28, 31, 36, 35, 20, 3, 8], [22, 2, 29, 21, 16, 11, 46]]"
"[17, 16, 4, 40, 29, 25, 19, 32, 42, 1, 12, 36, 43, 27, 48, 38, 7, 8, 5, 39, 44, 35, 15, 24, 18, 2, 28, 21, 49, 14, 45, 20, 46, 50, 33, 22, 13, 30, 47, 6, 9, 34, 3, 23, 41, 26, 10, 11, 31, 37]","[[5, 17, 4, 40, 13, 25, 19, 41, 42], [48, 6, 14, 43, 23, 8, 26, 7, 24], [10, 39, 33, 45, 15, 44, 37], [31, 28, 3, 22], [36, 35, 20, 29, 21, 2, 1], [46, 18, 47, 12], [9, 34, 50, 16, 11, 38, 30, 49, 32, 27]]"
"[44, 24, 3, 38, 21, 19, 50, 37, 8, 4, 12, 49, 28, 15, 35, 45, 13, 27, 30, 22, 48, 18, 31, 23, 5, 7, 42, 6, 47, 36, 10, 14, 16, 39, 40, 34, 2, 32, 46, 33, 1, 11, 25, 17, 43, 29, 20, 9, 26, 41]","[[37, 15, 45, 33, 39, 30, 34, 9], [12, 46, 32, 2, 20, 36, 35, 3, 28], [27, 1, 48, 6, 14, 25, 18], [23, 7, 43, 24, 13, 41, 4, 47], [17, 42, 40, 19, 44, 10, 49, 38, 5, 11], [22, 8, 26, 31, 29, 21, 50, 16]]"
"[47, 27, 38, 15, 32, 35, 36, 39, 46, 26, 7, 41, 24, 12, 45, 49, 19, 30, 11, 9, 5, 40, 22, 29, 31, 18, 28, 25, 8, 43, 33, 34, 44, 23, 1, 4, 50, 3, 17, 20, 48, 6, 14, 37, 21, 16, 42, 2, 10, 13]","[[46], [27, 32, 2, 29, 3, 22, 1, 23, 26, 7, 43, 24], [33, 45, 15, 34, 30, 39, 10, 49, 38], [11, 35, 36, 20, 28, 31, 8, 48], [13, 19, 44, 41, 42, 40, 17, 47], [4, 18, 25, 6, 14, 50, 21, 16, 9], [5, 37, 12]]"
"[42, 16, 7, 43, 15, 24, 38, 27, 4, 44, 13, 39, 33, 36, 2, 3, 11, 23, 41, 14, 12, 26, 9, 29, 35, 25, 37, 21, 30, 46, 19, 48, 1, 17, 8, 40, 31, 5, 49, 20, 45, 22, 32, 50, 6, 47, 10, 34, 18, 28]","[[14, 25, 7, 43, 23, 24, 26, 48], [17, 44, 15, 39, 33, 45, 5, 38, 11], [12, 47, 18, 6], [49, 9, 29, 16, 50, 34, 21, 30, 10, 37, 27, 32, 46], [8, 28, 31, 2, 35, 20, 36, 22, 3, 1], [4, 13, 41, 19, 42, 40]]"
"[42, 28, 22, 3, 49, 45, 43, 48, 23, 19, 41, 18, 35, 13, 21, 5, 24, 46, 11, 29, 31, 8, 2, 16, 34, 20, 39, 26, 40, 4, 7, 32, 44, 38, 9, 17, 6, 30, 33, 36, 25, 12, 10, 1, 14, 50, 27, 37, 15, 47]","[[22, 28, 3, 29, 16, 38], [23, 24, 13, 40, 41, 18, 46], [47, 4, 17, 12, 11, 1, 26, 31, 8], [9, 50, 34, 30, 49], [42, 19, 43, 7, 48, 27, 32, 25, 14, 6], [2, 20, 36, 35, 21, 39, 10, 5], [44, 33, 45, 15, 37]]"
"[12, 11, 1, 10, 15, 49, 19, 17, 34, 23, 32, 29, 39, 46, 50, 21, 26, 18, 40, 35, 31, 41, 5, 8, 6, 7, 37, 30, 48, 24, 2, 27, 13, 28, 20, 3, 25, 38, 14, 33, 44, 16, 42, 43, 22, 9, 36, 4, 47, 45]","[[49, 30, 39, 10, 33, 45, 15, 37, 12], [11, 16, 29, 9, 34, 50, 21, 1, 48, 27], [35, 36, 20, 2, 38, 5, 46], [6, 23, 43, 24, 25, 41, 19], [31, 28, 3, 22, 32], [17, 44, 42, 40, 13, 14, 7, 26, 8], [4, 18, 47]]"
"[46, 34, 21, 3, 28, 17, 12, 50, 27, 29, 19, 16, 4, 42, 41, 2, 33, 9, 26, 13, 37, 35, 45, 32, 30, 1, 20, 22, 10, 11, 31, 44, 24, 18, 25, 23, 7, 36, 48, 15, 14, 6, 5, 47, 38, 8, 43, 39, 40, 49]","[[50, 34, 30, 9, 38], [12, 5, 16, 21, 29, 35, 20, 37, 44, 17], [45, 33, 15, 42, 13, 40, 19, 41], [32, 22, 28, 36, 3, 2, 11, 46], [47, 4, 25, 24, 23, 7, 43, 48], [18, 14, 6, 1, 31, 26, 8, 27], [39, 10, 49]]"

ESTADÍSTICAS
operador,Swap
instancia,CMT1.vrp
conSplit,true
num_ejecuciones,30
tiempo_total_ms,513.2251
mejor_costo,685.28
mejor_ruta,"[[37, 15, 45, 33, 39, 30, 34, 9], [12, 46, 32, 2, 20, 36, 35, 3, 28], [27, 1, 48, 6, 14, 25, 18], [23, 7, 43, 24, 13, 41, 4, 47], [17, 42, 40, 19, 44, 10, 49, 38, 5, 11], [22, 8, 26, 31, 29, 21, 50, 16]]"
peor_costo,867.07
peor_ruta,"[[46, 12, 47, 18], [1, 31, 22, 29, 36, 28, 3, 20, 2, 35], [45, 33, 39, 49], [11, 32, 27, 25, 19, 41, 40, 13], [4, 42, 44, 50, 16, 21, 34], [37, 17, 15, 5, 38, 9, 30, 10, 24, 43, 14, 6], [8, 26, 23, 7, 48]]"
promedio,776.70
desviacion_tipica,37.27
