iteracion,tiempo_us,coste,operador,instancia,ruta_actual,conSplit
33,3212,1476,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 18, 42, 17, 5, 38, 29, 36, 22], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
34,3300,1474,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [2, 26, 14, 4, 25, 37, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
35,3374,1462,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [37, 25, 4, 14, 26, 2, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
36,3404,1444,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [2, 37, 25, 4, 14, 26, 7, 46, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
37,3446,1429,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [2, 26, 14, 4, 25, 37, 46, 7, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
38,3477,1429,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [37, 25, 4, 14, 26, 2, 46, 7, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
39,3504,1417,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 37, 25, 4, 14, 26, 2, 7, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
40,3534,1403,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [2, 46, 37, 25, 4, 14, 26, 7, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
41,3565,1401,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [2, 26, 14, 25, 4, 37, 46, 7, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
42,3609,1401,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [37, 4, 25, 14, 26, 2, 46, 7, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
43,3634,1389,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 37, 4, 25, 14, 26, 2, 7, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
44,3663,1374,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [2, 46, 37, 4, 25, 14, 26, 7, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
45,3705,1370,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 37, 4, 25, 14, 26, 7, 23], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
46,3739,1369,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [2, 23, 7, 26, 14, 25, 4, 37, 46], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
47,3776,1366,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [2, 46, 37, 4, 25, 14, 23, 7, 26], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
48,3804,1362,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 37, 4, 25, 14, 23, 7, 26], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
49,3838,1349,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [2, 26, 7, 23, 14, 25, 4, 37, 46], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
50,3881,1349,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [37, 4, 25, 14, 23, 7, 26, 2, 46], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
51,3958,1349,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [33, 16, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
52,4057,1339,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [16, 33, 47, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
53,4095,1306,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [47, 16, 33, 45, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
54,4301,1302,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [33, 45, 47, 16, 8, 41, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
55,4346,1284,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [33, 16, 47, 45, 41, 8, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
56,4382,1274,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [16, 33, 47, 45, 41, 8, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
57,4407,1241,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [47, 16, 33, 45, 41, 8, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
58,4464,1214,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [47, 41, 45, 33, 16, 8, 3, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
59,4508,1214,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [9, 3, 8, 16, 33, 45, 41, 47], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
60,4547,1213,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [47, 41, 45, 33, 3, 8, 16, 9], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
61,4569,1205,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [47, 41, 45, 33, 9, 3, 8, 16], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
62,4602,1191,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [47, 41, 45, 33, 16, 9, 3, 8], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
63,4632,1191,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [8, 3, 9, 16, 33, 45, 41, 47], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
64,4667,1175,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [47, 41, 45, 33, 9, 16, 3, 8], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
65,4704,1175,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [8, 3, 16, 9, 33, 45, 41, 47], [12, 13, 31, 11, 10, 39, 48, 50, 15], [20, 21, 24, 40]]",false
66,4780,1172,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [8, 3, 16, 9, 33, 45, 41, 47], [48, 39, 10, 11, 31, 13, 12, 50, 15], [20, 21, 24, 40]]",false
67,4807,1164,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [8, 3, 16, 9, 33, 45, 41, 47], [12, 39, 10, 11, 31, 13, 48, 50, 15], [20, 21, 24, 40]]",false
68,4831,1142,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [8, 3, 16, 9, 33, 45, 41, 47], [12, 13, 39, 10, 11, 31, 48, 50, 15], [20, 21, 24, 40]]",false
69,4867,1137,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [8, 3, 16, 9, 33, 45, 41, 47], [12, 13, 31, 11, 10, 39, 15, 50, 48], [20, 21, 24, 40]]",false
70,4900,1137,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [8, 3, 16, 9, 33, 45, 41, 47], [48, 50, 15, 39, 10, 11, 31, 13, 12], [20, 21, 24, 40]]",false
71,4929,1135,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [8, 3, 16, 9, 33, 45, 41, 47], [12, 50, 15, 39, 10, 11, 31, 13, 48], [20, 21, 24, 40]]",false
72,4968,1123,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [8, 3, 16, 9, 33, 45, 41, 47], [12, 13, 15, 39, 10, 11, 31, 50, 48], [20, 21, 24, 40]]",false
73,4989,1117,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [8, 3, 16, 9, 33, 45, 41, 47], [12, 13, 50, 15, 39, 10, 11, 31, 48], [20, 21, 24, 40]]",false
74,5020,1111,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [8, 3, 16, 9, 33, 45, 41, 47], [13, 12, 50, 15, 39, 10, 11, 31, 48], [20, 21, 24, 40]]",false
75,5044,1096,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [8, 3, 16, 9, 33, 45, 41, 47], [12, 13, 15, 50, 39, 10, 11, 31, 48], [20, 21, 24, 40]]",false
76,5083,1076,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [8, 3, 16, 9, 33, 45, 41, 47], [12, 13, 15, 10, 39, 50, 11, 31, 48], [20, 21, 24, 40]]",false
77,5128,1070,2-opt,CMT1.vrp,"[[27, 32, 1, 28, 35, 34, 30, 49, 44, 19], [6, 43, 22, 36, 29, 38, 5, 17, 42, 18], [46, 2, 26, 7, 23, 14, 25, 4, 37], [8, 3, 16, 9, 33, 45, 41, 47], [12, 13, 15, 10, 39, 50, 11, 31, 48], [21, 20, 24, 40]]",false
