ruta_final
"[[53, 26, 12, 80, 24, 29, 34, 65, 66, 20, 30, 70], [69, 1, 50, 33, 3, 68, 4, 56, 75, 41, 22, 74, 40], [54, 55, 25, 39, 67, 23, 42, 100, 93, 99, 96], [51, 9, 35, 71, 32, 63, 11, 46, 45, 84, 83, 89], [58, 87, 97, 92, 59, 95, 94, 13], [37, 98, 61, 16, 44, 38, 86, 17, 8, 82, 18, 52, 27, 28], [31, 88, 19, 36, 49, 64, 90, 10, 81, 78, 79, 77, 76], [21, 72, 73, 2, 57, 15, 43, 14, 91, 85, 5, 60, 6], [62, 47, 48, 7]]"
"[[89, 6, 94], [69, 51, 33, 79, 29, 24, 54, 4, 56, 75, 72], [82, 48, 19, 11, 64, 49, 36, 47, 46, 8, 45, 98, 37, 92], [40, 21, 73, 74, 22, 41, 57, 2], [18, 83, 84, 17, 86, 38, 44, 97], [28, 80, 68, 78, 34, 35, 71, 65, 66, 30], [99, 93, 85, 91, 100, 15, 23, 67, 39, 25, 55], [96, 5, 60, 7, 63, 90, 32, 20, 9, 81, 3, 77], [27, 52, 88, 62, 10, 31, 70, 1, 50, 76, 12, 26], [53, 58, 87, 42, 43, 14, 16, 61, 59, 95, 13]]"
"[[88, 62, 90, 32, 66, 65, 71, 35, 34, 78, 33], [5, 61, 17, 19, 11, 10, 30, 70, 31, 52], [28, 12, 26, 22, 41, 57, 97, 92, 95, 94], [96, 99, 93, 85, 16, 86, 38, 14, 44, 91], [7, 48, 82, 8, 83, 72, 74, 75, 56, 39, 67, 25, 55], [13, 58, 76, 50, 1, 69, 27], [89, 18, 60, 84, 45, 46, 47, 36, 49, 64, 63, 20, 51, 9, 81], [42, 43, 15, 23, 4, 54, 24, 29, 79, 3, 77, 68, 80], [53, 40, 21, 73, 2, 87, 37, 100, 98, 59, 6]]"
"[[13, 87, 97, 95, 89, 31, 69, 27], [73, 74, 22, 41, 43, 14, 92], [82, 46, 36, 49, 64, 63, 90, 70, 20, 66, 65, 71, 35, 34, 78, 3, 53], [1, 51, 9, 81, 33, 79, 29, 24, 54, 21, 2, 57, 15, 42], [18, 8, 45, 17, 86, 38, 44, 85, 96, 6], [99, 93, 16, 61, 84, 48, 47, 19, 11, 62, 88, 52], [94, 59, 98, 37, 100, 91, 5, 60, 83, 7, 10, 32, 30], [40, 4, 55, 25, 39, 67, 23, 56, 75, 72, 58], [26, 12, 80, 68, 77, 76, 50, 28]]"
"[[6, 96, 59, 37, 92, 40, 12, 76, 77, 3, 50, 28], [33, 81, 9, 71, 66, 65, 35, 34, 78, 79, 29, 24, 25, 55], [53, 26, 54, 80, 68], [99, 16, 61, 5, 84, 46, 47, 36, 49, 64, 62, 10, 27], [21, 73, 74, 22, 41, 15, 38, 86, 17, 45, 8, 83, 60], [4, 39, 67, 23, 56, 75, 72], [1, 51, 20, 32, 90, 63, 11, 19, 48, 52], [58, 2, 57, 87, 97, 95, 94], [13, 42, 43, 14, 44, 91, 100, 98, 85, 93, 89], [18, 82, 7, 88, 31, 70, 30, 69]]"
"[[76, 77, 3, 33, 51, 71, 66, 20, 30, 70, 62, 19, 36, 46, 8, 52], [21, 56, 23, 67, 39, 25, 55, 24, 29, 78, 79, 50, 28], [81, 9, 34, 35, 65, 32, 90, 63, 10, 31, 89, 6], [53, 58, 87, 97, 95, 96, 60, 83, 18], [13, 92, 98, 85, 93, 99, 59, 94], [27, 69, 1, 68, 80, 12, 2, 42, 14, 44, 86, 16], [26, 54, 4, 75, 15, 43, 38, 45, 82, 7], [5, 84, 17, 61, 91, 100, 37, 57, 41, 22, 74, 72, 73, 40], [48, 47, 49, 64, 11, 88]]"
"[[89, 18, 82, 48, 49, 64, 63, 10, 62, 27], [3, 79, 78, 34, 9], [72, 74, 22, 41, 75, 56, 23, 67, 39], [28, 1, 51, 71, 35, 65, 66, 20, 30, 69], [53, 26, 40, 58, 5, 84, 17, 45, 46, 36, 47, 8, 83, 60], [2, 57, 15, 42, 87, 97, 94, 19, 11, 90, 32], [52, 7, 88, 31, 70, 81, 33, 50], [76, 77, 68, 80, 29, 24, 55, 25, 4, 54, 12], [59, 98, 61, 16, 86, 38, 44, 14, 43, 73, 21], [13, 95, 92, 37, 100, 91, 85, 93, 99, 96, 6]]"
"[[50, 33, 9, 71, 66, 65, 35, 34, 78, 54, 4, 21], [53, 58, 13, 97, 100, 91, 44, 16, 61], [6, 96, 99, 93, 59, 94], [89, 60, 84, 83, 8, 47, 49, 64, 11, 51, 3, 77], [87, 42, 41, 22, 74], [40, 2, 57, 15, 43, 14, 38, 86, 17, 45, 46, 36, 48, 82, 18], [52, 88, 1, 29, 24, 55, 25, 39, 67, 23, 56, 75, 72, 73], [31, 10, 63, 90, 32, 20, 81, 79], [95, 92, 37, 98, 85, 5, 7, 19, 62, 30, 70, 69, 27], [26, 12, 80, 68, 76, 28]]"
"[[27, 69, 1], [52, 19, 11, 64, 49, 36, 47, 48], [68, 29, 24, 80, 12, 53], [10, 32, 90, 63, 62, 7, 18, 6, 94, 95], [58, 73, 72, 74, 57, 42, 100, 85, 93, 59, 99, 96], [70, 31, 88, 82, 8, 46, 45, 17, 92, 97], [50, 33, 81, 9, 35, 34, 78, 79, 3, 77, 76, 28], [30, 20, 66, 65, 71, 51], [21, 56, 67, 23, 75, 87, 37, 98, 91, 44, 61, 5, 60], [13, 2, 22, 41, 15, 43, 14, 38, 86, 16, 84, 83, 89], [40, 4, 39, 25, 55, 54, 26]]"
"[[28], [27, 7, 82, 48, 19, 11, 64, 49, 36, 47, 46, 8, 83], [99, 93, 5, 60, 18, 52, 69, 79, 3, 77, 76], [2, 57, 42, 100, 91, 98, 37, 97, 95, 13], [21, 74, 75, 23, 67, 39, 26], [53, 58, 87, 44, 16, 61, 85], [1, 51, 20, 30, 32, 90, 10, 70, 31, 6, 96, 59, 92, 94], [12, 54, 55, 25, 24, 35, 71, 65, 66, 63, 62, 88], [50, 33, 81, 9, 34, 78, 29, 68, 80, 4, 56, 72], [89, 84, 45, 17, 86, 38, 14, 43, 15, 41, 22, 73, 40]]"
"[[11, 64, 49, 36, 46, 61, 16, 85, 93, 59], [28, 68, 80, 54, 55, 25, 24, 29, 34, 35, 81, 33, 76], [52, 7, 82, 48, 19, 62, 10, 88], [40, 73, 75, 23, 67, 39, 56, 4], [26, 12, 77, 3, 79, 78, 50, 1, 69, 31, 27], [87, 42, 14, 44, 38, 86, 17, 45, 83, 18], [89, 60, 5, 98, 37, 97, 95, 94, 13], [53, 58], [9, 71, 65, 66, 32, 90, 63, 47, 8, 84, 91, 100, 92, 99, 96, 6], [2, 57, 43, 15, 41, 22, 74, 72, 21, 51, 20, 30, 70]]"
"[[87, 42, 97, 94], [6, 96, 59, 85, 91, 100, 98, 37, 92, 95, 13, 58], [32, 90, 63, 64, 49, 36, 47, 48, 8, 83], [12, 68, 3, 77, 28], [73, 22, 41, 15, 43, 14, 44, 16, 61, 93, 99, 89], [4, 39, 23, 67, 25, 55, 54], [52, 18, 60, 5, 84, 45, 46, 82, 7, 10, 70, 30, 51, 81, 33, 50], [31, 20, 66, 65, 71, 35, 9, 1, 69], [21, 72, 56, 75, 74, 2, 57, 38, 86, 17, 19, 11, 62, 88], [76, 79, 78, 34, 29, 24, 80, 26, 40, 53], [27]]"
"[[2, 87, 13, 52, 63, 90, 10], [18, 45, 46, 36, 49, 64, 32, 20, 51, 33, 81, 78, 34, 29], [27, 69, 70, 30, 66, 65, 71, 35, 9, 79, 3, 76], [73, 74, 22, 41, 15, 43, 42, 37, 98, 91, 85, 93, 99, 96], [26, 54, 4, 40, 53], [89, 6, 60, 83, 8, 47, 19, 11, 62, 88], [24, 55, 25, 39, 67, 23, 56, 75, 72, 58], [94, 59, 61, 16, 86, 17, 84, 5], [12, 77, 68, 80, 21, 57, 14, 38, 44, 100, 92, 97, 95], [82, 48, 7, 31, 1, 50, 28]]"
"[[27, 89, 99, 93, 85, 59, 95, 13], [69, 88, 48, 82, 8, 45, 84, 61, 91, 44, 14, 43, 42, 100, 96, 6], [53, 58, 26, 54, 80, 68, 12], [52, 7, 36, 49, 64, 11, 62, 10, 30, 20, 9, 51, 1], [5, 16, 38, 86, 17, 46, 47, 19, 63, 90, 32, 70], [60, 83, 18, 31, 66, 65, 71, 35, 34, 78, 76], [50, 33, 81, 79, 29, 24, 3, 77, 28], [94, 92, 98, 37, 97, 87, 22, 74, 72, 73, 21, 40], [2, 57, 15, 41, 75, 56, 23, 67, 39, 25, 55, 4]]"
"[[88, 62, 19, 48, 82, 18, 89], [53, 58, 40, 73, 21, 26], [13, 97, 92, 59, 96, 99, 5, 84, 45, 46, 47, 7, 52, 27], [1, 51, 71, 65, 35, 34, 78, 79, 29, 24, 68], [28, 76, 12, 2, 57, 15, 43, 38, 44, 86, 17, 60, 6], [72, 74, 22, 41, 75, 56, 4, 54, 80, 77, 3, 81, 33, 50], [94, 93, 85, 61, 16, 91, 100, 14, 42, 87], [23, 67, 39, 25, 55, 9, 66, 20, 30, 70, 69], [95, 37, 98, 83, 8, 36, 49, 64, 11, 63, 90, 32, 10, 31]]"
"[[95, 92, 98, 59, 96, 6, 89, 31, 10, 90, 70, 1], [76, 12, 40, 42, 14, 38, 44, 91, 85, 93], [53, 56, 23, 67, 39, 25, 55, 24, 29, 78, 81, 33, 3, 77], [61, 16, 86, 17, 84, 45, 8, 83, 18, 52, 69, 27], [7, 48, 47, 46, 36, 49, 64, 11, 62, 88], [58, 87, 57, 2, 73, 72, 4, 54, 80, 68], [30, 20, 66, 32, 63, 19, 82, 60, 5, 99, 94], [13, 97, 37, 100, 43, 15, 41, 22, 75, 74, 21, 26, 28], [50, 51, 9, 71, 65, 35, 34, 79]]"
"[[94, 95, 59, 99, 5, 60, 89], [69, 70, 30, 9, 34, 78, 12, 26, 40, 58], [53, 54, 55, 25, 24, 29, 35, 65, 71, 19, 48, 7], [21, 72, 74, 75, 22, 41, 73, 97, 98, 61, 17, 84, 83, 18, 52], [93, 85, 16, 86, 38, 42, 87, 13], [82, 8, 45, 46, 47, 36, 49, 64, 11, 62, 88, 31, 27], [4, 56, 23, 67, 39, 80, 68, 77, 50, 1], [6, 96, 92, 37, 100, 91, 44, 14, 43, 15, 57, 2], [28, 76, 3, 79, 33, 81, 51, 20, 66, 32, 90, 63, 10]]"
"[[88, 62, 11, 64, 49, 36, 46, 8, 45, 17, 86, 16, 91], [3, 33, 81, 71, 65, 66, 20, 32, 31], [76, 77, 68, 80, 54, 4, 56, 75, 40], [28, 50, 1, 69, 27, 52, 60, 61, 85, 93, 59], [21, 39, 67, 23, 41, 22, 74, 72, 73, 57, 2, 58], [70, 30, 51, 9, 35, 34, 78, 79, 29, 24, 25, 55, 12, 26], [94, 95, 13], [97, 92, 98, 37, 100, 44, 38, 14, 43, 15, 42, 87], [7, 48, 82, 18, 89, 53], [6, 96, 99, 5, 84, 83, 47, 19, 63, 90, 10]]"
"[[89, 99, 16, 86, 38, 14, 42, 41, 22, 74, 73], [52, 88, 7, 83, 5, 61, 85, 93, 92, 95, 13], [27, 69, 1, 28, 26, 40, 53], [31, 10, 32, 90, 63, 64, 49, 36, 46], [60, 84, 17, 45, 8, 20, 66, 65, 71, 35, 9, 34, 78, 29, 24, 3, 77, 76], [18, 82, 48, 47, 19, 11, 62], [12, 68, 80, 54, 55, 25, 56, 75, 72, 21], [6, 94, 97, 87, 23, 67, 39, 4], [96, 59, 98, 37, 100, 91, 44, 43, 15, 57, 2, 58], [70, 30, 51, 81, 33, 79, 50]]"
"[[87, 14, 44, 38, 86, 16, 61, 85, 99, 6], [52, 19, 36, 47, 48, 82, 18, 95, 97, 13], [26, 4, 25, 55, 71, 65, 66, 20, 30, 70, 31], [53, 40, 58], [94, 59, 93, 98, 37, 12, 80, 68, 77, 76], [28, 33, 81, 9, 35, 34, 29, 24, 54, 21, 72, 73, 2], [10, 32, 90, 63, 11, 62, 88, 7, 83, 5, 60, 89], [84, 17, 45, 8, 46, 49, 64, 51, 78, 79, 3, 50, 1, 69, 27], [74, 75, 56, 39, 67, 23, 22, 41, 57, 15, 43, 42, 100, 91, 92, 96]]"

ESTADÍSTICAS
operador,Combinacion 2-opt, OR-opt y Swap
instancia,CMT3.vrp
conSplit,true
num_ejecuciones,30
tiempo_total_ms,360730.3953
mejor_costo,1024.36
mejor_ruta,"[[88, 62, 19, 48, 82, 18, 89], [53, 58, 40, 73, 21, 26], [13, 97, 92, 59, 96, 99, 5, 84, 45, 46, 47, 7, 52, 27], [1, 51, 71, 65, 35, 34, 78, 79, 29, 24, 68], [28, 76, 12, 2, 57, 15, 43, 38, 44, 86, 17, 60, 6], [72, 74, 22, 41, 75, 56, 4, 54, 80, 77, 3, 81, 33, 50], [94, 93, 85, 61, 16, 91, 100, 14, 42, 87], [23, 67, 39, 25, 55, 9, 66, 20, 30, 70, 69], [95, 37, 98, 83, 8, 36, 49, 64, 11, 63, 90, 32, 10, 31]]"
peor_costo,1093.06
peor_ruta,"[[27, 69, 1], [52, 19, 11, 64, 49, 36, 47, 48], [68, 29, 24, 80, 12, 53], [10, 32, 90, 63, 62, 7, 18, 6, 94, 95], [58, 73, 72, 74, 57, 42, 100, 85, 93, 59, 99, 96], [70, 31, 88, 82, 8, 46, 45, 17, 92, 97], [50, 33, 81, 9, 35, 34, 78, 79, 3, 77, 76, 28], [30, 20, 66, 65, 71, 51], [21, 56, 67, 23, 75, 87, 37, 98, 91, 44, 61, 5, 60], [13, 2, 22, 41, 15, 43, 14, 38, 86, 16, 84, 83, 89], [40, 4, 39, 25, 55, 54, 26]]"
promedio,1063.18
desviacion_tipica,19.53
