permutacion_inicial,ruta_final
"[47, 51, 38, 11, 10, 86, 87, 98, 82, 73, 70, 96, 100, 18, 37, 34, 28, 71, 32, 97, 99, 24, 57, 95, 17, 29, 4, 52, 91, 85, 20, 68, 61, 50, 8, 49, 55, 67, 22, 43, 72, 36, 89, 94, 31, 74, 59, 9, 79, 69, 75, 88, 26, 53, 77, 27, 76, 7, 19, 92, 12, 16, 23, 40, 6, 62, 33, 64, 2, 39, 58, 15, 3, 30, 90, 1, 93, 13, 84, 42, 44, 41, 83, 65, 14, 25, 56, 48, 35, 54, 45, 21, 60, 78, 81, 80, 46, 66, 63, 5]","[[47, 51], [70, 11, 10, 82, 18, 96, 100, 38, 86, 98, 37, 87, 73], [28, 24, 34, 71, 32, 17, 99, 97, 95, 57], [91, 85, 52, 20, 68, 29, 4], [61, 8, 49, 50, 55, 67, 72, 22, 43], [94, 59, 74, 75, 9, 79, 69, 31, 36, 89], [27, 92, 7, 19, 88, 76, 77, 12, 26, 53], [64, 62, 33, 23, 40, 16, 6], [58, 15, 2, 39, 3, 30, 90, 1], [13, 42, 41, 44, 93, 84, 83, 65], [35, 54, 25, 56, 14, 48], [21, 80, 78, 81, 66, 63, 46, 45, 5, 60]]"
"[28, 80, 42, 91, 66, 92, 95, 39, 8, 69, 86, 96, 7, 71, 81, 27, 49, 25, 16, 24, 21, 13, 78, 2, 77, 9, 82, 18, 72, 43, 37, 59, 74, 30, 1, 36, 22, 48, 70, 57, 83, 75, 32, 76, 55, 89, 50, 10, 93, 67, 65, 46, 51, 52, 29, 79, 5, 14, 88, 68, 17, 53, 90, 47, 34, 35, 26, 84, 3, 85, 58, 19, 64, 94, 73, 98, 44, 60, 11, 54, 97, 87, 15, 23, 41, 56, 62, 99, 61, 45, 63, 33, 6, 12, 4, 40, 100, 31, 20, 38]","[[28, 42, 91, 92, 95, 39, 80, 66], [86, 96, 8, 7, 49, 71, 81, 27, 69], [21, 2, 25, 24, 77, 78, 9, 82, 18, 16, 13], [72, 74, 22, 43, 37, 59, 48, 36, 70, 30, 1], [83, 32, 76, 55, 75, 57], [67, 29, 79, 50, 51, 65, 10, 52, 46, 93, 89], [14, 17, 84, 5, 47, 88, 90, 34, 35, 68, 3, 26, 53], [58, 73, 94, 98, 44, 85, 60, 19, 64, 11], [87, 15, 41, 56, 23, 54, 97], [40, 99, 100, 38, 61, 45, 6, 62, 31, 63, 20, 33, 12, 4]]"
"[75, 2, 56, 97, 39, 99, 83, 13, 20, 22, 26, 31, 64, 100, 61, 89, 87, 84, 40, 96, 35, 48, 15, 62, 76, 81, 49, 41, 8, 46, 10, 44, 42, 80, 9, 66, 52, 14, 45, 18, 59, 38, 4, 3, 5, 12, 63, 85, 7, 21, 95, 30, 68, 55, 79, 53, 16, 65, 27, 1, 93, 23, 91, 86, 98, 82, 78, 94, 57, 29, 17, 36, 6, 71, 58, 88, 47, 90, 11, 69, 50, 70, 67, 54, 51, 43, 25, 37, 28, 34, 19, 77, 72, 92, 33, 73, 32, 60, 74, 24]","[[39, 56, 75, 2, 97, 13, 99, 83], [31, 64, 20, 89, 26, 40, 22, 87, 100, 61, 84, 96], [76, 81, 35, 62, 10, 48, 49, 46, 8, 44, 42, 15, 41], [80, 4, 3, 9, 66, 52, 59, 38, 14, 45, 18], [12, 63, 7, 5, 85], [27, 1, 65, 30, 79, 68, 55, 21, 16, 95, 53], [94, 82, 86, 91, 93, 98, 57, 23, 78, 29], [6, 88, 17, 36, 47, 90, 11, 70, 69, 50, 51, 71, 67, 54, 58], [92, 37, 43, 60, 19, 32, 33, 34, 77, 24, 25, 74, 72, 73, 28]]"
"[18, 58, 74, 7, 6, 48, 61, 9, 41, 71, 85, 69, 62, 42, 45, 73, 75, 68, 55, 52, 87, 83, 92, 65, 88, 95, 82, 81, 20, 11, 47, 37, 33, 3, 21, 79, 15, 38, 44, 86, 1, 67, 36, 64, 93, 17, 39, 96, 89, 35, 5, 16, 78, 72, 97, 40, 51, 66, 4, 25, 13, 31, 43, 24, 29, 53, 12, 98, 46, 90, 100, 22, 91, 30, 57, 59, 99, 50, 49, 60, 27, 63, 77, 54, 14, 32, 94, 23, 2, 19, 84, 28, 10, 76, 80, 34, 70, 8, 56, 26]","[[71, 9, 7, 48, 18, 61, 6, 74, 41, 58], [87, 75, 73, 55, 68, 69, 62, 52, 83, 45, 85, 42, 92], [20, 65, 81, 88, 11, 47, 82, 37, 95], [1, 33, 3, 79, 67, 21, 15, 38, 44, 86], [39, 96, 93, 16, 17, 5, 89, 36, 64, 35], [51, 66, 78, 4, 25, 72, 40, 13, 97], [31, 98, 100, 43, 53, 12, 24, 29, 22, 91, 46, 90, 30], [27, 50, 77, 54, 57, 14, 99, 59, 60, 49, 63, 32], [94, 8, 84, 19, 10, 70, 28, 76, 80, 34, 56, 23, 2, 26]]"
"[49, 46, 86, 94, 5, 15, 48, 37, 25, 81, 71, 64, 91, 42, 72, 9, 82, 97, 30, 90, 47, 27, 78, 79, 85, 88, 2, 38, 24, 65, 19, 77, 18, 7, 33, 53, 23, 57, 26, 92, 44, 93, 84, 39, 67, 58, 63, 36, 34, 45, 14, 32, 76, 21, 40, 100, 3, 13, 11, 8, 99, 70, 60, 74, 66, 29, 59, 69, 22, 75, 52, 87, 10, 95, 51, 4, 98, 31, 1, 41, 17, 50, 68, 28, 73, 80, 96, 56, 35, 55, 6, 16, 61, 54, 43, 89, 62, 12, 20, 83]","[[94, 5, 49, 46, 86, 15], [37, 91, 42, 72, 25, 81, 71, 9, 64, 48, 82, 97], [78, 79, 30, 90, 47, 27], [2, 38, 85, 18, 7, 88, 19, 65, 33, 77, 24], [92, 44, 93, 84, 53, 26, 39, 67, 23, 57, 58], [34, 32, 63, 36, 76, 21, 40, 14, 100, 45], [13, 99, 59, 60, 8, 11, 66, 70, 69, 29, 3, 75, 74, 22], [10, 52, 87, 95], [73, 4, 41, 17, 98, 31, 1, 50, 51, 68, 80, 28], [89, 96, 6, 83, 16, 61, 43, 56, 55, 54, 12, 20, 35, 62]]"
"[59, 40, 9, 98, 88, 78, 71, 31, 83, 11, 53, 52, 92, 18, 94, 90, 55, 33, 1, 84, 61, 19, 24, 38, 72, 32, 23, 46, 66, 76, 95, 14, 6, 97, 85, 20, 99, 42, 39, 15, 56, 30, 54, 70, 25, 93, 86, 2, 74, 49, 79, 36, 27, 96, 12, 67, 62, 43, 34, 3, 91, 64, 63, 47, 37, 45, 17, 8, 80, 7, 35, 75, 28, 21, 50, 73, 4, 77, 51, 10, 100, 13, 57, 89, 69, 60, 22, 58, 29, 5, 87, 81, 26, 68, 41, 48, 44, 82, 65, 16]","[[83, 98, 59, 40, 78, 71, 9, 11, 31, 88], [53, 92, 72, 24, 55, 33, 1, 90, 19, 52, 18, 84, 61, 38, 94], [32, 66, 76, 23, 97, 95, 14, 85, 46, 6], [30, 20, 70, 99, 93, 86, 42, 15, 2, 74, 39, 56, 25, 54], [12, 67, 43, 96, 36, 49, 62, 79, 34, 3, 27], [91, 37, 17, 8, 45, 47, 64, 63], [28, 21, 73, 75, 4, 80, 50, 77, 51, 35, 10, 7], [60, 5, 100, 87, 57, 22, 13, 58, 89, 69, 29], [82, 65, 81, 26, 68, 41, 44, 16, 48]]"
"[34, 54, 13, 51, 49, 11, 2, 61, 6, 38, 10, 82, 83, 39, 81, 28, 3, 69, 62, 9, 93, 25, 79, 64, 91, 80, 41, 67, 65, 76, 1, 32, 40, 20, 14, 94, 30, 78, 24, 85, 87, 57, 100, 74, 8, 97, 18, 36, 52, 84, 21, 15, 16, 72, 63, 90, 33, 44, 59, 77, 7, 23, 47, 26, 71, 5, 99, 86, 73, 50, 19, 46, 22, 98, 75, 88, 68, 12, 53, 48, 70, 17, 27, 60, 95, 55, 56, 31, 35, 92, 4, 58, 45, 42, 96, 89, 43, 37, 29, 66]","[[2, 54, 34, 51, 10, 49, 11, 82, 83, 61, 38, 6, 13], [39, 3, 9, 81, 69, 62, 28], [91, 93, 41, 67, 25, 80, 76, 79, 65, 32, 64, 1], [40, 20, 30, 78, 24, 94, 87, 85, 100, 14, 57, 74], [52, 84, 16, 15, 72, 21, 97, 18, 8, 36, 63, 90, 33], [7, 47, 44, 59, 23, 77], [99, 98, 86, 75, 22, 73, 26, 71, 50, 19, 46, 5], [88, 68, 12, 53], [27, 95, 60, 17, 48, 70, 31, 35, 55, 56], [58, 89, 45, 96, 37, 92, 42, 43, 4, 29, 66]]"
"[14, 94, 81, 97, 93, 38, 6, 83, 72, 100, 76, 78, 19, 46, 36, 13, 41, 87, 5, 16, 92, 12, 60, 32, 79, 75, 63, 54, 71, 61, 95, 33, 51, 4, 58, 39, 90, 3, 42, 24, 65, 15, 28, 18, 27, 62, 8, 77, 84, 66, 52, 89, 47, 88, 34, 55, 25, 22, 99, 80, 53, 45, 69, 82, 67, 48, 64, 17, 29, 74, 98, 70, 21, 20, 96, 56, 35, 85, 11, 40, 50, 91, 57, 2, 26, 59, 86, 1, 31, 30, 73, 7, 68, 44, 37, 10, 23, 43, 49, 9]","[[81, 72, 97, 93, 38, 14, 100, 94, 6, 83], [46, 36, 19, 5, 16, 92, 13, 87, 41, 12, 76, 78], [60, 61, 95, 32, 63, 71, 79, 54, 75], [58, 42, 15, 39, 4, 24, 33, 65, 90, 51, 3, 28], [27, 77, 62, 8, 18], [99, 89, 84, 45, 47, 82, 52, 88, 69, 66, 34, 55, 25, 22, 80, 53], [67, 17, 48, 64], [29, 56, 74, 21, 35, 20, 70, 11, 85, 98, 96], [59, 86, 91, 57, 2, 40, 73, 50, 1, 31, 30, 26], [23, 43, 44, 37, 7, 49, 10, 9, 68]]"
"[1, 16, 17, 8, 54, 35, 65, 96, 100, 75, 81, 55, 77, 95, 12, 69, 5, 37, 13, 21, 70, 19, 2, 32, 11, 78, 47, 82, 28, 27, 3, 60, 38, 61, 9, 22, 83, 97, 76, 40, 6, 15, 14, 4, 86, 41, 80, 52, 63, 66, 25, 84, 90, 7, 57, 24, 79, 29, 36, 73, 20, 42, 43, 44, 62, 34, 94, 72, 74, 30, 50, 53, 71, 91, 68, 93, 89, 98, 18, 85, 99, 23, 59, 51, 48, 67, 49, 33, 10, 31, 92, 64, 39, 45, 58, 88, 26, 56, 87, 46]","[[100, 16, 17, 8, 75, 55, 54, 77, 81, 35, 65, 1, 96], [69, 70, 19, 5, 37, 95, 13, 2, 21, 12], [27, 3, 78, 32, 11, 47, 38, 61, 60, 82, 28], [6, 40, 14, 86, 83, 97, 15, 41, 22, 4, 80, 9, 76], [52, 36, 62, 63, 90, 20, 66, 34, 79, 29, 24, 25, 73, 57, 43, 42, 44, 84, 7], [53, 72, 74, 91, 94, 30, 71, 50, 68], [89, 18, 59, 99, 93, 85, 98, 23], [51, 48], [33, 67, 39, 92, 45, 49, 64, 10, 31, 58], [26, 56, 87, 46, 88]]"
"[6, 99, 17, 2, 84, 87, 20, 65, 88, 28, 64, 38, 94, 22, 90, 33, 15, 46, 85, 92, 73, 47, 70, 4, 27, 21, 3, 66, 51, 1, 39, 44, 13, 30, 18, 32, 93, 35, 40, 78, 75, 67, 36, 55, 50, 29, 53, 83, 41, 89, 100, 76, 19, 11, 71, 45, 42, 14, 68, 37, 26, 16, 54, 49, 72, 62, 10, 43, 5, 48, 74, 82, 63, 58, 80, 98, 81, 86, 97, 77, 95, 52, 31, 24, 59, 60, 7, 34, 79, 23, 25, 61, 8, 12, 9, 96, 91, 56, 69, 57]","[[6, 99, 38, 17, 84, 94, 20, 65, 64, 88, 28, 87, 2, 22], [73, 4, 15, 85, 92, 46, 47, 90, 33, 70, 27], [21, 3, 66, 51, 1, 39, 44, 13], [93, 40, 75, 67, 78, 35, 32, 30, 18], [89, 36, 83, 100, 41, 55, 50, 29, 53], [42, 14, 45, 19, 11, 71, 68, 76], [49, 16, 37, 72, 26, 54], [48, 82, 62, 10, 63, 80, 74, 43, 98, 5, 58], [86, 97, 81, 77], [95, 60, 61, 8, 7, 52, 31, 34, 79, 24, 23, 25, 59], [96, 91, 57, 56, 12, 9, 69]]"
"[84, 12, 75, 76, 39, 79, 73, 94, 83, 96, 65, 67, 45, 22, 32, 34, 3, 35, 8, 53, 51, 27, 87, 100, 74, 58, 72, 23, 2, 16, 40, 59, 49, 43, 64, 78, 93, 21, 61, 77, 92, 99, 90, 85, 14, 56, 62, 7, 91, 71, 80, 68, 33, 11, 6, 46, 82, 28, 88, 30, 25, 98, 81, 26, 37, 97, 19, 60, 24, 50, 29, 63, 89, 57, 54, 44, 4, 13, 1, 52, 17, 69, 95, 15, 10, 66, 86, 31, 20, 70, 9, 47, 5, 55, 42, 38, 41, 18, 48, 36]","[[96, 84, 83, 79, 76, 12, 75, 39, 73, 94], [45, 8, 32, 51, 65, 35, 34, 3, 22, 67, 53, 27], [58, 72, 74, 23, 2, 87, 100, 16], [40, 43, 59, 49, 64, 78], [90, 77, 21, 56, 92, 99, 93, 61, 85, 14], [28, 25, 80, 68, 71, 33, 30, 11, 62, 88, 7, 46, 82, 98, 91, 6], [81, 26, 19, 60, 37, 97], [29, 24, 54, 4, 50, 1, 69, 63, 17, 44, 57, 15, 13, 95, 89, 52], [9, 66, 20, 10, 70, 5, 86, 47, 31], [55, 41, 42, 38, 48, 36, 18]]"
"[49, 53, 81, 92, 84, 66, 85, 33, 13, 5, 69, 28, 60, 27, 30, 3, 73, 99, 10, 90, 96, 42, 70, 6, 29, 38, 77, 20, 37, 41, 47, 100, 94, 93, 65, 24, 32, 67, 59, 86, 34, 4, 71, 50, 54, 11, 63, 23, 8, 22, 35, 68, 88, 45, 43, 16, 74, 18, 15, 52, 25, 44, 48, 14, 39, 12, 72, 58, 9, 1, 97, 19, 82, 7, 76, 83, 78, 75, 64, 95, 61, 51, 17, 55, 89, 26, 36, 79, 21, 57, 40, 80, 62, 2, 31, 91, 87, 46, 98, 56]","[[81, 66, 49, 84, 92, 85, 53], [27, 10, 90, 30, 70, 69, 33, 3, 28, 73, 42, 13, 99, 96, 5, 60, 6], [29, 77, 20, 47, 94, 93, 37, 100, 38, 41], [32, 65, 24, 67, 59, 86], [4, 54, 34, 71, 11, 63, 50], [15, 43, 74, 22, 23, 35, 68, 88, 18, 8, 45, 16, 52], [58, 48, 14, 44, 72, 39, 25, 12, 9, 1], [89, 97, 95, 61, 17, 83, 82, 7, 64, 19, 51, 78, 76, 55, 75, 26], [98, 91, 46, 36, 62, 31, 79, 21, 2, 87, 57, 56, 40, 80]]"
"[60, 6, 25, 61, 15, 85, 30, 47, 26, 8, 11, 20, 77, 2, 84, 23, 70, 45, 89, 38, 28, 99, 95, 35, 96, 76, 39, 78, 82, 72, 79, 56, 10, 33, 55, 41, 34, 98, 80, 49, 43, 17, 24, 59, 12, 22, 97, 90, 71, 9, 83, 31, 73, 53, 94, 16, 51, 21, 65, 13, 32, 36, 92, 19, 57, 44, 5, 63, 48, 69, 42, 62, 54, 27, 87, 1, 88, 67, 3, 81, 75, 93, 37, 86, 91, 52, 66, 50, 64, 18, 14, 40, 46, 4, 7, 58, 100, 29, 74, 68]","[[30, 47, 60, 6, 61, 85, 15, 25, 26], [89, 99, 95, 2, 23, 38, 84, 45, 8, 11, 20, 70, 28, 77], [82, 96, 10, 33, 79, 78, 34, 35, 76, 55, 39, 56, 41, 72], [80, 49, 17, 98, 43], [22, 59, 97, 83, 31, 90, 71, 9, 24, 12], [94, 16, 21, 73, 53, 65, 51], [13, 57, 92, 44, 5, 36, 48, 19, 63, 32, 69], [27, 62, 87, 42, 54], [1, 88, 3, 81, 67, 75, 93, 86, 91, 37], [52, 18, 46, 64, 66, 50, 4, 14, 40], [7, 100, 74, 68, 29, 58]]"
