ruta_final
"[[83, 45, 17, 84, 5], [12, 80, 68, 50, 70, 19, 47, 48, 52, 27], [21, 56, 23, 67, 39, 4, 26, 28], [69, 76, 77, 3, 33, 81, 78, 79], [92, 37, 98, 85, 93, 60, 7, 88, 62, 10], [58, 40, 54, 25, 55, 24, 29, 34, 9, 51, 1], [53, 6, 94, 13, 2, 57, 87, 22, 41, 74, 75, 72, 73], [95, 96, 99, 59, 100, 91, 44, 38, 14, 43, 15, 42, 97], [61, 16, 86, 46, 36, 49, 64, 11, 82, 8, 18, 89], [63, 90, 32, 66, 71, 35, 65, 20, 30, 31]]"
"[[79, 78, 34, 29, 24, 39, 4, 54, 68, 80, 12, 28], [53, 13, 93, 85, 61, 84, 45, 83, 60, 5], [98, 91, 16, 44, 14, 100, 37, 97, 87, 58], [89, 48, 47, 36, 64, 49, 19, 62, 88, 52, 96, 99, 6], [18, 82, 7, 31, 70, 30, 66, 71, 35, 65], [27, 69, 76, 50, 1, 8, 46, 17, 86, 38, 43, 15, 42, 57], [77, 3, 33, 81, 9, 51, 20, 32, 90, 63, 11, 10], [26, 21, 73, 72, 74, 75, 56, 25, 55, 67, 23, 41, 22, 2, 40], [95, 92, 59, 94]]"
"[[50, 79, 3, 77, 76], [52, 48, 47, 46, 36, 49, 19, 11, 64, 63], [100, 14, 38, 43, 15, 57, 93, 5, 84, 96, 6], [51, 9, 71, 65, 66, 32, 90, 31, 27], [53, 89, 18, 82, 83, 8, 45, 17, 16, 86, 44, 42, 2, 73, 21], [13, 95, 97, 87, 58], [74, 75, 55, 25, 4, 56, 72, 54, 68, 80, 29, 24, 12, 28], [33, 81, 78, 34, 35, 20, 30, 70, 1, 69], [40, 41, 22, 23, 67, 39, 26], [88, 62, 10, 7, 60, 99, 59, 92, 37, 98, 85, 61, 91, 94]]"
"[[94, 59, 37, 14, 43, 41, 22, 74, 75, 72, 21, 73], [61, 16, 85, 99, 13, 2, 87, 92, 95, 97, 42, 15, 57], [52, 11, 64, 49, 36, 48, 7, 88, 1, 77, 68, 12], [18, 82, 8, 84, 5, 60, 83, 6, 89], [19, 47, 46, 45, 17, 86, 38, 44, 91, 100, 98, 93, 96], [53, 28, 27, 69, 10, 62, 31], [66, 65, 71, 35, 78, 34, 29, 24, 25, 55, 81, 9, 33], [26, 4, 39, 67, 23, 56, 54, 80, 79, 3, 76], [70, 30, 32, 63, 90, 20, 51, 50, 40, 58]]"
"[[96, 99, 93, 52, 9, 35, 65, 66, 71, 34, 29, 24, 12, 26], [54, 25, 55, 4, 22, 41, 57, 15, 43, 14, 44, 91], [76, 77, 78, 79, 80, 68, 3, 33, 70, 90, 63, 32, 30], [6, 84, 45, 17, 86, 38, 42, 97, 95, 92, 59, 94], [53, 39, 67, 23, 56, 75, 74, 72, 21], [28, 50, 1, 10, 19, 7, 11, 62, 88, 31, 69, 27], [89, 18, 83, 60, 5, 61, 16, 85, 98, 37, 100], [13, 87, 2, 73, 40, 58], [82, 48, 46, 8, 36, 47, 49, 64, 20, 51, 81]]"
"[[69, 70, 31], [2, 57, 15, 43, 14, 38, 44, 100, 37, 92, 95], [4, 39, 23, 67, 25, 55, 54, 12, 26, 53, 6, 96], [35, 65, 66, 71, 9, 33, 3, 77, 76, 27], [89, 18, 8, 46, 47, 36, 49, 64, 90, 32, 20, 30], [52, 88, 10, 51, 81, 34, 78, 79, 50, 1], [94, 99, 60, 7, 19, 11, 63, 62, 48, 82, 17, 45, 83], [98, 91, 86, 16, 85], [28, 68, 80, 29, 24, 40, 59, 93, 61, 84, 5], [21, 73, 74, 22, 56, 72, 75, 41, 42, 87, 97, 13, 58]]"
"[[52, 88, 31, 81, 78, 34, 71, 65, 9, 35, 33, 79, 50], [16, 86, 38, 44, 91, 100, 14, 42, 43, 15, 57], [58, 2, 41, 22, 74, 73, 40], [62, 11, 64, 49, 36, 46, 45, 17, 84, 61, 85, 98, 37, 94], [60, 83, 8, 19, 47, 48, 82, 7, 27], [87, 97, 92, 59, 93, 96, 6, 89], [72, 75, 56, 4, 80, 12, 28], [53, 13, 95, 99, 5, 18, 10, 32, 66, 20, 63, 90, 70], [76, 3, 77, 68, 24, 29, 51, 30, 1, 69], [54, 55, 25, 67, 23, 39, 21, 26]]"
"[[13, 95, 97, 87, 57, 2, 58, 40, 21], [43, 15, 38, 14, 44, 100, 42, 41, 23, 67, 39], [31, 88, 7, 8, 45, 46, 19, 63, 32, 90, 10, 70, 50, 3, 77, 12], [54, 24, 29, 34, 78, 79, 81, 20, 66, 65, 71, 35, 9], [28, 26, 53], [37, 98, 91, 93, 61, 86, 16, 85, 92], [94, 96, 59, 99, 5, 17, 84, 60, 6, 89], [62, 11, 64, 49, 36, 47, 69, 1, 76, 68, 80], [27, 30, 51, 33, 74, 75, 22, 72, 73, 56, 4, 55, 25], [18, 83, 48, 82, 52]]"
"[[11, 64, 49, 63, 32, 20, 90, 10, 88, 52, 6, 94], [18, 82, 46, 36, 8, 45, 61, 85], [26, 4, 56, 39, 75, 73, 40], [14, 38, 86, 44, 91, 16, 59, 92, 37, 100, 98, 93], [58, 2, 42, 43, 15, 57, 22, 74, 72, 21, 53], [89, 60, 83, 84, 17, 5, 99, 96, 12, 80, 78, 34, 35, 71, 65, 66], [7, 48, 47, 19, 62, 31, 69, 27], [28, 76, 77, 3, 79, 29, 24, 68], [54, 55, 25, 67, 23, 41, 50, 33, 81, 9, 51, 30, 70, 1], [13, 87, 97, 95]]"
"[[76, 12, 68, 54, 55, 25, 78, 9, 71, 81], [27, 31, 10, 70, 1, 69], [91, 44, 86, 17, 84, 5, 4, 39, 67, 23], [50, 3, 79, 77, 80, 24, 29, 34, 35, 65, 66, 30, 52, 89], [95, 92, 98, 85, 16, 61, 93, 99, 96], [18, 8, 82, 7, 28, 26, 21, 73, 74, 72, 75, 56, 22, 41, 15, 57], [33, 51, 20, 32, 90, 63, 64, 49, 36, 46, 45, 83, 60], [94, 59, 37, 100, 14, 43, 38, 42, 87, 97, 2, 40, 53], [58, 13, 6, 48, 47, 19, 11, 62, 88]]"
"[[85, 44, 14, 38, 86, 17, 46, 47, 48], [13, 95, 84, 45, 8, 62, 10, 30, 70, 31, 88, 52], [7, 19, 11, 63, 90, 1, 12, 80, 68], [6, 94, 96, 93, 16, 61, 91, 98, 92, 97, 87, 42, 15, 43, 100, 37], [54, 55, 25, 39, 56, 75, 67, 23, 4, 72, 21], [82, 36, 49, 64, 32, 51, 9, 34, 29, 24, 26], [18, 83, 60, 5, 99, 59, 89, 20, 66, 71, 65, 35], [27, 69, 50, 77, 79, 33, 81, 78, 3, 76, 28], [40, 2, 57, 41, 22, 74, 73, 58, 53]]"
"[[94, 95, 92, 37, 98, 59, 96], [80, 54, 4, 72, 21, 68, 3, 77, 76, 12, 26], [30, 20, 66, 65, 35, 34, 78], [58, 13, 6, 89, 7, 62, 88, 52, 27, 53], [47, 36, 49, 19, 48, 46, 45, 83], [60, 5, 84, 17, 86, 44, 38, 43, 14, 15, 74, 22, 41, 73], [57, 42, 100, 91, 61, 16, 85, 93], [69, 70, 10, 90, 32, 63, 64, 11, 8, 99, 97, 87, 2, 40], [75, 56, 39, 23, 67, 25, 55, 24, 29, 28], [33, 51, 71, 9, 81, 79, 50, 1, 31, 82, 18]]"
"[[72, 73, 2, 57, 42, 87, 97], [58, 21, 4, 54, 80, 68, 77, 26, 40, 13, 94], [50, 81, 78, 34, 35, 71, 9, 51, 33, 79, 3, 76, 28], [6, 96, 60, 83, 84, 86, 38, 43, 15, 14, 44, 46, 49, 64, 63, 90, 70], [48, 36, 47, 7, 88, 27], [10, 32, 66, 65, 20, 30, 11, 19, 62, 31], [52, 82, 8, 45, 17, 16, 91, 61, 5, 18, 89], [53, 12, 29, 24, 55, 25, 67, 39, 75, 22, 74, 56, 23, 41], [69, 1, 95, 99, 59, 93, 100, 98, 85, 37, 92]]"
"[[20, 66, 65, 35, 71, 9, 51, 70, 31, 69], [76, 77, 68, 80, 12, 26, 41, 22, 74, 72, 73, 21], [4, 39, 67, 23, 56, 75], [6, 5, 84, 17, 45, 46, 82, 7, 10, 90, 32, 30, 1, 28], [58, 40, 53], [96, 99, 61, 16, 86, 14, 44, 38, 91, 93], [57, 15, 43, 42, 97, 95], [54, 55, 25, 3, 79, 34, 78, 24, 29, 81, 33, 50], [19, 47, 48, 8, 83, 60, 18, 89, 27], [13, 2, 87, 100, 85, 37, 98, 92, 59, 94], [36, 49, 64, 63, 11, 62, 88, 52]]"
"[[88, 10, 90, 32, 20, 51, 54, 4, 56, 75, 72, 21, 40], [18, 8, 46, 48, 47, 36, 64, 49, 19, 62], [69, 31, 70, 30, 63, 11, 66, 65, 71, 1], [95, 37, 100, 14, 43, 38, 86, 44, 97, 87, 58], [13, 94, 6, 89, 27, 28, 12, 26, 53], [52, 7, 82, 60, 5, 61, 16, 91, 98, 92, 59, 96], [76, 80, 24, 55, 25, 39, 67, 23, 41, 15, 42, 57, 2], [99, 93, 85, 84, 17, 45, 83], [50, 3, 79, 78, 29, 68, 77, 81, 33, 9, 35, 34], [73, 22, 74]]"
"[[85, 14, 42, 57, 41, 22, 73, 2, 6, 89], [50, 71, 81, 33, 9, 51, 20, 30, 70, 31, 52], [93, 61, 84, 5, 99, 59, 95, 92, 44, 16, 91, 100, 98, 37], [13, 58, 21, 75, 23, 67, 25, 55, 80, 68, 12], [3, 79, 78, 29, 24, 34, 35, 65, 66], [64, 49, 36, 46, 45, 8, 82, 48, 90, 32, 63, 10, 88], [53, 28, 77, 76, 1, 69, 27], [18, 83, 60, 96, 94, 26, 54, 4, 39, 56, 74, 72, 40], [7, 62, 11, 19, 47, 17, 86, 38, 43, 15, 87, 97]]"
"[[80, 68, 24, 29, 77, 3, 79, 76], [51, 66, 20, 30, 70, 31, 1], [27, 88, 7, 84, 5, 17, 45, 46, 49, 64, 11, 62], [92, 100, 14, 38, 43, 15, 42], [50, 33, 81, 78, 34, 35, 65, 71, 9, 53, 58], [52, 18, 40, 73, 22, 41, 57, 87, 97, 13], [96, 99, 59, 98, 37, 2, 74, 75, 56, 39, 4, 26], [89, 6, 60, 83, 8, 82, 47, 48, 36, 19, 10, 90, 63, 32, 69], [28, 12, 54, 55, 25, 67, 23, 72, 21], [95, 61, 44, 86, 16, 91, 85, 93, 94]]"
"[[31, 88, 83, 60, 99, 59, 93, 85, 61, 98, 92, 95], [78, 34, 79, 77, 3, 68, 80, 26, 73, 21, 74, 41, 22, 15, 43, 57], [23, 67, 39, 33, 51, 66, 20, 30], [90, 32, 63, 64, 49, 19, 48, 7, 52], [40, 4, 25, 55, 54, 24, 29, 81, 9, 71, 65, 35, 1], [58, 2, 75, 56, 72], [18, 82, 47, 36, 46, 8, 45, 17, 84, 5, 96, 6], [28, 12, 76, 50], [27, 69, 70, 10, 62, 11, 89, 94, 13, 53], [37, 14, 38, 86, 16, 44, 91, 100, 42, 87, 97]]"
"[[26, 54, 55, 25, 39, 67, 23, 56], [50, 33, 81, 78, 9, 51, 30, 70, 32, 90, 19, 48, 82], [88, 62, 11, 64, 63, 10, 31, 69], [14, 38, 43, 42, 100, 37, 92, 59, 94], [53, 58, 13, 95, 97, 12, 80, 4, 75, 22, 41, 74], [8, 49, 36, 47, 46, 45, 17, 61, 87, 15, 57, 2, 40], [27, 28, 76, 77, 68, 3, 79, 1, 7, 18, 52], [6, 96, 5, 60], [83, 84, 86, 44, 16, 91, 98, 85, 93, 99, 89], [20, 66, 65, 35, 71, 34, 29, 24, 72, 73, 21]]"
"[[89, 27], [6, 96, 95, 97, 15, 41, 54, 80, 78, 34, 79, 3, 77, 12, 28], [74, 75, 22, 57, 87, 37, 98, 59], [69, 70, 20, 66, 9, 33, 81, 51, 30, 10, 31, 52], [1, 71, 65, 35, 50, 76, 68, 55, 25, 4, 26], [93, 61, 16, 85, 86, 44, 91, 100], [8, 46, 45, 17, 5, 84, 60, 99, 92, 42, 43, 38, 14], [88, 62, 63, 90, 32, 29, 24, 39, 67, 23, 56], [53, 40, 21, 72, 73, 2, 58, 13, 94], [7, 19, 11, 64, 49, 36, 47, 48, 82, 83, 18]]"

ESTADÍSTICAS
operador,Swap
instancia,CMT3.vrp
conSplit,true
num_ejecuciones,30
tiempo_total_ms,219947.8166
mejor_costo,1081.38
mejor_ruta,"[[79, 78, 34, 29, 24, 39, 4, 54, 68, 80, 12, 28], [53, 13, 93, 85, 61, 84, 45, 83, 60, 5], [98, 91, 16, 44, 14, 100, 37, 97, 87, 58], [89, 48, 47, 36, 64, 49, 19, 62, 88, 52, 96, 99, 6], [18, 82, 7, 31, 70, 30, 66, 71, 35, 65], [27, 69, 76, 50, 1, 8, 46, 17, 86, 38, 43, 15, 42, 57], [77, 3, 33, 81, 9, 51, 20, 32, 90, 63, 11, 10], [26, 21, 73, 72, 74, 75, 56, 25, 55, 67, 23, 41, 22, 2, 40], [95, 92, 59, 94]]"
peor_costo,1162.88
peor_ruta,"[[13, 95, 97, 87, 57, 2, 58, 40, 21], [43, 15, 38, 14, 44, 100, 42, 41, 23, 67, 39], [31, 88, 7, 8, 45, 46, 19, 63, 32, 90, 10, 70, 50, 3, 77, 12], [54, 24, 29, 34, 78, 79, 81, 20, 66, 65, 71, 35, 9], [28, 26, 53], [37, 98, 91, 93, 61, 86, 16, 85, 92], [94, 96, 59, 99, 5, 17, 84, 60, 6, 89], [62, 11, 64, 49, 36, 47, 69, 1, 76, 68, 80], [27, 30, 51, 33, 74, 75, 22, 72, 73, 56, 4, 55, 25], [18, 83, 48, 82, 52]]"
promedio,1128.34
desviacion_tipica,20.34
