ruta_final
"[[84, 92, 40, 21, 23, 67, 68, 29, 34, 78, 33, 9, 30, 69], [1, 19, 32, 20, 25, 75, 73, 57, 97, 100, 16, 17, 46, 6], [95, 52, 8, 49, 11, 31, 71, 79, 77, 26], [80, 24, 55, 39, 72, 2, 42, 38, 44, 91, 60, 45, 36, 62, 70, 51, 50], [27, 66, 65, 81, 3, 54, 56, 74, 22, 14, 99], [10, 64, 82, 83, 85], [48, 18, 96, 59, 98, 37, 43, 15, 87, 53, 12], [89, 5, 61, 86, 94, 13, 58, 28, 76, 90, 88], [35, 63, 47, 7, 93, 41, 4]]"
"[[3, 33, 65, 66, 64, 7, 84, 91, 44, 72, 74, 75, 4, 21], [54, 70, 32, 49, 83, 85, 97, 2, 40, 53], [6, 99, 92, 37, 98, 8, 48, 19, 11, 31, 68, 12], [14, 63, 51, 77], [60, 61, 13, 87, 22, 15, 42, 86, 17, 45, 46, 88, 90, 20, 34, 76], [95, 41, 38, 16, 96, 18, 47, 62, 9, 1, 69, 27], [26, 29, 55, 25, 73, 94, 59, 100, 93, 5], [58, 28, 50, 78, 35, 71, 10, 36, 82, 52], [30, 81, 79, 80, 24, 67, 39, 56, 23, 43, 57, 89]]"
"[[52, 86, 16, 92], [31, 62, 33, 79, 39, 72, 59, 6], [27, 73, 25, 54, 35, 71, 64, 19, 84, 85, 91, 98, 99, 13], [40, 26, 55, 80, 76, 77, 3, 34, 20, 70, 10, 46, 17, 38, 44, 96, 89], [53, 87, 95, 94, 18, 88, 50], [45, 48, 11, 32, 81, 68, 12, 75], [60, 100, 74, 29, 28], [1, 9, 82, 83, 37, 97, 42, 43, 2, 22, 23, 67, 21, 58], [51, 30, 49, 47, 8, 14, 15, 57], [5, 61, 93, 41, 56, 4, 24, 78, 65, 66, 90, 63, 36, 7, 69]]"
"[[73, 41, 2, 97, 18, 62, 65, 76], [96, 5, 61, 98, 42, 74, 26, 68, 9, 32, 10], [77, 3, 29, 39, 75, 22, 57, 85], [86, 100, 87, 54, 34, 35, 71, 66, 70, 88, 69], [31, 11, 30, 51, 1, 24, 55, 25, 15, 38, 83, 99, 95, 94], [27, 52, 47, 36, 8, 17, 84, 91, 72, 21], [67, 81, 20, 63, 64, 49, 19, 48, 45, 60, 6, 89], [40, 58, 13, 93, 43, 14, 16, 46, 7, 90, 33, 78, 79, 80, 12], [28, 50, 82, 44, 37, 59, 92, 23, 56, 4, 53]]"
"[[52, 84, 86, 42, 87, 74, 72, 56, 68, 71, 27], [54, 80, 77, 3, 35, 66, 11, 36, 46, 83, 17, 44, 59, 96, 94], [69, 31, 19, 8, 18, 85, 98, 37, 38, 41, 23, 73, 21], [28, 9, 65, 90, 10, 16, 99, 89], [33, 20, 62, 82, 5, 91, 14, 97, 2, 13, 6], [39, 67, 57, 92, 93, 61], [48, 88, 70, 32, 51, 50, 1, 53, 75, 58], [4, 25, 55, 78, 81, 30, 63, 64, 47, 7, 100, 43, 95], [49, 45, 60, 15, 22, 24, 29, 34, 79, 76, 12, 26, 40]]"
"[[69, 81, 3, 55, 25, 23, 72, 37, 86, 94], [53, 74, 56, 24, 80, 68, 34, 65, 9, 10, 36, 46, 8, 99, 97], [7, 45, 59, 100, 57, 22, 39, 54, 35, 76, 58], [60, 84, 16, 91, 96, 73, 21, 4, 12, 71, 66, 32, 70, 27, 28], [50, 77, 79, 33, 51, 52, 18, 83, 44, 92, 2, 13], [30, 63, 64, 11, 82, 61, 85, 14, 98, 93, 6], [40, 26, 67, 29, 78, 20, 90, 88, 19, 49, 17, 38, 95, 89], [75, 41, 15, 87, 5, 48, 47, 62, 31], [1, 43, 42]]"
"[[73, 72, 4, 54, 79, 70, 31, 19, 18, 44, 91, 95], [99, 98, 92, 58, 40, 53, 12, 77, 3, 33, 66, 90, 10, 7, 27], [30, 81, 55, 26, 2, 37, 100, 38, 16, 17, 96], [8, 47, 36, 11, 63, 71, 51, 68, 80, 23, 15, 87], [65, 35, 78, 29, 21, 74, 75, 41, 43, 42, 97, 59, 6, 5, 46, 82], [67, 9], [56, 69, 49, 45, 86, 61, 93, 94, 89], [28, 39, 24, 20, 32, 64, 62, 84, 85, 13], [52, 88, 48, 83, 60, 14, 57, 22, 25, 34, 76, 50, 1]]"
"[[28, 78, 34, 20, 70, 63, 62, 7, 52, 94], [53, 80, 72, 56, 67, 23, 41, 74, 13, 95, 99, 45, 6], [22, 59, 61, 64, 66, 51, 81, 71, 35, 29, 24, 25, 33, 1], [96, 97, 92, 98, 91, 85, 83, 36, 11, 90, 10, 31, 27], [18, 82, 48, 86, 44, 100, 73, 55, 77], [75, 12, 3, 65, 30, 88, 47, 16, 42, 57, 93, 89], [58, 87, 37, 43, 15, 2, 39, 4, 40, 26, 76, 50], [54, 68, 69, 32, 49, 19, 8, 17, 38, 14], [60, 5, 84, 46, 9, 79, 21]]"
"[[69, 47, 52, 89, 95, 61, 42, 43, 57, 2, 23, 39, 77], [27, 29, 81, 35, 71, 20, 32, 8, 45, 100, 99], [53, 54, 50, 51, 63, 88, 83, 84, 38, 44, 59], [70, 76, 4, 67, 41, 15, 87, 96, 5, 60, 46, 36, 18, 94], [92, 97, 40, 72, 56, 26, 3, 79, 34, 66, 90, 62, 1], [21, 55, 78, 33, 30, 7, 48, 17, 86, 16, 91, 93, 6], [12, 68, 24, 25, 22, 74, 73, 13, 85, 82], [31, 10, 11, 49], [58, 37, 98, 14, 75, 80, 9, 65, 64, 19, 28]]"
"[[52, 48, 84, 38, 13, 24, 79, 34, 71, 32, 1, 50], [74, 75, 22, 42, 37, 5, 8, 47, 36, 11, 66, 65, 51, 69], [25, 67, 39, 41, 15, 61, 86, 17, 18, 62, 20, 35, 76], [88, 49, 83, 44, 91, 98, 95, 2, 56, 55, 54, 77, 9], [94, 97, 43, 16, 60, 89, 19, 90, 10, 3, 4, 72, 40], [53, 26, 21, 23, 68, 29, 81, 33, 64, 96], [6, 59, 92, 87, 14, 85, 99, 45, 7, 63, 70, 27], [28, 12, 80, 78, 30, 31, 82, 46, 93, 100, 57, 73, 58]]"
"[[40, 41, 67, 39, 12, 24, 34, 35, 90, 45, 5, 61, 16, 91, 37], [6, 96, 93, 60, 11, 66, 70, 1, 54, 55, 23, 4, 26, 53], [13, 58, 72, 15, 42, 92, 7, 88, 63, 32, 20, 31, 76], [79, 65, 48, 84, 17, 14, 100, 95, 94, 2, 21], [52, 82, 47, 10, 69, 50, 68, 25, 75, 22, 73, 28], [99, 98, 44, 85, 83, 8, 36, 49, 51, 9, 3, 56, 57], [89, 97, 87, 86, 46, 19, 64, 33, 81, 78, 77, 80, 27], [29, 71, 30, 62, 18, 59, 38, 43, 74]]"
"[[28, 26, 4, 24, 79, 64, 96, 94, 57, 2, 58], [89, 5, 99, 21, 72, 74, 67, 25, 55, 3, 20, 90, 70, 31, 27], [6, 83, 48, 52, 69, 50, 77, 29, 23, 87, 53], [42, 15, 38, 44, 100, 98, 61, 84, 60, 8, 46, 36, 47, 82, 30, 76], [56, 85, 18, 7, 49, 19, 88, 51, 71, 35, 9], [68, 33, 65, 32], [92, 37, 93, 91, 86, 14, 43, 41, 39, 40, 81], [73, 13, 95, 97, 59, 16, 17, 45, 11, 62, 10, 78], [22, 75, 54, 12, 80, 34, 66, 63, 1]]"

ESTADÍSTICAS
operador,2-opt
instancia,CMT3.vrp
conSplit,true
num_ejecuciones,30
tiempo_total_ms,1460.0836
mejor_costo,1661.01
mejor_ruta,"[[52, 59, 92, 14, 42, 15, 75, 67, 4, 68], [22, 23, 43, 57, 87, 94, 17, 46, 88, 10, 32, 50], [1, 9, 81, 78, 29, 80, 55, 72, 74, 73, 21, 40, 100, 99, 45], [69, 63, 11, 36, 48, 16, 85, 98, 53, 56, 79, 28], [12, 76, 33, 34, 35, 30, 31, 47, 82, 37, 41, 2, 58], [70, 71, 65, 66, 20, 90, 64, 19, 8, 60, 5, 86, 44], [13, 97, 38, 83, 62, 27, 77, 3, 24, 25, 54, 26], [39, 51, 49, 7, 18, 84, 61, 91, 93, 96, 95, 6, 89]]"
peor_costo,1797.01
peor_ruta,"[[73, 72, 4, 54, 79, 70, 31, 19, 18, 44, 91, 95], [99, 98, 92, 58, 40, 53, 12, 77, 3, 33, 66, 90, 10, 7, 27], [30, 81, 55, 26, 2, 37, 100, 38, 16, 17, 96], [8, 47, 36, 11, 63, 71, 51, 68, 80, 23, 15, 87], [65, 35, 78, 29, 21, 74, 75, 41, 43, 42, 97, 59, 6, 5, 46, 82], [67, 9], [56, 69, 49, 45, 86, 61, 93, 94, 89], [28, 39, 24, 20, 32, 64, 62, 84, 85, 13], [52, 88, 48, 83, 60, 14, 57, 22, 25, 34, 76, 50, 1]]"
promedio,1735.89
desviacion_tipica,32.16
