permutacion_inicial,ruta_final
"[47, 51, 38, 11, 10, 86, 87, 98, 82, 73, 70, 96, 100, 18, 37, 34, 28, 71, 32, 97, 99, 24, 57, 95, 17, 29, 4, 52, 91, 85, 20, 68, 61, 50, 8, 49, 55, 67, 22, 43, 72, 36, 89, 94, 31, 74, 59, 9, 79, 69, 75, 88, 26, 53, 77, 27, 76, 7, 19, 92, 12, 16, 23, 40, 6, 62, 33, 64, 2, 39, 58, 15, 3, 30, 90, 1, 93, 13, 84, 42, 44, 41, 83, 65, 14, 25, 56, 48, 35, 54, 45, 21, 60, 78, 81, 80, 46, 66, 63, 5]","[[51, 47], [73, 87, 37, 98, 100, 38, 86, 96, 18, 82, 11, 10, 70], [17, 99, 95, 97, 57, 24, 34, 71, 32, 28], [91, 85, 52, 20, 29, 68, 4], [72, 55, 67, 22, 43, 61, 8, 49, 50], [75, 74, 59, 94, 89, 36, 31, 69, 9, 79], [27, 7, 19, 88, 76, 77, 12, 26, 53, 92], [40, 23, 16, 6, 62, 64, 33], [58, 2, 15, 39, 3, 30, 90, 1], [13, 93, 83, 84, 44, 42, 41, 65], [35, 54, 25, 56, 14, 48], [60, 5, 45, 46, 63, 66, 81, 78, 80, 21]]"
"[28, 80, 42, 91, 66, 92, 95, 39, 8, 69, 86, 96, 7, 71, 81, 27, 49, 25, 16, 24, 21, 13, 78, 2, 77, 9, 82, 18, 72, 43, 37, 59, 74, 30, 1, 36, 22, 48, 70, 57, 83, 75, 32, 76, 55, 89, 50, 10, 93, 67, 65, 46, 51, 52, 29, 79, 5, 14, 88, 68, 17, 53, 90, 47, 34, 35, 26, 84, 3, 85, 58, 19, 64, 94, 73, 98, 44, 60, 11, 54, 97, 87, 15, 23, 41, 56, 62, 99, 61, 45, 63, 33, 6, 12, 4, 40, 100, 31, 20, 38]","[[28, 66, 80, 39, 42, 91, 92, 95], [27, 81, 71, 69, 7, 49, 8, 86, 96], [13, 2, 21, 25, 24, 77, 78, 9, 82, 18, 16], [1, 70, 30, 36, 48, 59, 37, 43, 22, 74, 72], [83, 32, 76, 55, 75, 57], [50, 10, 51, 65, 79, 29, 67, 93, 46, 52, 89], [53, 26, 68, 3, 34, 35, 90, 88, 47, 17, 84, 5, 14], [58, 73, 94, 98, 44, 85, 60, 19, 64, 11], [54, 56, 23, 41, 15, 87, 97], [6, 99, 100, 38, 61, 45, 31, 62, 63, 20, 33, 12, 4, 40]]"
"[75, 2, 56, 97, 39, 99, 83, 13, 20, 22, 26, 31, 64, 100, 61, 89, 87, 84, 40, 96, 35, 48, 15, 62, 76, 81, 49, 41, 8, 46, 10, 44, 42, 80, 9, 66, 52, 14, 45, 18, 59, 38, 4, 3, 5, 12, 63, 85, 7, 21, 95, 30, 68, 55, 79, 53, 16, 65, 27, 1, 93, 23, 91, 86, 98, 82, 78, 94, 57, 29, 17, 36, 6, 71, 58, 88, 47, 90, 11, 69, 50, 70, 67, 54, 51, 43, 25, 37, 28, 34, 19, 77, 72, 92, 33, 73, 32, 60, 74, 24]","[[83, 99, 97, 2, 75, 56, 39, 13], [26, 40, 22, 87, 100, 61, 84, 96, 89, 31, 64, 20], [41, 15, 42, 44, 8, 46, 48, 49, 62, 10, 35, 81, 76], [66, 9, 3, 80, 4, 59, 14, 38, 45, 18, 52], [12, 63, 7, 5, 85], [27, 1, 30, 65, 79, 68, 55, 21, 16, 95, 53], [78, 29, 23, 57, 94, 93, 98, 91, 86, 82], [6, 17, 47, 36, 11, 90, 88, 69, 70, 71, 51, 50, 54, 67, 58], [28, 19, 32, 33, 34, 77, 24, 25, 72, 73, 74, 43, 37, 92, 60]]"
"[18, 58, 74, 7, 6, 48, 61, 9, 41, 71, 85, 69, 62, 42, 45, 73, 75, 68, 55, 52, 87, 83, 92, 65, 88, 95, 82, 81, 20, 11, 47, 37, 33, 3, 21, 79, 15, 38, 44, 86, 1, 67, 36, 64, 93, 17, 39, 96, 89, 35, 5, 16, 78, 72, 97, 40, 51, 66, 4, 25, 13, 31, 43, 24, 29, 53, 12, 98, 46, 90, 100, 22, 91, 30, 57, 59, 99, 50, 49, 60, 27, 63, 77, 54, 14, 32, 94, 23, 2, 19, 84, 28, 10, 76, 80, 34, 70, 8, 56, 26]","[[58, 74, 41, 61, 6, 18, 48, 7, 71, 9], [68, 55, 75, 73, 87, 42, 92, 85, 45, 83, 52, 62, 69], [95, 37, 88, 82, 47, 11, 20, 65, 81], [1, 33, 79, 3, 67, 21, 15, 38, 86, 44], [89, 96, 93, 5, 16, 17, 36, 64, 35, 39], [13, 97, 40, 72, 4, 25, 78, 66, 51], [31, 30, 90, 46, 91, 98, 100, 43, 22, 24, 29, 12, 53], [57, 14, 59, 99, 60, 49, 63, 32, 50, 77, 54, 27], [28, 76, 80, 34, 70, 10, 19, 8, 84, 94, 2, 23, 56, 26]]"
"[49, 46, 86, 94, 5, 15, 48, 37, 25, 81, 71, 64, 91, 42, 72, 9, 82, 97, 30, 90, 47, 27, 78, 79, 85, 88, 2, 38, 24, 65, 19, 77, 18, 7, 33, 53, 23, 57, 26, 92, 44, 93, 84, 39, 67, 58, 63, 36, 34, 45, 14, 32, 76, 21, 40, 100, 3, 13, 11, 8, 99, 70, 60, 74, 66, 29, 59, 69, 22, 75, 52, 87, 10, 95, 51, 4, 98, 31, 1, 41, 17, 50, 68, 28, 73, 80, 96, 56, 35, 55, 6, 16, 61, 54, 43, 89, 62, 12, 20, 83]","[[49, 46, 5, 86, 15, 94], [25, 72, 42, 97, 37, 91, 82, 48, 64, 71, 9, 81], [27, 47, 90, 30, 78, 79], [2, 38, 85, 18, 7, 19, 88, 65, 33, 77, 24], [53, 58, 92, 93, 84, 44, 57, 23, 67, 39, 26], [40, 21, 14, 100, 45, 36, 63, 32, 34, 76], [69, 70, 66, 11, 8, 60, 99, 59, 13, 74, 22, 75, 29, 3], [10, 52, 95, 87], [28, 68, 80, 4, 73, 41, 98, 17, 31, 1, 51, 50], [89, 83, 62, 20, 35, 12, 54, 55, 56, 43, 16, 61, 96, 6]]"
"[59, 40, 9, 98, 88, 78, 71, 31, 83, 11, 53, 52, 92, 18, 94, 90, 55, 33, 1, 84, 61, 19, 24, 38, 72, 32, 23, 46, 66, 76, 95, 14, 6, 97, 85, 20, 99, 42, 39, 15, 56, 30, 54, 70, 25, 93, 86, 2, 74, 49, 79, 36, 27, 96, 12, 67, 62, 43, 34, 3, 91, 64, 63, 47, 37, 45, 17, 8, 80, 7, 35, 75, 28, 21, 50, 73, 4, 77, 51, 10, 100, 13, 57, 89, 69, 60, 22, 58, 29, 5, 87, 81, 26, 68, 41, 48, 44, 82, 65, 16]","[[78, 9, 71, 31, 88, 11, 83, 98, 59, 40], [53, 72, 55, 24, 33, 1, 90, 19, 52, 18, 84, 61, 38, 92, 94], [23, 76, 66, 32, 46, 85, 14, 97, 95, 6], [70, 30, 20, 54, 25, 39, 56, 74, 2, 15, 42, 86, 93, 99], [12, 3, 79, 34, 67, 43, 96, 36, 49, 62, 27], [37, 91, 17, 45, 8, 47, 64, 63], [28, 50, 7, 10, 51, 35, 77, 80, 4, 75, 73, 21], [13, 58, 22, 57, 87, 100, 5, 60, 89, 69, 29], [48, 82, 16, 44, 41, 26, 68, 81, 65]]"
"[34, 54, 13, 51, 49, 11, 2, 61, 6, 38, 10, 82, 83, 39, 81, 28, 3, 69, 62, 9, 93, 25, 79, 64, 91, 80, 41, 67, 65, 76, 1, 32, 40, 20, 14, 94, 30, 78, 24, 85, 87, 57, 100, 74, 8, 97, 18, 36, 52, 84, 21, 15, 16, 72, 63, 90, 33, 44, 59, 77, 7, 23, 47, 26, 71, 5, 99, 86, 73, 50, 19, 46, 22, 98, 75, 88, 68, 12, 53, 48, 70, 17, 27, 60, 95, 55, 56, 31, 35, 92, 4, 58, 45, 42, 96, 89, 43, 37, 29, 66]","[[13, 2, 54, 34, 51, 10, 11, 49, 82, 83, 61, 38, 6], [69, 62, 9, 81, 3, 39, 28], [93, 91, 41, 67, 25, 80, 79, 65, 32, 64, 1, 76], [40, 94, 85, 100, 14, 87, 57, 74, 24, 78, 20, 30], [21, 72, 15, 97, 16, 84, 18, 52, 8, 36, 63, 90, 33], [77, 23, 44, 59, 47, 7], [26, 73, 75, 22, 98, 99, 5, 86, 46, 19, 71, 50], [88, 68, 12, 53], [27, 95, 60, 17, 48, 31, 70, 35, 55, 56], [89, 45, 96, 92, 37, 42, 43, 58, 4, 29, 66]]"
"[14, 94, 81, 97, 93, 38, 6, 83, 72, 100, 76, 78, 19, 46, 36, 13, 41, 87, 5, 16, 92, 12, 60, 32, 79, 75, 63, 54, 71, 61, 95, 33, 51, 4, 58, 39, 90, 3, 42, 24, 65, 15, 28, 18, 27, 62, 8, 77, 84, 66, 52, 89, 47, 88, 34, 55, 25, 22, 99, 80, 53, 45, 69, 82, 67, 48, 64, 17, 29, 74, 98, 70, 21, 20, 96, 56, 35, 85, 11, 40, 50, 91, 57, 2, 26, 59, 86, 1, 31, 30, 73, 7, 68, 44, 37, 10, 23, 43, 49, 9]","[[81, 72, 97, 100, 14, 38, 93, 83, 6, 94], [13, 41, 87, 92, 16, 5, 46, 36, 19, 78, 76, 12], [60, 61, 95, 75, 54, 79, 71, 32, 63], [58, 42, 15, 39, 4, 24, 3, 33, 51, 65, 90, 28], [18, 8, 62, 77, 27], [89, 52, 69, 88, 82, 47, 45, 84, 99, 22, 25, 55, 34, 66, 80, 53], [67, 17, 48, 64], [96, 85, 98, 21, 74, 56, 29, 35, 20, 70, 11], [59, 86, 91, 57, 2, 73, 40, 26, 50, 30, 31, 1], [37, 44, 43, 23, 68, 9, 10, 49, 7]]"
"[1, 16, 17, 8, 54, 35, 65, 96, 100, 75, 81, 55, 77, 95, 12, 69, 5, 37, 13, 21, 70, 19, 2, 32, 11, 78, 47, 82, 28, 27, 3, 60, 38, 61, 9, 22, 83, 97, 76, 40, 6, 15, 14, 4, 86, 41, 80, 52, 63, 66, 25, 84, 90, 7, 57, 24, 79, 29, 36, 73, 20, 42, 43, 44, 62, 34, 94, 72, 74, 30, 50, 53, 71, 91, 68, 93, 89, 98, 18, 85, 99, 23, 59, 51, 48, 67, 49, 33, 10, 31, 92, 64, 39, 45, 58, 88, 26, 56, 87, 46]","[[1, 65, 35, 81, 77, 54, 55, 75, 96, 100, 16, 17, 8], [19, 70, 69, 12, 21, 2, 37, 5, 95, 13], [27, 28, 3, 78, 32, 11, 47, 82, 60, 61, 38], [76, 9, 80, 4, 22, 41, 15, 14, 86, 83, 6, 97, 40], [52, 7, 36, 62, 63, 90, 20, 66, 34, 79, 29, 24, 25, 73, 57, 42, 43, 44, 84], [53, 94, 91, 74, 72, 68, 71, 30, 50], [89, 18, 99, 93, 85, 98, 59, 23], [51, 48], [92, 45, 49, 64, 10, 31, 33, 67, 39, 58], [88, 46, 87, 56, 26]]"
"[6, 99, 17, 2, 84, 87, 20, 65, 88, 28, 64, 38, 94, 22, 90, 33, 15, 46, 85, 92, 73, 47, 70, 4, 27, 21, 3, 66, 51, 1, 39, 44, 13, 30, 18, 32, 93, 35, 40, 78, 75, 67, 36, 55, 50, 29, 53, 83, 41, 89, 100, 76, 19, 11, 71, 45, 42, 14, 68, 37, 26, 16, 54, 49, 72, 62, 10, 43, 5, 48, 74, 82, 63, 58, 80, 98, 81, 86, 97, 77, 95, 52, 31, 24, 59, 60, 7, 34, 79, 23, 25, 61, 8, 12, 9, 96, 91, 56, 69, 57]","[[28, 22, 2, 87, 94, 6, 99, 38, 17, 84, 64, 65, 20, 88], [4, 73, 15, 92, 85, 46, 47, 90, 70, 33, 27], [13, 44, 21, 39, 3, 51, 66, 1], [40, 75, 67, 78, 35, 30, 32, 18, 93], [89, 36, 83, 100, 41, 55, 29, 50, 53], [42, 14, 45, 19, 11, 71, 68, 76], [49, 16, 37, 72, 54, 26], [58, 80, 74, 43, 98, 5, 82, 48, 62, 63, 10], [86, 97, 77, 81], [23, 25, 24, 34, 79, 31, 52, 7, 8, 60, 61, 59, 95], [69, 9, 12, 56, 57, 91, 96]]"
"[84, 12, 75, 76, 39, 79, 73, 94, 83, 96, 65, 67, 45, 22, 32, 34, 3, 35, 8, 53, 51, 27, 87, 100, 74, 58, 72, 23, 2, 16, 40, 59, 49, 43, 64, 78, 93, 21, 61, 77, 92, 99, 90, 85, 14, 56, 62, 7, 91, 71, 80, 68, 33, 11, 6, 46, 82, 28, 88, 30, 25, 98, 81, 26, 37, 97, 19, 60, 24, 50, 29, 63, 89, 57, 54, 44, 4, 13, 1, 52, 17, 69, 95, 15, 10, 66, 86, 31, 20, 70, 9, 47, 5, 55, 42, 38, 41, 18, 48, 36]","[[83, 84, 96, 94, 73, 75, 39, 12, 79, 76], [27, 45, 8, 32, 51, 65, 35, 34, 3, 67, 22, 53], [58, 72, 23, 74, 2, 87, 100, 16], [40, 43, 59, 49, 64, 78], [77, 90, 99, 92, 93, 85, 61, 14, 56, 21], [28, 25, 80, 68, 33, 71, 30, 11, 62, 88, 7, 82, 46, 91, 98, 6], [97, 37, 60, 19, 81, 26], [89, 17, 44, 15, 57, 95, 13, 4, 54, 24, 29, 50, 1, 69, 63, 52], [31, 70, 9, 66, 20, 10, 47, 86, 5], [55, 41, 42, 38, 36, 48, 18]]"
"[49, 53, 81, 92, 84, 66, 85, 33, 13, 5, 69, 28, 60, 27, 30, 3, 73, 99, 10, 90, 96, 42, 70, 6, 29, 38, 77, 20, 37, 41, 47, 100, 94, 93, 65, 24, 32, 67, 59, 86, 34, 4, 71, 50, 54, 11, 63, 23, 8, 22, 35, 68, 88, 45, 43, 16, 74, 18, 15, 52, 25, 44, 48, 14, 39, 12, 72, 58, 9, 1, 97, 19, 82, 7, 76, 83, 78, 75, 64, 95, 61, 51, 17, 55, 89, 26, 36, 79, 21, 57, 40, 80, 62, 2, 31, 91, 87, 46, 98, 56]","[[53, 92, 85, 84, 49, 66, 81], [28, 3, 33, 30, 90, 10, 70, 69, 27, 6, 60, 5, 99, 96, 42, 73, 13], [77, 29, 20, 47, 94, 93, 37, 100, 38, 41], [32, 65, 24, 67, 86, 59], [4, 54, 50, 34, 71, 63, 11], [35, 68, 23, 74, 22, 15, 43, 16, 45, 8, 18, 88, 52], [48, 44, 14, 58, 72, 39, 25, 12, 9, 1], [26, 75, 55, 78, 51, 76, 7, 64, 19, 82, 83, 17, 61, 97, 95, 89], [31, 62, 36, 46, 91, 98, 87, 57, 2, 40, 21, 56, 80, 79]]"
"[60, 6, 25, 61, 15, 85, 30, 47, 26, 8, 11, 20, 77, 2, 84, 23, 70, 45, 89, 38, 28, 99, 95, 35, 96, 76, 39, 78, 82, 72, 79, 56, 10, 33, 55, 41, 34, 98, 80, 49, 43, 17, 24, 59, 12, 22, 97, 90, 71, 9, 83, 31, 73, 53, 94, 16, 51, 21, 65, 13, 32, 36, 92, 19, 57, 44, 5, 63, 48, 69, 42, 62, 54, 27, 87, 1, 88, 67, 3, 81, 75, 93, 37, 86, 91, 52, 66, 50, 64, 18, 14, 40, 46, 4, 7, 58, 100, 29, 74, 68]","[[26, 25, 15, 85, 61, 6, 60, 47, 30], [28, 77, 20, 70, 11, 8, 45, 84, 38, 23, 2, 95, 99, 89], [72, 41, 56, 39, 55, 76, 33, 79, 78, 34, 35, 10, 82, 96], [49, 17, 98, 43, 80], [22, 97, 59, 83, 31, 90, 71, 9, 24, 12], [51, 65, 21, 73, 16, 94, 53], [69, 32, 63, 19, 36, 48, 5, 44, 92, 57, 13], [27, 62, 54, 42, 87], [93, 86, 91, 37, 75, 67, 3, 81, 1, 88], [52, 18, 14, 46, 64, 66, 50, 4, 40], [7, 100, 58, 74, 29, 68]]"
