ruta_final
"[[94, 95, 92, 98, 37, 100, 44, 38, 14, 43, 15, 57, 2], [28, 76, 77, 3, 50, 1, 69, 8, 45, 84, 61, 93, 99, 96], [62, 11, 64, 49, 36, 46, 17, 86, 42, 41, 22, 23, 75, 74], [40, 21, 73, 72, 56, 39, 67, 25, 24, 29, 34, 78, 79], [18, 82, 48, 47, 19, 31, 54, 55, 4, 26], [53, 58, 13, 87, 97, 91, 16, 85, 59, 6], [89, 60, 5, 83, 7, 70, 30, 66, 65, 71, 35, 9, 27], [12, 80, 68, 33, 81, 51, 20, 32, 90, 63, 10, 88, 52]]"
"[[89, 6, 94, 13, 58, 26, 12, 79, 78, 34, 35, 9], [80, 24, 29, 71, 65, 66, 32, 63, 64, 49, 36, 46, 82], [2, 41, 22, 74, 72, 75, 56, 23, 67, 39, 25, 55], [57, 100, 5, 84, 17, 45, 8, 48, 47, 19, 11, 90, 70, 1, 69], [28, 50, 33, 81, 51, 20, 30, 10, 62, 7, 83, 60, 98, 37, 97], [76, 77, 3, 68, 54, 4, 73, 21, 40, 53], [27, 31, 88, 52, 18, 85, 91, 44, 14, 42, 87], [15, 43, 38, 86, 16, 61, 93, 99, 96, 59, 92, 95]]"
"[[27, 52, 7, 48, 46, 8, 45, 5, 61, 44, 38, 14, 43, 15], [12, 76, 77, 68, 80, 54, 4, 56, 75, 73, 21, 40, 53], [31, 88, 62, 11, 19, 82, 18, 60, 99, 93, 37, 92, 13], [95, 97, 2, 23, 67, 39, 3, 81, 9, 51, 1], [87, 42, 100, 98, 85, 91, 16, 86, 17, 84, 83, 89], [26, 55, 25, 24, 29, 79, 70, 10, 32, 90, 63, 64, 49, 36, 47], [69, 30, 20, 66, 65, 71, 35, 34, 78, 33, 50, 28], [58, 72, 74, 22, 41, 57, 59, 96, 94, 6]]"
"[[53, 40, 73, 21, 26, 12, 80, 68, 24, 29, 78, 34, 35, 9, 51, 1], [87, 42, 15, 43, 14, 38, 86, 61, 60, 19, 11, 62, 7, 52], [88, 10, 90, 63, 64, 49, 36, 47, 46, 85, 95, 94], [58, 22, 74, 72, 4, 3, 79, 33, 77, 76], [28, 69, 31, 8, 45, 17, 84, 5, 96, 6], [27, 89, 99, 59, 93, 16, 44, 91, 100, 98, 37, 92, 97, 13], [18, 83, 82, 48, 32, 20, 66, 65, 71, 81], [70, 30, 50, 54, 55, 25, 39, 67, 23, 56, 75, 41, 57, 2]]"
"[[6, 94, 59, 93, 99, 96, 10, 90, 32, 70, 27], [52, 7, 19, 49, 36, 46, 45, 17, 16, 14, 42, 87, 97, 13], [2, 57, 22, 75, 56, 39, 4, 72, 74, 73, 21, 53], [18, 82, 48, 47, 8, 83, 58, 40, 54, 24, 29], [61, 86, 44, 38, 43, 15, 41, 23, 67, 25, 55, 26], [69, 31, 88, 62, 11, 64, 63, 66, 51, 9, 81, 33, 50], [1, 30, 20, 71, 65, 35, 34, 78, 79, 3, 77, 68, 80], [28, 76, 12, 95, 92, 98, 37, 100, 91, 85, 84, 5, 60, 89]]"
"[[89, 99, 93, 85, 91, 98, 37, 92, 97, 40, 26, 1, 30, 70], [69, 50, 12, 54, 55, 25, 39, 67, 23, 56, 41, 22, 74, 73], [5, 61, 16, 86, 17, 45, 83, 60, 18, 52], [53, 13, 87, 42, 14, 38, 44, 100, 95, 94], [21, 72, 75, 4, 78, 9, 66, 32, 11, 64, 49, 36, 46], [33, 81, 20, 90, 63, 10, 7, 59, 43, 15, 57, 2, 58], [6, 96, 84, 8, 82, 48, 47, 19, 62, 88, 31, 27], [76, 77, 3, 79, 51, 71, 65, 35, 34, 29, 24, 80, 68, 28]]"
"[[44, 38, 14, 43, 41, 22, 23, 67, 39, 25, 55, 54], [94, 96, 92, 59, 99, 60, 18, 70, 30, 51, 81, 33, 28], [40, 21, 74, 75, 56, 24, 29, 35, 71, 65, 66, 32, 90, 63, 64, 11, 88], [26, 4, 72, 73, 57, 15, 42, 45, 46, 47, 36, 49, 19], [13, 95, 98, 37, 100, 16, 86, 17, 84, 83, 8, 82], [58, 2, 87, 97, 93, 85, 91, 61, 5, 6, 89], [27, 52, 31, 69, 1, 50, 76, 77, 68, 80, 12, 53], [3, 79, 78, 34, 9, 20, 10, 62, 48, 7]]"
"[[27, 70, 63, 64, 49, 36, 46, 47, 19, 11, 7, 60, 5, 61, 91, 89], [28, 76, 33, 81, 78, 34, 9, 51, 1, 69, 31, 88], [30, 32, 90, 10, 62, 48, 82, 8, 17, 44, 38, 42, 97], [53, 26, 4, 21, 72, 75, 22, 41, 15, 43, 14, 100, 92, 6], [13, 94, 95, 96, 99, 16, 86, 84, 45, 83, 18, 52], [59, 93, 85, 98, 37, 87, 57, 2, 58], [12, 68, 29, 24, 55, 25, 39, 67, 23, 56, 74, 73, 40], [54, 80, 77, 3, 79, 35, 71, 65, 66, 20, 50]]"
"[[99, 93, 98, 37, 100, 61, 84, 17, 45, 8, 88, 70, 51, 9, 81], [28, 50, 1, 32, 90, 63, 62, 83, 60, 5, 92, 95, 13, 58], [69, 30, 20, 66, 65, 71, 35, 34, 79, 3, 77, 26], [96, 59, 97, 87, 2, 73, 72, 54, 80, 68, 12], [76, 33, 78, 29, 24, 55, 25, 56, 42, 38, 86, 16, 91, 85, 94], [57, 15, 43, 14, 44, 46, 36, 49, 64, 11, 10, 31, 27], [4, 39, 67, 23, 75, 41, 22, 74, 21, 40, 53], [52, 7, 19, 47, 48, 82, 18, 89, 6]]"
"[[70, 30, 32, 90, 63, 64, 49, 46, 17, 86, 16, 99, 96], [89, 60, 5, 83, 18, 82, 48, 19, 62, 7, 52], [87, 57, 15, 43, 14, 38, 44, 85, 93, 94], [27, 69, 20, 66, 65, 71, 35, 4, 75, 74, 22, 97, 92, 95], [51, 9, 34, 78, 29, 24, 55, 39, 56, 72, 73, 21, 40, 53], [31, 88, 10, 11, 36, 47, 8, 45, 84, 61, 91, 100, 98, 59], [28, 76, 77, 68, 80, 54, 25, 67, 23, 41, 2, 42, 37, 6], [1, 50, 33, 81, 79, 3, 12, 26, 58, 13]]"
"[[2, 87, 97, 84, 46, 36, 49, 64, 66, 65, 71, 35, 9, 51], [99, 93, 98, 85, 91, 16, 17, 45, 8, 7, 31, 27], [6, 96, 92, 42, 43, 15, 40, 77, 3, 78, 34, 20, 32, 90, 63, 11, 62, 88, 52], [28, 69, 70, 30, 10, 19, 47, 48, 82, 83, 18], [13, 94, 95, 57, 41, 22, 23, 74, 73], [53, 58, 26, 12, 68, 24, 29, 79, 81, 33, 1], [89, 60, 5, 61, 86, 38, 14, 44, 100, 37, 59], [21, 72, 75, 56, 39, 67, 25, 55, 4, 54, 80, 76, 50]]"
"[[88, 62, 19, 47, 86, 16, 100, 42, 41, 22, 74, 73], [26, 54, 4, 97, 37, 98, 85, 61, 84, 17, 45, 83], [58, 15, 43, 14, 38, 44, 91, 93, 60, 18, 7, 63, 90, 32, 10], [29, 34, 78, 81, 9, 35, 71, 65, 66, 20, 30, 69, 27], [28, 76, 50, 1, 52, 89, 94, 87, 2, 72, 21, 40, 53], [24, 55, 25, 39, 67, 23, 56, 75, 57, 92, 59, 95, 13], [82, 48, 11, 64, 49, 36, 46, 8, 5, 99, 96, 6], [31, 70, 51, 33, 79, 3, 77, 68, 80, 12]]"
"[[4, 54, 1, 32, 90, 63, 11, 64, 49, 36, 47, 19, 7, 52], [75, 56, 23, 67, 39, 25, 55, 68, 77, 76, 27], [28, 26, 21, 73, 2, 57, 15, 43, 38, 44, 92, 59, 99, 5, 60, 89], [18, 83, 84, 61, 86, 16, 91, 85, 98, 93], [53, 13, 94, 95, 97, 87, 58, 3, 79, 33, 50], [6, 17, 45, 8, 46, 48, 82, 31, 70, 51, 9, 81, 69], [88, 62, 10, 30, 20, 66, 65, 71, 35, 34, 78, 29, 24, 80, 12], [96, 37, 100, 14, 42, 41, 22, 74, 72, 40]]"
"[[2, 57, 42, 100, 85, 5, 60, 84, 17, 45, 8, 46, 36, 49, 64, 1], [89, 18, 82, 83, 87, 41, 22, 74, 72, 21, 4, 26, 53], [80, 68, 3, 78, 9, 66, 32, 90, 63, 11, 19, 62, 7, 52], [28, 50, 51, 81, 33, 29, 24, 39, 56, 75, 73, 40, 58], [12, 54, 55, 25, 67, 23, 15, 43, 14, 38, 44, 97], [31, 88, 10, 70, 30, 20, 71, 65, 35, 34, 79, 77, 76], [13, 95, 92, 37, 91, 16, 86, 61, 99, 96, 6], [94, 59, 98, 93, 47, 48, 69, 27]]"
"[[96, 99, 5, 84, 83, 60, 1, 81, 78, 79, 76, 28], [13, 92, 91, 17, 45, 8, 46, 49, 64, 63, 66, 65, 71, 9, 50], [89, 61, 16, 86, 38, 14, 44, 85, 93], [58, 2, 73, 74, 75, 22, 41, 57, 87, 97, 95, 94, 6], [52, 7, 11, 90, 10, 70, 30, 51, 33, 3, 77, 55, 25, 4, 21, 40, 26, 53], [59, 98, 37, 100, 42, 43, 15, 23, 67, 39, 56, 72], [12, 68, 80, 54, 24, 29, 34, 35, 20, 32, 69, 27], [31, 88, 62, 19, 36, 47, 48, 82, 18]]"

ESTADÍSTICAS
operador,Combinacion 2-opt, OR-opt y Swap
instancia,CMT3.vrp
conSplit,false
num_ejecuciones,30
tiempo_total_ms,375080.3940
mejor_costo,1007.93
mejor_ruta,"[[27, 70, 63, 64, 49, 36, 46, 47, 19, 11, 7, 60, 5, 61, 91, 89], [28, 76, 33, 81, 78, 34, 9, 51, 1, 69, 31, 88], [30, 32, 90, 10, 62, 48, 82, 8, 17, 44, 38, 42, 97], [53, 26, 4, 21, 72, 75, 22, 41, 15, 43, 14, 100, 92, 6], [13, 94, 95, 96, 99, 16, 86, 84, 45, 83, 18, 52], [59, 93, 85, 98, 37, 87, 57, 2, 58], [12, 68, 29, 24, 55, 25, 39, 67, 23, 56, 74, 73, 40], [54, 80, 77, 3, 79, 35, 71, 65, 66, 20, 50]]"
peor_costo,1072.47
peor_ruta,"[[88, 62, 19, 47, 86, 16, 100, 42, 41, 22, 74, 73], [26, 54, 4, 97, 37, 98, 85, 61, 84, 17, 45, 83], [58, 15, 43, 14, 38, 44, 91, 93, 60, 18, 7, 63, 90, 32, 10], [29, 34, 78, 81, 9, 35, 71, 65, 66, 20, 30, 69, 27], [28, 76, 50, 1, 52, 89, 94, 87, 2, 72, 21, 40, 53], [24, 55, 25, 39, 67, 23, 56, 75, 57, 92, 59, 95, 13], [82, 48, 11, 64, 49, 36, 46, 8, 5, 99, 96, 6], [31, 70, 51, 33, 79, 3, 77, 68, 80, 12]]"
promedio,1036.38
desviacion_tipica,15.14
